"NMF1"	"NMF2"	"NMF3"	"NMF4"	"NMF5"	"NMF6"	"NMF7"	"NMF8"	"NMF9"	"NMF10"	"NMF11"	"NMF12"	"NMF13"
"ABHD14B_FORALL_017"	0.493285813954809	-4.4861743551511	1.05361092680209	2.59633528552363	-4.23179747775107	0.365196380207366	-1.22915825139157	0.750828040961098	1.7587170043358	-0.60796932831455	-1.91854164514431	1.59682259808011	3.14960322748535
"ABHD17B_FORALL_009"	2.00161579872476	-4.27416508099729	-3.97655164626482	2.16413266023399	0.342580654480556	1.7383603912375	1.83508633597947	2.83134454607611	-2.39238685589703	2.1629689200429	0.0673839187441833	-3.38640710924657	-0.812845745073233
"ABHD17B_FORALL_066"	0.969660905227932	-3.95927024972656	-2.89648431624625	1.65332171527956	0.121106925977812	2.73712987559229	1.35631130810007	3.44457394092067	-1.47533669918759	2.29645827655327	-1.17008643153082	-4.11328488165697	-0.372304841804238
"ABHD17B_FORALL_090"	2.00161579872476	-4.27416508099729	-3.97655164626482	2.16413266023399	0.342580654480556	1.7383603912375	1.83508633597947	2.83134454607611	-2.39238685589703	2.1629689200429	0.0673839187441833	-3.38640710924657	-0.812845745073233
"ABHD17B_FORALL_107"	2.00161579872476	-4.27416508099729	-3.97655164626482	2.16413266023399	0.342580654480556	1.7383603912375	1.83508633597947	2.83134454607611	-2.39238685589703	2.1629689200429	0.0673839187441833	-3.38640710924657	-0.812845745073233
"ABHD3_FORALL_045"	-1.83253646944637	-0.858871597108254	5.54246483434289	1.56281143888209	-3.25698237539411	-1.78104716593442	2.18878892817172	0.0943092281535823	-2.77219845998849	2.71918254915204	2.75336243367877	0.423915107972162	-3.14697644071558
"ABHD3_FORALL_105"	0.914754992540539	1.74546114854237	4.38645521828326	-1.00949277451439	-0.505612479014799	-2.24212137808299	3.38044264435612	0.446008852700348	-2.65880326326616	-0.381506160887078	2.27654658282217	-0.210633964906965	-4.87107498584273
"ABHD3_FORALL_132"	-2.53427803762839	0.780853484142857	4.26453517771809	0.107817745864209	-2.40867552266013	-1.36206095303403	3.35380769397134	0.944567319455775	-2.25331492484466	0.863792388326325	2.63012390103613	0.658889511113364	-4.18941415683087
"ABHD3_FORALL_141"	-2.78113600830148	2.40152680467156	5.00266401840993	-2.0810463487995	0.41743026612386	-1.95217744169846	4.06111336481518	1.20996511228419	-2.35458061822765	0.550109504710413	1.16310772450411	-0.299444289783633	-3.77723276775525
"ABHD3_FORALL_152"	-2.02375073523006	-1.310203668822	4.54186632242007	1.89879591696322	-3.34578996050175	-1.07445938201896	2.12514264280047	0.308294152748785	-2.41243869206899	3.5079560010158	2.59703305844288	0.0907501792249887	-3.82852638465383
"ABHD4_FORALL_090"	2.85365869350185	-5.22392580609714	-1.76585170196638	4.10420411148321	-0.99275282134516	0.933836158992761	-3.67748349464512	4.22273174509364	-2.07180326844069	-0.606869902242773	-0.127600410832904	0.310063080098731	2.16020126360366
"ABHD5_FORALL_001"	0.0704660398019112	0.0754865083767094	-3.27595728119847	-2.41219283301169	0.310069523286576	1.56195976987993	-0.148884380247518	1.03768565693234	3.82585158034752	0.818048061395557	-2.35681301971775	-0.775124313353454	1.36322468903341
"ABHD5_FORALL_007"	0.0704660398019112	0.0754865083767094	-3.27595728119847	-2.41219283301169	0.310069523286576	1.56195976987993	-0.148884380247518	1.03768565693234	3.82585158034752	0.818048061395557	-2.35681301971775	-0.775124313353454	1.36322468903341
"ABHD5_FORALL_018"	0.0704660398019112	0.0754865083767094	-3.27595728119847	-2.41219283301169	0.310069523286576	1.56195976987993	-0.148884380247518	1.03768565693234	3.82585158034752	0.818048061395557	-2.35681301971775	-0.775124313353454	1.36322468903341
