"V1"	"V2"	"complex"	"location_V1"	"location_V2"
"55620"	"PRKCZ"	"NHERF1"	"NHERF1-PRKCZ complex"	"Cytosol"	"Cytosol"
"55622"	"SLC34A1"	"NHERF1"	"NHERF1-NPT2A-EZR complex"	NA	"Cytosol"
"55623"	"SLC34A1"	"EZR"	"NHERF1-NPT2A-EZR complex"	NA	"Cytosol"
"55625"	"PDZK1"	"NHERF1"	"PDZK1-NHERF1-EZR complex"	"Cytosol"	"Cytosol"
"55626"	"PDZK1"	"EZR"	"PDZK1-NHERF1-EZR complex"	"Cytosol"	"Cytosol"
"55627"	"TRIP6"	"NHERF2"	"LPAR2-TRIP6-NHERF2 complex, LPA stimulated"	"Cytosol"	"Secretory"
"55628"	"NHERF2"	"LPAR2"	"LPAR2-TRIP6-NHERF2 complex, LPA stimulated"	"Secretory"	NA
"55629"	"TRIP6"	"LPAR2"	"LPAR2-TRIP6-NHERF2 complex, LPA stimulated"	"Cytosol"	NA
"55630"	"SIVA1"	"LPAR2"	"LPAR2-SIVA1 complex"	NA	NA
"55631"	"SIVA1"	"S1PR4"	"SIVA1-S1PR4 complex"	NA	NA
"55632"	"MET"	"ITGB4"	"S1PR1-c-Met-ITGB4 complex, HGF- or S1P-induced"	"Secretory"	"Secretory"
"55633"	"S1PR1"	"MET"	"S1PR1-c-Met-ITGB4 complex, HGF- or S1P-induced"	NA	"Secretory"
"55634"	"S1PR1"	"ITGB4"	"S1PR1-c-Met-ITGB4 complex, HGF- or S1P-induced"	NA	"Secretory"
"55635"	"S1PR1"	"PRKCA"	"VEGFR2-S1PR1-ERK1/2-PKC-alpha complex"	NA	"Cytosol"
"55636"	"PRKCA"	"MAPK3"	"VEGFR2-S1PR1-ERK1/2-PKC-alpha complex"	"Cytosol"	"Cytosol"
"55637"	"PRKCA"	"MAPK1"	"VEGFR2-S1PR1-ERK1/2-PKC-alpha complex"	"Cytosol"	"Cytosol"
"55638"	"PRKCA"	"KDR"	"VEGFR2-S1PR1-ERK1/2-PKC-alpha complex"	"Cytosol"	NA
"55639"	"S1PR1"	"MAPK3"	"VEGFR2-S1PR1-ERK1/2-PKC-alpha complex"	NA	"Cytosol"
"55640"	"S1PR1"	"MAPK1"	"VEGFR2-S1PR1-ERK1/2-PKC-alpha complex"	NA	"Cytosol"
"55641"	"S1PR1"	"KDR"	"VEGFR2-S1PR1-ERK1/2-PKC-alpha complex"	NA	NA
"55642"	"MAPK3"	"MAPK1"	"VEGFR2-S1PR1-ERK1/2-PKC-alpha complex"	"Cytosol"	"Cytosol"
"55643"	"MAPK3"	"KDR"	"VEGFR2-S1PR1-ERK1/2-PKC-alpha complex"	"Cytosol"	NA
"55644"	"MAPK1"	"KDR"	"VEGFR2-S1PR1-ERK1/2-PKC-alpha complex"	"Cytosol"	NA
"55645"	"S1PR2"	"PRKCA"	"VEGFR2-S1PR2-ERK1/2-PKC-alpha complex"	"Secretory"	"Cytosol"
"55646"	"S1PR2"	"MAPK3"	"VEGFR2-S1PR2-ERK1/2-PKC-alpha complex"	"Secretory"	"Cytosol"
"55647"	"S1PR2"	"MAPK1"	"VEGFR2-S1PR2-ERK1/2-PKC-alpha complex"	"Secretory"	"Cytosol"
"55648"	"S1PR2"	"KDR"	"VEGFR2-S1PR2-ERK1/2-PKC-alpha complex"	"Secretory"	NA
"55658"	"S1PR3"	"PRKCA"	"VEGFR2-S1PR3-ERK1/2-PKC-alpha complex"	"Secretory"	"Cytosol"
"55661"	"S1PR3"	"MAPK3"	"VEGFR2-S1PR3-ERK1/2-PKC-alpha complex"	"Secretory"	"Cytosol"
"55663"	"S1PR3"	"MAPK1"	"VEGFR2-S1PR3-ERK1/2-PKC-alpha complex"	"Secretory"	"Cytosol"
"55664"	"S1PR3"	"KDR"	"VEGFR2-S1PR3-ERK1/2-PKC-alpha complex"	"Secretory"	NA
"55668"	"S1PR5"	"PRKCA"	"VEGFR2-S1PR5-ERK1/2-PKC-alpha complex"	NA	"Cytosol"
"55671"	"S1PR5"	"MAPK3"	"VEGFR2-S1PR5-ERK1/2-PKC-alpha complex"	NA	"Cytosol"
"55673"	"S1PR5"	"MAPK1"	"VEGFR2-S1PR5-ERK1/2-PKC-alpha complex"	NA	"Cytosol"
"55674"	"S1PR5"	"KDR"	"VEGFR2-S1PR5-ERK1/2-PKC-alpha complex"	NA	NA
"55675"	"S1PR1"	"ARRB2"	"S1PR1\u2013beta-arrestin 2 complex, ApoM(+)HDL-S1P stimulated"	NA	"Cytosol"
"55676"	"IGF1R"	"GNAI2"	"IGF1R-CXCR4-GNAI2-GNB1 complex"	"Secretory"	"Secretory"
"55677"	"GNAI2"	"CXCR4"	"IGF1R-CXCR4-GNAI2-GNB1 complex"	"Secretory"	NA
"55678"	"GNB1"	"GNAI2"	"IGF1R-CXCR4-GNAI2-GNB1 complex"	"Secretory"	"Secretory"
"55679"	"IGF1R"	"CXCR4"	"IGF1R-CXCR4-GNAI2-GNB1 complex"	"Secretory"	NA
"55680"	"IGF1R"	"GNB1"	"IGF1R-CXCR4-GNAI2-GNB1 complex"	"Secretory"	"Secretory"
"55681"	"GNB1"	"CXCR4"	"IGF1R-CXCR4-GNAI2-GNB1 complex"	"Secretory"	NA
"55682"	"CXCR4"	"ADRA1A"	"ADRA1A-CXCR4 complex"	NA	NA
"55683"	"CXCR4"	"ADRB1"	"ADRB1-CXCR4 complex"	NA	NA
"55684"	"DRD4"	"CUL3"	"DRD4-KLHL12-CUL3 complex"	NA	"Cytosol"
"55685"	"KLHL12"	"DRD4"	"DRD4-KLHL12-CUL3 complex"	NA	NA
"55686"	"KLHL12"	"CUL3"	"DRD4-KLHL12-CUL3 complex"	NA	"Cytosol"
"55688"	"ATG14"	"ATG13"	"ULK1-ATG13-ATG14-PIK3C3 complex"	"Cytosol"	"Cytosol"
"55689"	"PIK3C3"	"ATG13"	"ULK1-ATG13-ATG14-PIK3C3 complex"	"Cytosol"	"Cytosol"
"55690"	"ULK1"	"ATG14"	"ULK1-ATG13-ATG14-PIK3C3 complex"	NA	"Cytosol"
"55691"	"ULK1"	"PIK3C3"	"ULK1-ATG13-ATG14-PIK3C3 complex"	NA	"Cytosol"
"55692"	"PIK3C3"	"ATG14"	"ULK1-ATG13-ATG14-PIK3C3 complex"	"Cytosol"	"Cytosol"
"55693"	"HPR"	"APOL1"	"APOL1 complex A (APOL1, APOA1, HPR, C3)"	NA	"Secretory"
"55694"	"C3"	"APOL1"	"APOL1 complex A (APOL1, APOA1, HPR, C3)"	NA	"Secretory"
"55695"	"APOL1"	"APOA1"	"APOL1 complex A (APOL1, APOA1, HPR, C3)"	"Secretory"	"Cytosol"
"55696"	"HPR"	"C3"	"APOL1 complex A (APOL1, APOA1, HPR, C3)"	NA	NA
"55697"	"HPR"	"APOA1"	"APOL1 complex A (APOL1, APOA1, HPR, C3)"	NA	"Cytosol"
"55698"	"C3"	"APOA1"	"APOL1 complex A (APOL1, APOA1, HPR, C3)"	NA	"Cytosol"
"55700"	"IGHM"	"APOL1"	"APOL1 complex B (APOL1, APOA1, HPR, FN1, IGHM)"	NA	"Secretory"
"55702"	"FN1"	"APOL1"	"APOL1 complex B (APOL1, APOA1, HPR, FN1, IGHM)"	"Secretory"	"Secretory"
"55703"	"IGHM"	"HPR"	"APOL1 complex B (APOL1, APOA1, HPR, FN1, IGHM)"	NA	NA
"55705"	"HPR"	"FN1"	"APOL1 complex B (APOL1, APOA1, HPR, FN1, IGHM)"	NA	"Secretory"
"55706"	"IGHM"	"APOA1"	"APOL1 complex B (APOL1, APOA1, HPR, FN1, IGHM)"	NA	"Cytosol"
"55707"	"IGHM"	"FN1"	"APOL1 complex B (APOL1, APOA1, HPR, FN1, IGHM)"	NA	"Secretory"
"55708"	"FN1"	"APOA1"	"APOL1 complex B (APOL1, APOA1, HPR, FN1, IGHM)"	"Secretory"	"Cytosol"
"55709"	"TTR"	"RBP4"	"TTR-RBP complex"	NA	"Cytosol"
"55710"	"PIP"	"AZGP1"	"ZAG-PIP complex"	NA	NA
"55711"	"LTF"	"CP"	"CP\u2013LF\u2013MPO complex"	"Cytosol"	NA
"55712"	"MPO"	"CP"	"CP\u2013LF\u2013MPO complex"	NA	NA
"55713"	"MPO"	"LTF"	"CP\u2013LF\u2013MPO complex"	NA	"Cytosol"
"55716"	"S100A9"	"S100A8"	"Calprotectin heterotetramer"	"Cytosol"	NA
"55718"	"S100A8"	"NOS2"	"iNOS-S100A8/A9 complex"	NA	NA
"55719"	"S100A9"	"NOS2"	"iNOS-S100A8/A9 complex"	"Cytosol"	NA
"55720"	"KLB"	"FGFR1"	"FGF21-FGFR1c-KLB complex"	NA	"Secretory"
"55721"	"FGFR1"	"FGF21"	"FGF21-FGFR1c-KLB complex"	"Secretory"	NA
"55722"	"KLB"	"FGF21"	"FGF21-FGFR1c-KLB complex"	NA	NA
"55723"	"FGFR4"	"FGF19"	"FGF19-FGFR4-KLB complex, heparin induced"	"Secretory"	NA
"55724"	"KLB"	"FGF19"	"FGF19-FGFR4-KLB complex, heparin induced"	NA	NA
"55725"	"KLB"	"FGFR4"	"FGF19-FGFR4-KLB complex, heparin induced"	NA	"Secretory"
"55728"	"FGFR4"	"FGF21"	"FGF21-FGFR4-KLB complex"	"Secretory"	NA
"55730"	"SYNCRIP"	"STAU1"	"IGF2BP1 complex"	"Nuclear"	"Nuclear"
"55731"	"SYNCRIP"	"RPL26"	"IGF2BP1 complex"	"Nuclear"	NA
"55732"	"SYNCRIP"	"RPS6"	"IGF2BP1 complex"	"Nuclear"	"Nuclear"
"55733"	"YBX1"	"SYNCRIP"	"IGF2BP1 complex"	"Nuclear"	"Nuclear"
"55735"	"SYNCRIP"	"DHX9"	"IGF2BP1 complex"	"Nuclear"	"Nuclear"
"55736"	"SYNCRIP"	"ELAVL1"	"IGF2BP1 complex"	"Nuclear"	"Nuclear"
"55737"	"SYNCRIP"	"IGF2BP1"	"IGF2BP1 complex"	"Nuclear"	"Nuclear"
"55738"	"STAU1"	"RPL26"	"IGF2BP1 complex"	"Nuclear"	NA
"55739"	"STAU1"	"RPS6"	"IGF2BP1 complex"	"Nuclear"	"Nuclear"
"55740"	"YBX1"	"STAU1"	"IGF2BP1 complex"	"Nuclear"	"Nuclear"
"55741"	"STAU1"	"HNRNPU"	"IGF2BP1 complex"	"Nuclear"	NA
"55742"	"STAU1"	"DHX9"	"IGF2BP1 complex"	"Nuclear"	"Nuclear"
"55743"	"STAU1"	"ELAVL1"	"IGF2BP1 complex"	"Nuclear"	"Nuclear"
"55744"	"STAU1"	"IGF2BP1"	"IGF2BP1 complex"	"Nuclear"	"Nuclear"
"55749"	"RPL26"	"ELAVL1"	"IGF2BP1 complex"	NA	"Nuclear"
"55754"	"RPS6"	"ELAVL1"	"IGF2BP1 complex"	"Nuclear"	"Nuclear"
"55758"	"YBX1"	"ELAVL1"	"IGF2BP1 complex"	"Nuclear"	"Nuclear"
"55761"	"HNRNPU"	"ELAVL1"	"IGF2BP1 complex"	NA	"Nuclear"
"55763"	"ELAVL1"	"DHX9"	"IGF2BP1 complex"	"Nuclear"	"Nuclear"
"55765"	"IGF2BP1"	"ELAVL1"	"IGF2BP1 complex"	"Nuclear"	"Nuclear"
"55766"	"LCK"	"EPHA1"	"EphA1 receptor signaling complex"	NA	"Secretory"
"55768"	"PTK2B"	"LCK"	"EphA1 receptor signaling complex"	"Cytosol"	NA
"55769"	"PIK3R1"	"EPHA1"	"EphA1 receptor signaling complex"	"Cytosol"	"Secretory"
"55770"	"PTK2B"	"EPHA1"	"EphA1 receptor signaling complex"	"Cytosol"	"Secretory"
"55771"	"PTK2B"	"PIK3R1"	"EphA1 receptor signaling complex"	"Cytosol"	"Cytosol"
"55772"	"EMSY"	"CCAR2"	"NIF-1-DBC1-EMSY complex"	"Nuclear"	"Nuclear"
"55773"	"ZNF335"	"EMSY"	"NIF-1-DBC1-EMSY complex"	"Nuclear"	"Nuclear"
"55774"	"ZNF335"	"CCAR2"	"NIF-1-DBC1-EMSY complex"	"Nuclear"	"Nuclear"
"55776"	"ZNF335"	"WDR5"	"NIF1-ASH2L-RBBP5-WDR5 complex"	"Nuclear"	"Nuclear"
"55778"	"ZNF335"	"KDM6B"	"NIF1-ASH2L-RBBP5-WDR5 complex"	"Nuclear"	"Nuclear"
"55780"	"ZNF335"	"ASH2L"	"NIF1-ASH2L-RBBP5-WDR5 complex"	"Nuclear"	"Nuclear"
"55781"	"SIRT1"	"CCAR2"	"DBC1-SIRT1 complex"	"Nuclear"	"Nuclear"
"55782"	"ZNF326"	"CCAR2"	"DBIRD complex"	"Nuclear"	"Nuclear"
"55783"	"IRF2BP2"	"IRF2BP1"	"IRF2BP2-IRF2BP1-IRF2BPL complex"	"Nuclear"	"Nuclear"
"55784"	"IRF2BPL"	"IRF2BP2"	"IRF2BP2-IRF2BP1-IRF2BPL complex"	"Nuclear"	"Nuclear"
"55785"	"IRF2BPL"	"IRF2BP1"	"IRF2BP2-IRF2BP1-IRF2BPL complex"	"Nuclear"	"Nuclear"
"55795"	"RUNX1"	"PRMT5"	"COPRS-PRMT5-RUNX1-CBFB complex"	"Nuclear"	"Cytosol"
"55796"	"PRMT5"	"CBFB"	"COPRS-PRMT5-RUNX1-CBFB complex"	"Cytosol"	"Cytosol"
"55797"	"PRMT5"	"COPRS"	"COPRS-PRMT5-RUNX1-CBFB complex"	"Cytosol"	"Cytosol"
"55799"	"RUNX1"	"COPRS"	"COPRS-PRMT5-RUNX1-CBFB complex"	"Nuclear"	"Cytosol"
"55800"	"COPRS"	"CBFB"	"COPRS-PRMT5-RUNX1-CBFB complex"	"Cytosol"	"Cytosol"
"55802"	"WDR18"	"PELP1"	"5FMC (Friends of Methylated Chtop) complex"	"Nuclear"	"Nuclear"
"55806"	"WDR18"	"SENP3"	"5FMC (Friends of Methylated Chtop) complex"	"Nuclear"	"Nuclear"
"55807"	"WDR18"	"TEX10"	"5FMC (Friends of Methylated Chtop) complex"	"Nuclear"	"Nuclear"
"55808"	"WDR18"	"LAS1L"	"5FMC (Friends of Methylated Chtop) complex"	"Nuclear"	"Nuclear"
"55812"	"PELP1"	"NOL9"	"LAS1L-PELP1-TEX10-WDR18-NOL9-SENP3  complex"	"Nuclear"	"Nuclear"
"55813"	"WDR18"	"NOL9"	"LAS1L-PELP1-TEX10-WDR18-NOL9-SENP3  complex"	"Nuclear"	"Nuclear"
"55814"	"SENP3"	"NOL9"	"LAS1L-PELP1-TEX10-WDR18-NOL9-SENP3  complex"	"Nuclear"	"Nuclear"
"55815"	"TEX10"	"NOL9"	"LAS1L-PELP1-TEX10-WDR18-NOL9-SENP3  complex"	"Nuclear"	"Nuclear"
"55816"	"NOL9"	"LAS1L"	"LAS1L-PELP1-TEX10-WDR18-NOL9-SENP3  complex"	"Nuclear"	"Nuclear"
"55833"	"PRMT5"	"CHTOP"	"CHTOP-methylosome complex"	"Cytosol"	"Nuclear"
"55834"	"PRMT1"	"ERH"	"CHTOP-methylosome complex"	"Nuclear"	NA
"55836"	"ERH"	"CHTOP"	"CHTOP-methylosome complex"	NA	"Nuclear"
"55837"	"WDR77"	"PRMT1"	"CHTOP-methylosome complex"	"Cytosol"	"Nuclear"
"55838"	"PRMT1"	"CHTOP"	"CHTOP-methylosome complex"	"Nuclear"	"Nuclear"
"55839"	"WDR77"	"CHTOP"	"CHTOP-methylosome complex"	"Cytosol"	"Nuclear"
"55840"	"HSPA5"	"ERLIN2"	"HRD1 complex"	NA	"Secretory"
"55841"	"HSP90B1"	"ERLIN2"	"HRD1 complex"	"Nuclear"	"Secretory"
"55842"	"ERLIN2"	"BSG"	"HRD1 complex"	"Secretory"	NA
"55843"	"OS9"	"ERLIN2"	"HRD1 complex"	"Secretory"	"Secretory"
"55844"	"SYVN1"	"ERLIN2"	"HRD1 complex"	"Secretory"	"Secretory"
"55845"	"FAF2"	"ERLIN2"	"HRD1 complex"	"Secretory"	"Secretory"
"55846"	"ERLIN2"	"ERLEC1"	"HRD1 complex"	"Secretory"	"Secretory"
"55847"	"ERLIN2"	"DERL2"	"HRD1 complex"	"Secretory"	"Secretory"
"55848"	"FAM8A1"	"ERLIN2"	"HRD1 complex"	"Secretory"	"Secretory"
"55849"	"SEL1L"	"ERLIN2"	"HRD1 complex"	"Secretory"	"Secretory"
"55850"	"UBE2J1"	"ERLIN2"	"HRD1 complex"	"Secretory"	"Secretory"
"55851"	"ERLIN2"	"AUP1"	"HRD1 complex"	"Secretory"	"Secretory"
"55852"	"HSPA5"	"HSP90B1"	"HRD1 complex"	NA	"Nuclear"
"55853"	"HSPA5"	"BSG"	"HRD1 complex"	NA	NA
"55854"	"OS9"	"HSPA5"	"HRD1 complex"	"Secretory"	NA
"55855"	"SYVN1"	"HSPA5"	"HRD1 complex"	"Secretory"	NA
"55856"	"HSPA5"	"FAF2"	"HRD1 complex"	NA	"Secretory"
"55857"	"HSPA5"	"ERLEC1"	"HRD1 complex"	NA	"Secretory"
"55858"	"HSPA5"	"DERL2"	"HRD1 complex"	NA	"Secretory"
"55859"	"HSPA5"	"FAM8A1"	"HRD1 complex"	NA	"Secretory"
"55860"	"SEL1L"	"HSPA5"	"HRD1 complex"	"Secretory"	NA
"55861"	"UBE2J1"	"HSPA5"	"HRD1 complex"	"Secretory"	NA
"55862"	"HSPA5"	"AUP1"	"HRD1 complex"	NA	"Secretory"
"55863"	"HSP90B1"	"BSG"	"HRD1 complex"	"Nuclear"	NA
"55864"	"OS9"	"HSP90B1"	"HRD1 complex"	"Secretory"	"Nuclear"
"55865"	"SYVN1"	"HSP90B1"	"HRD1 complex"	"Secretory"	"Nuclear"
"55866"	"HSP90B1"	"FAF2"	"HRD1 complex"	"Nuclear"	"Secretory"
"55867"	"HSP90B1"	"ERLEC1"	"HRD1 complex"	"Nuclear"	"Secretory"
"55868"	"HSP90B1"	"DERL2"	"HRD1 complex"	"Nuclear"	"Secretory"
"55869"	"HSP90B1"	"FAM8A1"	"HRD1 complex"	"Nuclear"	"Secretory"
"55870"	"SEL1L"	"HSP90B1"	"HRD1 complex"	"Secretory"	"Nuclear"
"55871"	"UBE2J1"	"HSP90B1"	"HRD1 complex"	"Secretory"	"Nuclear"
"55872"	"HSP90B1"	"AUP1"	"HRD1 complex"	"Nuclear"	"Secretory"
"55873"	"OS9"	"BSG"	"HRD1 complex"	"Secretory"	NA
"55874"	"SYVN1"	"BSG"	"HRD1 complex"	"Secretory"	NA
"55875"	"FAF2"	"BSG"	"HRD1 complex"	"Secretory"	NA
"55876"	"ERLEC1"	"BSG"	"HRD1 complex"	"Secretory"	NA
"55877"	"DERL2"	"BSG"	"HRD1 complex"	"Secretory"	NA
"55878"	"FAM8A1"	"BSG"	"HRD1 complex"	"Secretory"	NA
"55879"	"SEL1L"	"BSG"	"HRD1 complex"	"Secretory"	NA
"55880"	"UBE2J1"	"BSG"	"HRD1 complex"	"Secretory"	NA
"55881"	"BSG"	"AUP1"	"HRD1 complex"	NA	"Secretory"
"55882"	"SYVN1"	"OS9"	"HRD1 complex"	"Secretory"	"Secretory"
"55883"	"OS9"	"FAF2"	"HRD1 complex"	"Secretory"	"Secretory"
"55884"	"OS9"	"ERLEC1"	"HRD1 complex"	"Secretory"	"Secretory"
"55885"	"OS9"	"DERL2"	"HRD1 complex"	"Secretory"	"Secretory"
"55886"	"OS9"	"FAM8A1"	"HRD1 complex"	"Secretory"	"Secretory"
"55887"	"SEL1L"	"OS9"	"HRD1 complex"	"Secretory"	"Secretory"
"55888"	"UBE2J1"	"OS9"	"HRD1 complex"	"Secretory"	"Secretory"
"55889"	"OS9"	"AUP1"	"HRD1 complex"	"Secretory"	"Secretory"
"55890"	"SYVN1"	"FAF2"	"HRD1 complex"	"Secretory"	"Secretory"
"55891"	"SYVN1"	"ERLEC1"	"HRD1 complex"	"Secretory"	"Secretory"
"55893"	"SYVN1"	"FAM8A1"	"HRD1 complex"	"Secretory"	"Secretory"
"55895"	"UBE2J1"	"SYVN1"	"HRD1 complex"	"Secretory"	"Secretory"
"55896"	"SYVN1"	"AUP1"	"HRD1 complex"	"Secretory"	"Secretory"
"55897"	"FAF2"	"ERLEC1"	"HRD1 complex"	"Secretory"	"Secretory"
"55898"	"FAF2"	"DERL2"	"HRD1 complex"	"Secretory"	"Secretory"
"55899"	"FAM8A1"	"FAF2"	"HRD1 complex"	"Secretory"	"Secretory"
"55900"	"SEL1L"	"FAF2"	"HRD1 complex"	"Secretory"	"Secretory"
"55901"	"UBE2J1"	"FAF2"	"HRD1 complex"	"Secretory"	"Secretory"
"55902"	"FAF2"	"AUP1"	"HRD1 complex"	"Secretory"	"Secretory"
"55903"	"ERLEC1"	"DERL2"	"HRD1 complex"	"Secretory"	"Secretory"
"55904"	"FAM8A1"	"ERLEC1"	"HRD1 complex"	"Secretory"	"Secretory"
"55905"	"SEL1L"	"ERLEC1"	"HRD1 complex"	"Secretory"	"Secretory"
"55906"	"UBE2J1"	"ERLEC1"	"HRD1 complex"	"Secretory"	"Secretory"
"55907"	"ERLEC1"	"AUP1"	"HRD1 complex"	"Secretory"	"Secretory"
"55908"	"FAM8A1"	"DERL2"	"HRD1 complex"	"Secretory"	"Secretory"
"55910"	"UBE2J1"	"DERL2"	"HRD1 complex"	"Secretory"	"Secretory"
"55911"	"DERL2"	"AUP1"	"HRD1 complex"	"Secretory"	"Secretory"
"55912"	"SEL1L"	"FAM8A1"	"HRD1 complex"	"Secretory"	"Secretory"
"55913"	"UBE2J1"	"FAM8A1"	"HRD1 complex"	"Secretory"	"Secretory"
"55914"	"FAM8A1"	"AUP1"	"HRD1 complex"	"Secretory"	"Secretory"
"55915"	"UBE2J1"	"SEL1L"	"HRD1 complex"	"Secretory"	"Secretory"
"55916"	"SEL1L"	"AUP1"	"HRD1 complex"	"Secretory"	"Secretory"
"55917"	"UBE2J1"	"AUP1"	"HRD1 complex"	"Secretory"	"Secretory"
"55918"	"UBE3A"	"HERC2"	"E6AP-HERC2-MAPK6-NEURL4 complex"	"Cytosol"	"Secretory"
"55919"	"MAPK6"	"HERC2"	"E6AP-HERC2-MAPK6-NEURL4 complex"	"Cytosol"	"Secretory"
"55920"	"NEURL4"	"HERC2"	"E6AP-HERC2-MAPK6-NEURL4 complex"	"Secretory"	"Secretory"
"55921"	"UBE3A"	"MAPK6"	"E6AP-HERC2-MAPK6-NEURL4 complex"	"Cytosol"	"Cytosol"
"55922"	"UBE3A"	"NEURL4"	"E6AP-HERC2-MAPK6-NEURL4 complex"	"Cytosol"	"Secretory"
"55923"	"NEURL4"	"MAPK6"	"E6AP-HERC2-MAPK6-NEURL4 complex"	"Secretory"	"Cytosol"
"55924"	"UBL4A"	"BAG6"	"Bag6-Ubl4A-Trc35 Complex"	"Cytosol"	"Cytosol"
"55925"	"UBL4A"	"GET4"	"Bag6-Ubl4A-Trc35 Complex"	"Cytosol"	"Cytosol"
"55926"	"GET4"	"BAG6"	"Bag6-Ubl4A-Trc35 Complex"	"Cytosol"	"Cytosol"
"55927"	"NR3C1"	"CBX3"	"CBX3-EHMT2-NR3C1 complex"	"Cytosol"	"Nuclear"
"55928"	"NR3C1"	"EHMT2"	"CBX3-EHMT2-NR3C1 complex"	"Cytosol"	"Nuclear"
"55929"	"EHMT2"	"CBX3"	"CBX3-EHMT2-NR3C1 complex"	"Nuclear"	"Nuclear"
"55931"	"NR3C1"	"EHMT1"	"CBX3-EHMT1-NR3C1 complex"	"Cytosol"	"Nuclear"
"55932"	"EHMT1"	"CBX3"	"CBX3-EHMT1-NR3C1 complex"	"Nuclear"	"Nuclear"
"55933"	"TMUB1"	"ERLIN2"	"AMFR-ERLIN2-TMUB1 complex"	NA	"Secretory"
"55934"	"ERLIN2"	"AMFR"	"AMFR-ERLIN2-TMUB1 complex"	"Secretory"	"Secretory"
"55935"	"TMUB1"	"AMFR"	"AMFR-ERLIN2-TMUB1 complex"	NA	"Secretory"
"55936"	"STING1"	"INSIG1"	"AMFR-STING-INSIG1 complex, herpes simplex virus 1 induced"	"Secretory"	NA
"55937"	"INSIG1"	"AMFR"	"AMFR-STING-INSIG1 complex, herpes simplex virus 1 induced"	NA	"Secretory"
"55938"	"STING1"	"AMFR"	"AMFR-STING-INSIG1 complex, herpes simplex virus 1 induced"	"Secretory"	"Secretory"
"55939"	"FAF2"	"BAG6"	"BAG6-AMFR-FAF2 complex"	"Secretory"	"Cytosol"
"55940"	"BAG6"	"AMFR"	"BAG6-AMFR-FAF2 complex"	"Cytosol"	"Secretory"
"55941"	"FAF2"	"AMFR"	"BAG6-AMFR-FAF2 complex"	"Secretory"	"Secretory"
"55944"	"RBX1"	"CRBN"	"CRBN-DDB1-CUL4A-RBX1 E3 ubiquitin ligase"	"Cytosol"	"Cytosol"
"55946"	"CUL4A"	"CRBN"	"CRBN-DDB1-CUL4A-RBX1 E3 ubiquitin ligase"	"Cytosol"	"Cytosol"
"55947"	"DDB1"	"CRBN"	"CRBN-DDB1-CUL4A-RBX1 E3 ubiquitin ligase"	NA	"Cytosol"
"55948"	"EXT2"	"EXT1"	"EXT1-EXT2 complex"	"Secretory"	"Secretory"
"55954"	"FANCG"	"FAAP24"	"Fanconi anemia FAAP100 complex"	"Cytosol"	NA
"55962"	"FANCA"	"FAAP24"	"Fanconi anemia FAAP100 complex"	"Cytosol"	NA
"55969"	"FANCC"	"FAAP24"	"Fanconi anemia FAAP100 complex"	"Cytosol"	NA
"55975"	"FAAP24"	"FAAP100"	"Fanconi anemia FAAP100 complex"	NA	"Cytosol"
"55980"	"FANCM"	"FAAP24"	"Fanconi anemia FAAP100 complex"	NA	NA
"55984"	"FANCB"	"FAAP24"	"Fanconi anemia FAAP100 complex"	"Nuclear"	NA
"55988"	"FANCE"	"FAAP24"	"Fanconi anemia FAAP100 complex"	"Cytosol"	NA
"55989"	"FANCF"	"FAAP24"	"Fanconi anemia FAAP100 complex"	NA	NA
"55990"	"FANCL"	"FAAP24"	"Fanconi anemia FAAP100 complex"	NA	NA
"56004"	"LAMTOR5"	"AXIN1"	"v-ATPase-Ragulator-AXIN/LKB1-AMPK complex"	"Secretory"	NA
"56005"	"AXIN1"	"ATP6V1B2"	"v-ATPase-Ragulator-AXIN/LKB1-AMPK complex"	NA	"Cytosol"
"56006"	"AXIN1"	"ATP6V0C"	"v-ATPase-Ragulator-AXIN/LKB1-AMPK complex"	NA	"Secretory"
"56007"	"AXIN1"	"ATP6V1A"	"v-ATPase-Ragulator-AXIN/LKB1-AMPK complex"	NA	"Cytosol"
"56008"	"PRKAG1"	"AXIN1"	"v-ATPase-Ragulator-AXIN/LKB1-AMPK complex"	"Cytosol"	NA
"56009"	"AXIN1"	"ATP6V0D1"	"v-ATPase-Ragulator-AXIN/LKB1-AMPK complex"	NA	"Secretory"
"56010"	"LAMTOR4"	"AXIN1"	"v-ATPase-Ragulator-AXIN/LKB1-AMPK complex"	"Secretory"	NA
"56011"	"PRKAA1"	"AXIN1"	"v-ATPase-Ragulator-AXIN/LKB1-AMPK complex"	"Cytosol"	NA
"56012"	"STK11"	"AXIN1"	"v-ATPase-Ragulator-AXIN/LKB1-AMPK complex"	"Cytosol"	NA
"56013"	"LAMTOR1"	"AXIN1"	"v-ATPase-Ragulator-AXIN/LKB1-AMPK complex"	"Secretory"	NA
"56014"	"LAMTOR3"	"AXIN1"	"v-ATPase-Ragulator-AXIN/LKB1-AMPK complex"	"Secretory"	NA
"56015"	"LAMTOR2"	"AXIN1"	"v-ATPase-Ragulator-AXIN/LKB1-AMPK complex"	"Secretory"	NA
"56016"	"PRKAB1"	"AXIN1"	"v-ATPase-Ragulator-AXIN/LKB1-AMPK complex"	"Cytosol"	NA
