"X..Interactor.1.uniprot.id"	"Interactor.1.Ensembl.gene.id"	"Interactor.1.Entrez.Gene.id"	"Interactor.2.uniprot.id"	"Interactor.2.Ensembl.gene.id"	"Interactor.2.Entrez.Gene.id"	"Interaction.type"	"Interaction.context"	"Pubmed.references"	"gene_symbol1"	"gene_symbol2"
"91955"	"P10515"	"ENSEMBL:ENSG00000150768|ENSEMBL:ENSP00000280346|ENSEMBL:ENSP00000518862|ENSEMBL:ENST00000713569|ENSEMBL:ENST00000280346"	"-"	"P23434"	"ENSEMBL:ENST00000709349|ENSEMBL:ENST00000315467|ENSEMBL:ENSP00000517634|ENSEMBL:ENSP00000319531|ENSEMBL:ENSG00000291958|ENSEMBL:ENSG00000140905"	"-"	"physical association"	"reactome:R-HSA-9858752"	"29987032|10103005|24256811|24341803|31042466"	"GCSH"	"DLAT"
"91956"	"O14561"	"ENSEMBL:ENSG00000004779|ENSEMBL:ENST00000007516|ENSEMBL:ENST00000570319|ENSEMBL:ENSP00000007516|ENSEMBL:ENSP00000458770"	"-"	"P23434"	"ENSEMBL:ENST00000709349|ENSEMBL:ENST00000315467|ENSEMBL:ENSP00000517634|ENSEMBL:ENSP00000319531|ENSEMBL:ENSG00000291958|ENSEMBL:ENSG00000140905"	"-"	"physical association"	"reactome:R-HSA-6793590"	"29987032|19221180|21846720|28757203|19570983"	"NDUFAB1"	"GCSH"
"92006"	"Q14114"	"ENSEMBL:ENST00000354412|ENSEMBL:ENST00000371454|ENSEMBL:ENST00000347547|ENSEMBL:ENST00000306052|ENSEMBL:ENSP00000303634|ENSEMBL:ENSP00000346391|ENSEMBL:ENSP00000334522|ENSEMBL:ENSP00000360509|ENSEMBL:ENSG00000157193"	"-"	"P02649"	"ENSEMBL:ENSG00000130203|ENSEMBL:ENST00000252486|ENSEMBL:ENSP00000252486"	"-"	"enzymatic reaction"	"reactome:R-HSA-2404131"	"7683668"	"LRP8"	"APOE"
"92013"	"Q07954"	"ENSEMBL:ENSG00000123384|ENSEMBL:ENST00000243077|ENSEMBL:ENST00000338962|ENSEMBL:ENSP00000341264|ENSEMBL:ENSP00000243077"	"-"	"P02649"	"ENSEMBL:ENSG00000130203|ENSEMBL:ENST00000252486|ENSEMBL:ENSP00000252486"	"-"	"enzymatic reaction"	"reactome:R-HSA-2404131"	"7683668"	"LRP1"	"APOE"
"92019"	"P98164"	"ENSEMBL:ENST00000649046|ENSEMBL:ENSP00000496870|ENSEMBL:ENSG00000081479"	"-"	"P02649"	"ENSEMBL:ENSG00000130203|ENSEMBL:ENST00000252486|ENSEMBL:ENSP00000252486"	"-"	"enzymatic reaction"	"reactome:R-HSA-2404131"	"7683668"	"LRP2"	"APOE"
"92052"	"Q14766"	"ENSEMBL:ENSG00000049323|ENSEMBL:ENSP00000386043|ENSEMBL:ENSP00000385359|ENSEMBL:ENSP00000384091|ENSEMBL:ENST00000404816|ENSEMBL:ENST00000407925|ENSEMBL:ENST00000404525"	"-"	"Q9NS15"	"ENSEMBL:ENST00000322147|ENSEMBL:ENST00000301873|ENSEMBL:ENSP00000326647|ENSEMBL:ENSP00000301873|ENSEMBL:ENSG00000168056"	"-"	"physical association"	"reactome:R-HSA-2395328"	"10930463"	"LTBP3"	"LTBP1"
"92089"	"P06241"	"ENSEMBL:ENSG00000010810|ENSEMBL:ENST00000368678|ENSEMBL:ENST00000368667|ENSEMBL:ENST00000229471|ENSEMBL:ENST00000354650|ENSEMBL:ENST00000368682|ENSEMBL:ENSP00000357656|ENSEMBL:ENSP00000346671|ENSEMBL:ENSP00000229471|ENSEMBL:ENSP00000357667|ENSEMBL:ENSP00000357671"	"-"	"Q9ULY5"	"ENSEMBL:ENST00000299663|ENSEMBL:ENSP00000299663|ENSEMBL:ENSG00000166523"	"-"	"enzymatic reaction"	"reactome:R-HSA-5621355"	"17050534|11110698|18776906"	"FYN"	"CLEC4E"
"92090"	"P07948"	"ENSEMBL:ENSG00000254087|ENSEMBL:ENST00000519728|ENSEMBL:ENST00000520220|ENSEMBL:ENSP00000428424|ENSEMBL:ENSP00000428924"	"-"	"Q9ULY5"	"ENSEMBL:ENST00000299663|ENSEMBL:ENSP00000299663|ENSEMBL:ENSG00000166523"	"-"	"enzymatic reaction"	"reactome:R-HSA-5621355"	"17050534|11110698|18776906"	"LYN"	"CLEC4E"
"92097"	"P07948"	"ENSEMBL:ENSG00000254087|ENSEMBL:ENST00000519728|ENSEMBL:ENST00000520220|ENSEMBL:ENSP00000428424|ENSEMBL:ENSP00000428924"	"-"	"Q6EIG7"	"ENSEMBL:ENST00000382073|ENSEMBL:ENSP00000371505|ENSEMBL:ENSG00000205846"	"-"	"enzymatic reaction"	"reactome:R-HSA-5621355"	"17050534|11110698|18776906"	"LYN"	"CLEC6A"
"92101"	"P06241"	"ENSEMBL:ENSG00000010810|ENSEMBL:ENST00000368678|ENSEMBL:ENST00000368667|ENSEMBL:ENST00000229471|ENSEMBL:ENST00000354650|ENSEMBL:ENST00000368682|ENSEMBL:ENSP00000357656|ENSEMBL:ENSP00000346671|ENSEMBL:ENSP00000229471|ENSEMBL:ENSP00000357667|ENSEMBL:ENSP00000357671"	"-"	"Q6EIG7"	"ENSEMBL:ENST00000382073|ENSEMBL:ENSP00000371505|ENSEMBL:ENSG00000205846"	"-"	"enzymatic reaction"	"reactome:R-HSA-5621355"	"17050534|11110698|18776906"	"FYN"	"CLEC6A"
"92103"	"P07948"	"ENSEMBL:ENSG00000254087|ENSEMBL:ENST00000519728|ENSEMBL:ENST00000520220|ENSEMBL:ENSP00000428424|ENSEMBL:ENSP00000428924"	"-"	"P01871"	"ENSEMBL:ENSG00000211899|ENSEMBL:ENSG00000282657|ENSEMBL:ENSP00000375001|ENSEMBL:ENSP00000490253|ENSEMBL:ENSP00000485962|ENSEMBL:ENST00000626472|ENSEMBL:ENST00000390559|ENSEMBL:ENST00000637539"	"-"	"enzymatic reaction"	"reactome:R-HSA-5690702"	"9547345|9601638|9480991"	"LYN"	"IGHM"
"92108"	"P07948"	"ENSEMBL:ENSG00000254087|ENSEMBL:ENST00000519728|ENSEMBL:ENST00000520220|ENSEMBL:ENSP00000428424|ENSEMBL:ENSP00000428924"	"-"	"P20273"	"ENSEMBL:ENSG00000012124|ENSEMBL:ENSP00000469984|ENSEMBL:ENSP00000441237|ENSEMBL:ENSP00000085219|ENSEMBL:ENSP00000339349|ENSEMBL:ENSP00000403822|ENSEMBL:ENSP00000442279|ENSEMBL:ENST00000341773|ENSEMBL:ENST00000594250|ENSEMBL:ENST00000085219|ENSEMBL:ENST00000419549|ENSEMBL:ENST00000544992|ENSEMBL:ENST00000536635"	"-"	"enzymatic reaction"	"reactome:R-HSA-5690702"	"9547345|9601638|9480991"	"LYN"	"CD22"
"92109"	"P07948"	"ENSEMBL:ENSG00000254087|ENSEMBL:ENST00000519728|ENSEMBL:ENST00000520220|ENSEMBL:ENSP00000428424|ENSEMBL:ENSP00000428924"	"-"	"P11912"	"ENSEMBL:ENSG00000105369|ENSEMBL:ENST00000444740|ENSEMBL:ENST00000221972|ENSEMBL:ENSP00000400605|ENSEMBL:ENSP00000221972"	"-"	"enzymatic reaction"	"reactome:R-HSA-5690702"	"9547345|9601638|9480991"	"LYN"	"CD79A"
"92110"	"P07948"	"ENSEMBL:ENSG00000254087|ENSEMBL:ENST00000519728|ENSEMBL:ENST00000520220|ENSEMBL:ENSP00000428424|ENSEMBL:ENSP00000428924"	"-"	"P40259"	"ENSEMBL:ENST00000392795|ENSEMBL:ENST00000349817|ENSEMBL:ENST00000006750|ENSEMBL:ENSP00000245862|ENSEMBL:ENSP00000376544|ENSEMBL:ENSP00000006750|ENSEMBL:ENSG00000007312"	"-"	"enzymatic reaction"	"reactome:R-HSA-5690702"	"9547345|9601638|9480991"	"LYN"	"CD79B"
"92131"	"P51451"	"ENSEMBL:ENSG00000285369|ENSEMBL:ENST00000259089|ENSEMBL:ENST00000646615|ENSEMBL:ENSP00000494522|ENSEMBL:ENSP00000259089|ENSEMBL:ENSG00000136573"	"-"	"P01871"	"ENSEMBL:ENSG00000211899|ENSEMBL:ENSG00000282657|ENSEMBL:ENSP00000375001|ENSEMBL:ENSP00000490253|ENSEMBL:ENSP00000485962|ENSEMBL:ENST00000626472|ENSEMBL:ENST00000390559|ENSEMBL:ENST00000637539"	"-"	"enzymatic reaction"	"reactome:R-HSA-983709"	"7592958|1702903|7927516|7688784|8306975|7524079|12453414"	"IGHM"	"BLK"
"92143"	"P06241"	"ENSEMBL:ENSG00000010810|ENSEMBL:ENST00000368678|ENSEMBL:ENST00000368667|ENSEMBL:ENST00000229471|ENSEMBL:ENST00000354650|ENSEMBL:ENST00000368682|ENSEMBL:ENSP00000357656|ENSEMBL:ENSP00000346671|ENSEMBL:ENSP00000229471|ENSEMBL:ENSP00000357667|ENSEMBL:ENSP00000357671"	"-"	"P40259"	"ENSEMBL:ENST00000392795|ENSEMBL:ENST00000349817|ENSEMBL:ENST00000006750|ENSEMBL:ENSP00000245862|ENSEMBL:ENSP00000376544|ENSEMBL:ENSP00000006750|ENSEMBL:ENSG00000007312"	"-"	"enzymatic reaction"	"reactome:R-HSA-983709"	"7592958|1702903|7927516|7688784|8306975|7524079|12453414"	"FYN"	"CD79B"
"92144"	"P51451"	"ENSEMBL:ENSG00000285369|ENSEMBL:ENST00000259089|ENSEMBL:ENST00000646615|ENSEMBL:ENSP00000494522|ENSEMBL:ENSP00000259089|ENSEMBL:ENSG00000136573"	"-"	"P40259"	"ENSEMBL:ENST00000392795|ENSEMBL:ENST00000349817|ENSEMBL:ENST00000006750|ENSEMBL:ENSP00000245862|ENSEMBL:ENSP00000376544|ENSEMBL:ENSP00000006750|ENSEMBL:ENSG00000007312"	"-"	"enzymatic reaction"	"reactome:R-HSA-983709"	"7592958|1702903|7927516|7688784|8306975|7524079|12453414"	"CD79B"	"BLK"
"92148"	"P06241"	"ENSEMBL:ENSG00000010810|ENSEMBL:ENST00000368678|ENSEMBL:ENST00000368667|ENSEMBL:ENST00000229471|ENSEMBL:ENST00000354650|ENSEMBL:ENST00000368682|ENSEMBL:ENSP00000357656|ENSEMBL:ENSP00000346671|ENSEMBL:ENSP00000229471|ENSEMBL:ENSP00000357667|ENSEMBL:ENSP00000357671"	"-"	"P11912"	"ENSEMBL:ENSG00000105369|ENSEMBL:ENST00000444740|ENSEMBL:ENST00000221972|ENSEMBL:ENSP00000400605|ENSEMBL:ENSP00000221972"	"-"	"enzymatic reaction"	"reactome:R-HSA-983709"	"7592958|1702903|7927516|7688784|8306975|7524079|12453414"	"FYN"	"CD79A"
"92149"	"P51451"	"ENSEMBL:ENSG00000285369|ENSEMBL:ENST00000259089|ENSEMBL:ENST00000646615|ENSEMBL:ENSP00000494522|ENSEMBL:ENSP00000259089|ENSEMBL:ENSG00000136573"	"-"	"P11912"	"ENSEMBL:ENSG00000105369|ENSEMBL:ENST00000444740|ENSEMBL:ENST00000221972|ENSEMBL:ENSP00000400605|ENSEMBL:ENSP00000221972"	"-"	"enzymatic reaction"	"reactome:R-HSA-983709"	"7592958|1702903|7927516|7688784|8306975|7524079|12453414"	"CD79A"	"BLK"
"92152"	"P06241"	"ENSEMBL:ENSG00000010810|ENSEMBL:ENST00000368678|ENSEMBL:ENST00000368667|ENSEMBL:ENST00000229471|ENSEMBL:ENST00000354650|ENSEMBL:ENST00000368682|ENSEMBL:ENSP00000357656|ENSEMBL:ENSP00000346671|ENSEMBL:ENSP00000229471|ENSEMBL:ENSP00000357667|ENSEMBL:ENSP00000357671"	"-"	"P01871"	"ENSEMBL:ENSG00000211899|ENSEMBL:ENSG00000282657|ENSEMBL:ENSP00000375001|ENSEMBL:ENSP00000490253|ENSEMBL:ENSP00000485962|ENSEMBL:ENST00000626472|ENSEMBL:ENST00000390559|ENSEMBL:ENST00000637539"	"-"	"enzymatic reaction"	"reactome:R-HSA-983709"	"7592958|1702903|7927516|7688784|8306975|7524079|12453414"	"IGHM"	"FYN"
"92154"	"O95372"	"ENSEMBL:ENST00000374514|ENSEMBL:ENSP00000363638|ENSEMBL:ENSG00000011009"	"-"	"P17677"	"ENSEMBL:ENSG00000172020|ENSEMBL:ENSP00000377372|ENSEMBL:ENSP00000305010|ENSEMBL:ENST00000305124|ENSEMBL:ENST00000393780"	"-"	"enzymatic reaction"	"reactome:R-HSA-8933328"	"21152083|14978216"	"LYPLA2"	"GAP43"
"92161"	"Q8IU80"	"ENSEMBL:ENSG00000187045|ENSEMBL:ENSP00000371211|ENSEMBL:ENSP00000384964|ENSEMBL:ENSP00000501573|ENSEMBL:ENSP00000334962|ENSEMBL:ENSP00000385453|ENSEMBL:ENST00000406725|ENSEMBL:ENST00000676104|ENSEMBL:ENST00000381792|ENSEMBL:ENST00000406856|ENSEMBL:ENST00000346753"	"-"	"Q13751"	"ENSEMBL:ENST00000391911|ENSEMBL:ENST00000356082|ENSEMBL:ENST00000367030|ENSEMBL:ENSP00000355997|ENSEMBL:ENSP00000348384|ENSEMBL:ENSP00000375778|ENSEMBL:ENSG00000196878"	"-"	"cleavage reaction"	"reactome:R-HSA-3791155"	"12727852"	"TMPRSS6"	"LAMB3"
"92162"	"P50281"	"ENSEMBL:ENSG00000157227|ENSEMBL:ENSP00000308208|ENSEMBL:ENST00000311852"	"-"	"Q16787"	"ENSEMBL:ENST00000269217|ENSEMBL:ENST00000399516|ENSEMBL:ENST00000313654|ENSEMBL:ENST00000587184|ENSEMBL:ENSP00000466557|ENSEMBL:ENSP00000324532|ENSEMBL:ENSP00000382432|ENSEMBL:ENSP00000269217|ENSEMBL:ENSG00000053747"	"-"	"cleavage reaction"	"reactome:R-HSA-3791155"	"12727852"	"MMP14"	"LAMA3"
"92163"	"P50281"	"ENSEMBL:ENSG00000157227|ENSEMBL:ENSP00000308208|ENSEMBL:ENST00000311852"	"-"	"Q13753"	"ENSEMBL:ENST00000264144|ENSEMBL:ENST00000493293|ENSEMBL:ENSP00000264144|ENSEMBL:ENSP00000432063|ENSEMBL:ENSG00000058085"	"-"	"cleavage reaction"	"reactome:R-HSA-3791155"	"12727852"	"MMP14"	"LAMC2"
"92164"	"P50281"	"ENSEMBL:ENSG00000157227|ENSEMBL:ENSP00000308208|ENSEMBL:ENST00000311852"	"-"	"Q13751"	"ENSEMBL:ENST00000391911|ENSEMBL:ENST00000356082|ENSEMBL:ENST00000367030|ENSEMBL:ENSP00000355997|ENSEMBL:ENSP00000348384|ENSEMBL:ENSP00000375778|ENSEMBL:ENSG00000196878"	"-"	"cleavage reaction"	"reactome:R-HSA-3791155"	"12727852"	"MMP14"	"LAMB3"
"92165"	"Q8IU80"	"ENSEMBL:ENSG00000187045|ENSEMBL:ENSP00000371211|ENSEMBL:ENSP00000384964|ENSEMBL:ENSP00000501573|ENSEMBL:ENSP00000334962|ENSEMBL:ENSP00000385453|ENSEMBL:ENST00000406725|ENSEMBL:ENST00000676104|ENSEMBL:ENST00000381792|ENSEMBL:ENST00000406856|ENSEMBL:ENST00000346753"	"-"	"Q16787"	"ENSEMBL:ENST00000269217|ENSEMBL:ENST00000399516|ENSEMBL:ENST00000313654|ENSEMBL:ENST00000587184|ENSEMBL:ENSP00000466557|ENSEMBL:ENSP00000324532|ENSEMBL:ENSP00000382432|ENSEMBL:ENSP00000269217|ENSEMBL:ENSG00000053747"	"-"	"cleavage reaction"	"reactome:R-HSA-3791155"	"12727852"	"TMPRSS6"	"LAMA3"
"92166"	"Q8IU80"	"ENSEMBL:ENSG00000187045|ENSEMBL:ENSP00000371211|ENSEMBL:ENSP00000384964|ENSEMBL:ENSP00000501573|ENSEMBL:ENSP00000334962|ENSEMBL:ENSP00000385453|ENSEMBL:ENST00000406725|ENSEMBL:ENST00000676104|ENSEMBL:ENST00000381792|ENSEMBL:ENST00000406856|ENSEMBL:ENST00000346753"	"-"	"Q13753"	"ENSEMBL:ENST00000264144|ENSEMBL:ENST00000493293|ENSEMBL:ENSP00000264144|ENSEMBL:ENSP00000432063|ENSEMBL:ENSG00000058085"	"-"	"cleavage reaction"	"reactome:R-HSA-3791155"	"12727852"	"TMPRSS6"	"LAMC2"
"92167"	"P09237"	"ENSEMBL:ENSG00000137673|ENSEMBL:ENSP00000260227|ENSEMBL:ENST00000260227"	"-"	"Q13751"	"ENSEMBL:ENST00000391911|ENSEMBL:ENST00000356082|ENSEMBL:ENST00000367030|ENSEMBL:ENSP00000355997|ENSEMBL:ENSP00000348384|ENSEMBL:ENSP00000375778|ENSEMBL:ENSG00000196878"	"-"	"cleavage reaction"	"reactome:R-HSA-1566979"	"24243840"	"MMP7"	"LAMB3"
"92168"	"P00747"	"ENSEMBL:ENSG00000122194|ENSEMBL:ENSP00000308938|ENSEMBL:ENST00000308192"	"-"	"Q13753"	"ENSEMBL:ENST00000264144|ENSEMBL:ENST00000493293|ENSEMBL:ENSP00000264144|ENSEMBL:ENSP00000432063|ENSEMBL:ENSG00000058085"	"-"	"cleavage reaction"	"reactome:R-HSA-1566979"	"24243840"	"PLG"	"LAMC2"
"92169"	"P00747"	"ENSEMBL:ENSG00000122194|ENSEMBL:ENSP00000308938|ENSEMBL:ENST00000308192"	"-"	"Q16787"	"ENSEMBL:ENST00000269217|ENSEMBL:ENST00000399516|ENSEMBL:ENST00000313654|ENSEMBL:ENST00000587184|ENSEMBL:ENSP00000466557|ENSEMBL:ENSP00000324532|ENSEMBL:ENSP00000382432|ENSEMBL:ENSP00000269217|ENSEMBL:ENSG00000053747"	"-"	"cleavage reaction"	"reactome:R-HSA-1566979"	"24243840"	"PLG"	"LAMA3"
"92170"	"P00747"	"ENSEMBL:ENSG00000122194|ENSEMBL:ENSP00000308938|ENSEMBL:ENST00000308192"	"-"	"Q13751"	"ENSEMBL:ENST00000391911|ENSEMBL:ENST00000356082|ENSEMBL:ENST00000367030|ENSEMBL:ENSP00000355997|ENSEMBL:ENSP00000348384|ENSEMBL:ENSP00000375778|ENSEMBL:ENSG00000196878"	"-"	"cleavage reaction"	"reactome:R-HSA-1566979"	"24243840"	"PLG"	"LAMB3"
"92171"	"P09237"	"ENSEMBL:ENSG00000137673|ENSEMBL:ENSP00000260227|ENSEMBL:ENST00000260227"	"-"	"Q16787"	"ENSEMBL:ENST00000269217|ENSEMBL:ENST00000399516|ENSEMBL:ENST00000313654|ENSEMBL:ENST00000587184|ENSEMBL:ENSP00000466557|ENSEMBL:ENSP00000324532|ENSEMBL:ENSP00000382432|ENSEMBL:ENSP00000269217|ENSEMBL:ENSG00000053747"	"-"	"cleavage reaction"	"reactome:R-HSA-1566979"	"24243840"	"MMP7"	"LAMA3"
"92175"	"P13497"	"ENSEMBL:ENSG00000168487|ENSEMBL:ENSP00000306121|ENSEMBL:ENSP00000428332|ENSEMBL:ENSP00000305714|ENSEMBL:ENSP00000428665|ENSEMBL:ENSP00000430406|ENSEMBL:ENST00000306349|ENSEMBL:ENST00000521385|ENSEMBL:ENST00000306385|ENSEMBL:ENST00000520970|ENSEMBL:ENST00000471755"	"-"	"Q16787"	"ENSEMBL:ENST00000269217|ENSEMBL:ENST00000399516|ENSEMBL:ENST00000313654|ENSEMBL:ENST00000587184|ENSEMBL:ENSP00000466557|ENSEMBL:ENSP00000324532|ENSEMBL:ENSP00000382432|ENSEMBL:ENSP00000269217|ENSEMBL:ENSG00000053747"	"-"	"cleavage reaction"	"reactome:R-HSA-1566979"	"24243840"	"LAMA3"	"BMP1"
"92176"	"P13497"	"ENSEMBL:ENSG00000168487|ENSEMBL:ENSP00000306121|ENSEMBL:ENSP00000428332|ENSEMBL:ENSP00000305714|ENSEMBL:ENSP00000428665|ENSEMBL:ENSP00000430406|ENSEMBL:ENST00000306349|ENSEMBL:ENST00000521385|ENSEMBL:ENST00000306385|ENSEMBL:ENST00000520970|ENSEMBL:ENST00000471755"	"-"	"Q13753"	"ENSEMBL:ENST00000264144|ENSEMBL:ENST00000493293|ENSEMBL:ENSP00000264144|ENSEMBL:ENSP00000432063|ENSEMBL:ENSG00000058085"	"-"	"cleavage reaction"	"reactome:R-HSA-1566979"	"24243840"	"LAMC2"	"BMP1"
"92177"	"P13497"	"ENSEMBL:ENSG00000168487|ENSEMBL:ENSP00000306121|ENSEMBL:ENSP00000428332|ENSEMBL:ENSP00000305714|ENSEMBL:ENSP00000428665|ENSEMBL:ENSP00000430406|ENSEMBL:ENST00000306349|ENSEMBL:ENST00000521385|ENSEMBL:ENST00000306385|ENSEMBL:ENST00000520970|ENSEMBL:ENST00000471755"	"-"	"Q13751"	"ENSEMBL:ENST00000391911|ENSEMBL:ENST00000356082|ENSEMBL:ENST00000367030|ENSEMBL:ENSP00000355997|ENSEMBL:ENSP00000348384|ENSEMBL:ENSP00000375778|ENSEMBL:ENSG00000196878"	"-"	"cleavage reaction"	"reactome:R-HSA-1566979"	"24243840"	"LAMB3"	"BMP1"
"92178"	"P09237"	"ENSEMBL:ENSG00000137673|ENSEMBL:ENSP00000260227|ENSEMBL:ENST00000260227"	"-"	"Q13753"	"ENSEMBL:ENST00000264144|ENSEMBL:ENST00000493293|ENSEMBL:ENSP00000264144|ENSEMBL:ENSP00000432063|ENSEMBL:ENSG00000058085"	"-"	"cleavage reaction"	"reactome:R-HSA-1566979"	"24243840"	"MMP7"	"LAMC2"
"92179"	"Q8IU80"	"ENSEMBL:ENSG00000187045|ENSEMBL:ENSP00000371211|ENSEMBL:ENSP00000384964|ENSEMBL:ENSP00000501573|ENSEMBL:ENSP00000334962|ENSEMBL:ENSP00000385453|ENSEMBL:ENST00000406725|ENSEMBL:ENST00000676104|ENSEMBL:ENST00000381792|ENSEMBL:ENST00000406856|ENSEMBL:ENST00000346753"	"-"	"O15230"	"ENSEMBL:ENST00000252999|ENSEMBL:ENSP00000252999|ENSEMBL:ENSG00000130702"	"-"	"cleavage reaction"	"reactome:R-HSA-2533874"	"24243840"	"TMPRSS6"	"LAMA5"
"92180"	"Q8IU80"	"ENSEMBL:ENSG00000187045|ENSEMBL:ENSP00000371211|ENSEMBL:ENSP00000384964|ENSEMBL:ENSP00000501573|ENSEMBL:ENSP00000334962|ENSEMBL:ENSP00000385453|ENSEMBL:ENST00000406725|ENSEMBL:ENST00000676104|ENSEMBL:ENST00000381792|ENSEMBL:ENST00000406856|ENSEMBL:ENST00000346753"	"-"	"P11047"	"ENSEMBL:ENST00000258341|ENSEMBL:ENSP00000258341|ENSEMBL:ENSG00000135862"	"-"	"cleavage reaction"	"reactome:R-HSA-2533874"	"24243840"	"TMPRSS6"	"LAMC1"
"92181"	"P50281"	"ENSEMBL:ENSG00000157227|ENSEMBL:ENSP00000308208|ENSEMBL:ENST00000311852"	"-"	"O15230"	"ENSEMBL:ENST00000252999|ENSEMBL:ENSP00000252999|ENSEMBL:ENSG00000130702"	"-"	"cleavage reaction"	"reactome:R-HSA-2533874"	"24243840"	"MMP14"	"LAMA5"
"92182"	"Q8IU80"	"ENSEMBL:ENSG00000187045|ENSEMBL:ENSP00000371211|ENSEMBL:ENSP00000384964|ENSEMBL:ENSP00000501573|ENSEMBL:ENSP00000334962|ENSEMBL:ENSP00000385453|ENSEMBL:ENST00000406725|ENSEMBL:ENST00000676104|ENSEMBL:ENST00000381792|ENSEMBL:ENST00000406856|ENSEMBL:ENST00000346753"	"-"	"P07942"	"ENSEMBL:ENST00000222399|ENSEMBL:ENSP00000222399|ENSEMBL:ENSG00000091136"	"-"	"cleavage reaction"	"reactome:R-HSA-2533874"	"24243840"	"TMPRSS6"	"LAMB1"
"92183"	"P50281"	"ENSEMBL:ENSG00000157227|ENSEMBL:ENSP00000308208|ENSEMBL:ENST00000311852"	"-"	"P07942"	"ENSEMBL:ENST00000222399|ENSEMBL:ENSP00000222399|ENSEMBL:ENSG00000091136"	"-"	"cleavage reaction"	"reactome:R-HSA-2533874"	"24243840"	"MMP14"	"LAMB1"
"92184"	"P50281"	"ENSEMBL:ENSG00000157227|ENSEMBL:ENSP00000308208|ENSEMBL:ENST00000311852"	"-"	"P11047"	"ENSEMBL:ENST00000258341|ENSEMBL:ENSP00000258341|ENSEMBL:ENSG00000135862"	"-"	"cleavage reaction"	"reactome:R-HSA-2533874"	"24243840"	"MMP14"	"LAMC1"
"92199"	"O14957"	"ENSEMBL:ENST00000589880|ENSEMBL:ENST00000585671|ENSEMBL:ENST00000591899|ENSEMBL:ENSP00000467262|ENSEMBL:ENSP00000466420|ENSEMBL:ENSP00000467555|ENSEMBL:ENSG00000127540"	"-"	"P47985"	"ENSEMBL:ENST00000304863|ENSEMBL:ENSP00000306397|ENSEMBL:ENSG00000169021"	"-"	"physical association"	"reactome:R-HSA-9866164"	"36142449|28844695|29733856"	"UQCRFS1"	"UQCR11"
"92200"	"Q9UDW1"	"ENSEMBL:ENST00000401406|ENSEMBL:ENST00000330029|ENSEMBL:ENSP00000332887|ENSEMBL:ENSP00000384962|ENSEMBL:ENSG00000184076"	"-"	"P47985"	"ENSEMBL:ENST00000304863|ENSEMBL:ENSP00000306397|ENSEMBL:ENSG00000169021"	"-"	"physical association"	"reactome:R-HSA-9866164"	"36142449|28844695|29733856"	"UQCRFS1"	"UQCR10"
"92204"	"Q9UDW1"	"ENSEMBL:ENST00000401406|ENSEMBL:ENST00000330029|ENSEMBL:ENSP00000332887|ENSEMBL:ENSP00000384962|ENSEMBL:ENSG00000184076"	"-"	"O14957"	"ENSEMBL:ENST00000589880|ENSEMBL:ENST00000585671|ENSEMBL:ENST00000591899|ENSEMBL:ENSP00000467262|ENSEMBL:ENSP00000466420|ENSEMBL:ENSP00000467555|ENSEMBL:ENSG00000127540"	"-"	"physical association"	"reactome:R-HSA-9866164"	"36142449|28844695|29733856"	"UQCR11"	"UQCR10"
"92215"	"P09958"	"ENSEMBL:ENSG00000140564|ENSEMBL:ENSP00000483552|ENSEMBL:ENSP00000506143|ENSEMBL:ENSP00000484952|ENSEMBL:ENSP00000268171|ENSEMBL:ENST00000268171|ENSEMBL:ENST00000680053|ENSEMBL:ENST00000610579|ENSEMBL:ENST00000618099"	"-"	"P01137"	"ENSEMBL:ENSG00000105329|ENSEMBL:ENST00000221930|ENSEMBL:ENSP00000221930"	"-"	"cleavage reaction"	"reactome:R-HSA-170844"	"7737999|12482908|11390472|11141505"	"TGFB1"	"FURIN"
"92230"	"Q14789"	"ENSEMBL:ENST00000393667|ENSEMBL:ENST00000340645|ENSEMBL:ENSP00000341848|ENSEMBL:ENSP00000377275|ENSEMBL:ENSG00000173230"	"-"	"P41212"	"ENSEMBL:ENSG00000139083|ENSEMBL:ENSP00000379658|ENSEMBL:ENST00000396373"	"-"	"physical association"	"reactome:R-HSA-9703433"	"28751768|31066629|19345670|21705501|30559310|23168613|28028030|16761019|29025582|27795560|17268528|17764812|24854988"	"GOLGB1"	"ETV6"
"92232"	"Q01082"	"ENSEMBL:ENSG00000115306|ENSEMBL:ENSP00000349259|ENSEMBL:ENSP00000334156|ENSEMBL:ENST00000333896|ENSEMBL:ENST00000356805"	"-"	"Q14789"	"ENSEMBL:ENST00000393667|ENSEMBL:ENST00000340645|ENSEMBL:ENSP00000341848|ENSEMBL:ENSP00000377275|ENSEMBL:ENSG00000173230"	"-"	"physical association"	"reactome:R-HSA-9703433"	"28751768|31066629|19345670|21705501|30559310|23168613|28028030|16761019|29025582|27795560|17268528|17764812|24854988"	"SPTBN1"	"GOLGB1"
