"X..Interactor.1.uniprot.id"	"Interactor.1.Ensembl.gene.id"	"Interactor.1.Entrez.Gene.id"	"Interactor.2.uniprot.id"	"Interactor.2.Ensembl.gene.id"	"Interactor.2.Entrez.Gene.id"	"Interaction.type"	"Interaction.context"	"Pubmed.references"	"gene_symbol1"	"gene_symbol2"
"13679"	"Q13315"	"ENSEMBL:ENSG00000149311|ENSEMBL:ENST00000452508|ENSEMBL:ENST00000278616|ENSEMBL:ENST00000675843|ENSEMBL:ENSP00000388058|ENSEMBL:ENSP00000278616|ENSEMBL:ENSP00000501606"	"-"	"Q15819"	"ENSEMBL:ENST00000523111|ENSEMBL:ENSP00000428209|ENSEMBL:ENSG00000169139"	"-"	"physical association"	"reactome:R-HSA-5684058"	"24243840"	"UBE2V2"	"ATM"
"13680"	"P62805"	"ENSEMBL:ENSG00000274618|ENSEMBL:ENST00000618305|ENSEMBL:ENST00000614247|ENSEMBL:ENST00000355057|ENSEMBL:ENST00000613412|ENSEMBL:ENST00000612061|ENSEMBL:ENST00000579512|ENSEMBL:ENST00000377803|ENSEMBL:ENST00000611927|ENSEMBL:ENST00000244537|ENSEMBL:ENST00000615164|ENSEMBL:ENST00000621520|ENSEMBL:ENST00000358064|ENSEMBL:ENST00000618193|ENSEMBL:ENST00000377745|ENSEMBL:ENST00000539745|ENSEMBL:ENST00000615353|ENSEMBL:ENST00000377727|ENSEMBL:ENST00000634560|ENSEMBL:ENST00000617569|ENSEMBL:ENST00000634956|ENSEMBL:ENST00000614272|ENSEMBL:ENST00000578186|ENSEMBL:ENSP00000479794|ENSEMBL:ENSP00000489319|ENSEMBL:ENSP00000478786|ENSEMBL:ENSP00000479106|ENSEMBL:ENSP00000462667|ENSEMBL:ENSP00000480960|ENSEMBL:ENSP00000244537|ENSEMBL:ENSP00000462355|ENSEMBL:ENSP00000350767|ENSEMBL:ENSP00000367034|ENSEMBL:ENSP00000481343|ENSEMBL:ENSP00000366956|ENSEMBL:ENSP00000484789|ENSEMBL:ENSP00000478519|ENSEMBL:ENSP00000489567|ENSEMBL:ENSP00000481507|ENSEMBL:ENSP00000481486|ENSEMBL:ENSP00000366974|ENSEMBL:ENSP00000482412|ENSEMBL:ENSP00000443017|ENSEMBL:ENSP00000479461|ENSEMBL:ENSP00000347168|ENSEMBL:ENSG00000276180|ENSEMBL:ENSG00000270276|ENSEMBL:ENSG00000158406|ENSEMBL:ENSG00000275126|ENSEMBL:ENSG00000197837|ENSEMBL:ENSG00000197238|ENSEMBL:ENSG00000278705|ENSEMBL:ENSG00000270882|ENSEMBL:ENSG00000276966|ENSEMBL:ENSG00000277157|ENSEMBL:ENSG00000197061|ENSEMBL:ENSG00000278637|ENSEMBL:ENSG00000273542"	"-"	"Q8IYW5"	"ENSEMBL:ENSG00000163961|ENSEMBL:ENSP00000320898|ENSEMBL:ENST00000318037"	"-"	"physical association"	"reactome:R-HSA-5684058"	"24243840"	"RNF168"	"H4C4"
"13681"	"P16104"	"ENSEMBL:ENSG00000188486|ENSEMBL:ENST00000530167|ENSEMBL:ENST00000375167|ENSEMBL:ENSP00000364310|ENSEMBL:ENSP00000434024"	"-"	"Q15819"	"ENSEMBL:ENST00000523111|ENSEMBL:ENSP00000428209|ENSEMBL:ENSG00000169139"	"-"	"physical association"	"reactome:R-HSA-5684058"	"24243840"	"UBE2V2"	"H2AX"
"13682"	"Q8N2W9"	"ENSEMBL:ENSG00000105229|ENSEMBL:ENST00000262971|ENSEMBL:ENSP00000262971"	"-"	"P61088"	"ENSEMBL:ENST00000318066|ENSEMBL:ENSG00000177889|ENSEMBL:ENSP00000316176"	"-"	"physical association"	"reactome:R-HSA-5684058"	"24243840"	"UBE2N"	"PIAS4"
"13683"	"O96028"	"ENSEMBL:ENST00000514045|ENSEMBL:ENST00000420906|ENSEMBL:ENST00000382892|ENSEMBL:ENST00000503128|ENSEMBL:ENST00000382891|ENSEMBL:ENST00000398261|ENSEMBL:ENST00000678714|ENSEMBL:ENST00000353275|ENSEMBL:ENST00000382895|ENSEMBL:ENST00000508803|ENSEMBL:ENST00000382888|ENSEMBL:ENSG00000109685|ENSEMBL:ENSP00000372351|ENSEMBL:ENSP00000399251|ENSEMBL:ENSP00000372344|ENSEMBL:ENSP00000308780|ENSEMBL:ENSP00000329167|ENSEMBL:ENSP00000421681|ENSEMBL:ENSP00000372347|ENSEMBL:ENSP00000425761|ENSEMBL:ENSP00000504221|ENSEMBL:ENSP00000372348|ENSEMBL:ENSP00000423972|ENSEMBL:ENSP00000381311|ENSEMBL:ENST00000312087"	"-"	"O76064"	"ENSEMBL:ENST00000229866|ENSEMBL:ENST00000373479|ENSEMBL:ENST00000469731|ENSEMBL:ENSP00000418879|ENSEMBL:ENSP00000229866|ENSEMBL:ENSP00000362578|ENSEMBL:ENSG00000112130"	"-"	"physical association"	"reactome:R-HSA-5684058"	"24243840"	"RNF8"	"NSD2"
"13684"	"O96028"	"ENSEMBL:ENST00000514045|ENSEMBL:ENST00000420906|ENSEMBL:ENST00000382892|ENSEMBL:ENST00000503128|ENSEMBL:ENST00000382891|ENSEMBL:ENST00000398261|ENSEMBL:ENST00000678714|ENSEMBL:ENST00000353275|ENSEMBL:ENST00000382895|ENSEMBL:ENST00000508803|ENSEMBL:ENST00000382888|ENSEMBL:ENSG00000109685|ENSEMBL:ENSP00000372351|ENSEMBL:ENSP00000399251|ENSEMBL:ENSP00000372344|ENSEMBL:ENSP00000308780|ENSEMBL:ENSP00000329167|ENSEMBL:ENSP00000421681|ENSEMBL:ENSP00000372347|ENSEMBL:ENSP00000425761|ENSEMBL:ENSP00000504221|ENSEMBL:ENSP00000372348|ENSEMBL:ENSP00000423972|ENSEMBL:ENSP00000381311|ENSEMBL:ENST00000312087"	"-"	"P61088"	"ENSEMBL:ENST00000318066|ENSEMBL:ENSG00000177889|ENSEMBL:ENSP00000316176"	"-"	"physical association"	"reactome:R-HSA-5684058"	"24243840"	"UBE2N"	"NSD2"
"13685"	"Q92993"	"ENSEMBL:ENSG00000172977|ENSEMBL:ENST00000530446|ENSEMBL:ENST00000341318|ENSEMBL:ENST00000352980|ENSEMBL:ENST00000377046|ENSEMBL:ENSP00000344955|ENSEMBL:ENSP00000366245|ENSEMBL:ENSP00000434765|ENSEMBL:ENSP00000340330"	"-"	"Q15819"	"ENSEMBL:ENST00000523111|ENSEMBL:ENSP00000428209|ENSEMBL:ENSG00000169139"	"-"	"physical association"	"reactome:R-HSA-5684058"	"24243840"	"UBE2V2"	"KAT5"
"13686"	"P49959"	"ENSEMBL:ENSG00000020922|ENSEMBL:ENSP00000385614|ENSEMBL:ENSP00000326094|ENSEMBL:ENSP00000325863|ENSEMBL:ENST00000407439|ENSEMBL:ENST00000323929|ENSEMBL:ENST00000323977"	"-"	"Q8IYW5"	"ENSEMBL:ENSG00000163961|ENSEMBL:ENSP00000320898|ENSEMBL:ENST00000318037"	"-"	"physical association"	"reactome:R-HSA-5684058"	"24243840"	"RNF168"	"MRE11"
"13688"	"P62805"	"ENSEMBL:ENSG00000274618|ENSEMBL:ENST00000618305|ENSEMBL:ENST00000614247|ENSEMBL:ENST00000355057|ENSEMBL:ENST00000613412|ENSEMBL:ENST00000612061|ENSEMBL:ENST00000579512|ENSEMBL:ENST00000377803|ENSEMBL:ENST00000611927|ENSEMBL:ENST00000244537|ENSEMBL:ENST00000615164|ENSEMBL:ENST00000621520|ENSEMBL:ENST00000358064|ENSEMBL:ENST00000618193|ENSEMBL:ENST00000377745|ENSEMBL:ENST00000539745|ENSEMBL:ENST00000615353|ENSEMBL:ENST00000377727|ENSEMBL:ENST00000634560|ENSEMBL:ENST00000617569|ENSEMBL:ENST00000634956|ENSEMBL:ENST00000614272|ENSEMBL:ENST00000578186|ENSEMBL:ENSP00000479794|ENSEMBL:ENSP00000489319|ENSEMBL:ENSP00000478786|ENSEMBL:ENSP00000479106|ENSEMBL:ENSP00000462667|ENSEMBL:ENSP00000480960|ENSEMBL:ENSP00000244537|ENSEMBL:ENSP00000462355|ENSEMBL:ENSP00000350767|ENSEMBL:ENSP00000367034|ENSEMBL:ENSP00000481343|ENSEMBL:ENSP00000366956|ENSEMBL:ENSP00000484789|ENSEMBL:ENSP00000478519|ENSEMBL:ENSP00000489567|ENSEMBL:ENSP00000481507|ENSEMBL:ENSP00000481486|ENSEMBL:ENSP00000366974|ENSEMBL:ENSP00000482412|ENSEMBL:ENSP00000443017|ENSEMBL:ENSP00000479461|ENSEMBL:ENSP00000347168|ENSEMBL:ENSG00000276180|ENSEMBL:ENSG00000270276|ENSEMBL:ENSG00000158406|ENSEMBL:ENSG00000275126|ENSEMBL:ENSG00000197837|ENSEMBL:ENSG00000197238|ENSEMBL:ENSG00000278705|ENSEMBL:ENSG00000270882|ENSEMBL:ENSG00000276966|ENSEMBL:ENSG00000277157|ENSEMBL:ENSG00000197061|ENSEMBL:ENSG00000278637|ENSEMBL:ENSG00000273542"	"-"	"Q8N2W9"	"ENSEMBL:ENSG00000105229|ENSEMBL:ENST00000262971|ENSEMBL:ENSP00000262971"	"-"	"physical association"	"reactome:R-HSA-5684058"	"24243840"	"PIAS4"	"H4C4"
"13689"	"Q92878"	"ENSEMBL:ENST00000378823|ENSEMBL:ENSP00000368100|ENSEMBL:ENSG00000113522"	"-"	"Q15819"	"ENSEMBL:ENST00000523111|ENSEMBL:ENSP00000428209|ENSEMBL:ENSG00000169139"	"-"	"physical association"	"reactome:R-HSA-5684058"	"24243840"	"UBE2V2"	"RAD50"
"13690"	"P62805"	"ENSEMBL:ENSG00000274618|ENSEMBL:ENST00000618305|ENSEMBL:ENST00000614247|ENSEMBL:ENST00000355057|ENSEMBL:ENST00000613412|ENSEMBL:ENST00000612061|ENSEMBL:ENST00000579512|ENSEMBL:ENST00000377803|ENSEMBL:ENST00000611927|ENSEMBL:ENST00000244537|ENSEMBL:ENST00000615164|ENSEMBL:ENST00000621520|ENSEMBL:ENST00000358064|ENSEMBL:ENST00000618193|ENSEMBL:ENST00000377745|ENSEMBL:ENST00000539745|ENSEMBL:ENST00000615353|ENSEMBL:ENST00000377727|ENSEMBL:ENST00000634560|ENSEMBL:ENST00000617569|ENSEMBL:ENST00000634956|ENSEMBL:ENST00000614272|ENSEMBL:ENST00000578186|ENSEMBL:ENSP00000479794|ENSEMBL:ENSP00000489319|ENSEMBL:ENSP00000478786|ENSEMBL:ENSP00000479106|ENSEMBL:ENSP00000462667|ENSEMBL:ENSP00000480960|ENSEMBL:ENSP00000244537|ENSEMBL:ENSP00000462355|ENSEMBL:ENSP00000350767|ENSEMBL:ENSP00000367034|ENSEMBL:ENSP00000481343|ENSEMBL:ENSP00000366956|ENSEMBL:ENSP00000484789|ENSEMBL:ENSP00000478519|ENSEMBL:ENSP00000489567|ENSEMBL:ENSP00000481507|ENSEMBL:ENSP00000481486|ENSEMBL:ENSP00000366974|ENSEMBL:ENSP00000482412|ENSEMBL:ENSP00000443017|ENSEMBL:ENSP00000479461|ENSEMBL:ENSP00000347168|ENSEMBL:ENSG00000276180|ENSEMBL:ENSG00000270276|ENSEMBL:ENSG00000158406|ENSEMBL:ENSG00000275126|ENSEMBL:ENSG00000197837|ENSEMBL:ENSG00000197238|ENSEMBL:ENSG00000278705|ENSEMBL:ENSG00000270882|ENSEMBL:ENSG00000276966|ENSEMBL:ENSG00000277157|ENSEMBL:ENSG00000197061|ENSEMBL:ENSG00000278637|ENSEMBL:ENSG00000273542"	"-"	"P61088"	"ENSEMBL:ENST00000318066|ENSEMBL:ENSG00000177889|ENSEMBL:ENSP00000316176"	"-"	"physical association"	"reactome:R-HSA-5684058"	"24243840"	"UBE2N"	"H4C4"
"13691"	"O96028"	"ENSEMBL:ENST00000514045|ENSEMBL:ENST00000420906|ENSEMBL:ENST00000382892|ENSEMBL:ENST00000503128|ENSEMBL:ENST00000382891|ENSEMBL:ENST00000398261|ENSEMBL:ENST00000678714|ENSEMBL:ENST00000353275|ENSEMBL:ENST00000382895|ENSEMBL:ENST00000508803|ENSEMBL:ENST00000382888|ENSEMBL:ENSG00000109685|ENSEMBL:ENSP00000372351|ENSEMBL:ENSP00000399251|ENSEMBL:ENSP00000372344|ENSEMBL:ENSP00000308780|ENSEMBL:ENSP00000329167|ENSEMBL:ENSP00000421681|ENSEMBL:ENSP00000372347|ENSEMBL:ENSP00000425761|ENSEMBL:ENSP00000504221|ENSEMBL:ENSP00000372348|ENSEMBL:ENSP00000423972|ENSEMBL:ENSP00000381311|ENSEMBL:ENST00000312087"	"-"	"Q15819"	"ENSEMBL:ENST00000523111|ENSEMBL:ENSP00000428209|ENSEMBL:ENSG00000169139"	"-"	"physical association"	"reactome:R-HSA-5684058"	"24243840"	"UBE2V2"	"NSD2"
"13692"	"O60934"	"ENSEMBL:ENSG00000104320|ENSEMBL:ENSP00000513245|ENSEMBL:ENSP00000513229|ENSEMBL:ENSP00000265433|ENSEMBL:ENST00000697292|ENSEMBL:ENST00000265433|ENSEMBL:ENST00000697310"	"-"	"Q8N2W9"	"ENSEMBL:ENSG00000105229|ENSEMBL:ENST00000262971|ENSEMBL:ENSP00000262971"	"-"	"physical association"	"reactome:R-HSA-5684058"	"24243840"	"PIAS4"	"NBN"
"13693"	"Q14676"	"ENSEMBL:ENSP00000387429|ENSEMBL:ENST00000427406|ENSEMBL:ENST00000420320|ENSEMBL:ENST00000440369|ENSEMBL:ENST00000449153|ENSEMBL:ENST00000435664|ENSEMBL:ENST00000376406|ENSEMBL:ENST00000383566|ENSEMBL:ENST00000420019|ENSEMBL:ENSP00000373060|ENSEMBL:ENSP00000396484|ENSEMBL:ENSP00000416511|ENSEMBL:ENSP00000365588|ENSEMBL:ENSP00000415212|ENSEMBL:ENSG00000231135|ENSEMBL:ENSG00000206481|ENSEMBL:ENSG00000224587|ENSEMBL:ENSG00000228575|ENSEMBL:ENSG00000137337|ENSEMBL:ENSG00000237095|ENSEMBL:ENSG00000225589|ENSEMBL:ENSG00000234012|ENSEMBL:ENSP00000404318|ENSEMBL:ENSP00000409167"	"-"	"P61088"	"ENSEMBL:ENST00000318066|ENSEMBL:ENSG00000177889|ENSEMBL:ENSP00000316176"	"-"	"physical association"	"reactome:R-HSA-5684058"	"24243840"	"UBE2N"	"MDC1"
"13694"	"O60934"	"ENSEMBL:ENSG00000104320|ENSEMBL:ENSP00000513245|ENSEMBL:ENSP00000513229|ENSEMBL:ENSP00000265433|ENSEMBL:ENST00000697292|ENSEMBL:ENST00000265433|ENSEMBL:ENST00000697310"	"-"	"Q8IYW5"	"ENSEMBL:ENSG00000163961|ENSEMBL:ENSP00000320898|ENSEMBL:ENST00000318037"	"-"	"physical association"	"reactome:R-HSA-5684058"	"24243840"	"RNF168"	"NBN"
"13695"	"P61088"	"ENSEMBL:ENST00000318066|ENSEMBL:ENSG00000177889|ENSEMBL:ENSP00000316176"	"-"	"Q8IYW5"	"ENSEMBL:ENSG00000163961|ENSEMBL:ENSP00000320898|ENSEMBL:ENST00000318037"	"-"	"physical association"	"reactome:R-HSA-5684058"	"24243840"	"UBE2N"	"RNF168"
"13697"	"Q13315"	"ENSEMBL:ENSG00000149311|ENSEMBL:ENST00000452508|ENSEMBL:ENST00000278616|ENSEMBL:ENST00000675843|ENSEMBL:ENSP00000388058|ENSEMBL:ENSP00000278616|ENSEMBL:ENSP00000501606"	"-"	"P61088"	"ENSEMBL:ENST00000318066|ENSEMBL:ENSG00000177889|ENSEMBL:ENSP00000316176"	"-"	"physical association"	"reactome:R-HSA-5684058"	"24243840"	"UBE2N"	"ATM"
"13699"	"O60934"	"ENSEMBL:ENSG00000104320|ENSEMBL:ENSP00000513245|ENSEMBL:ENSP00000513229|ENSEMBL:ENSP00000265433|ENSEMBL:ENST00000697292|ENSEMBL:ENST00000265433|ENSEMBL:ENST00000697310"	"-"	"O76064"	"ENSEMBL:ENST00000229866|ENSEMBL:ENST00000373479|ENSEMBL:ENST00000469731|ENSEMBL:ENSP00000418879|ENSEMBL:ENSP00000229866|ENSEMBL:ENSP00000362578|ENSEMBL:ENSG00000112130"	"-"	"physical association"	"reactome:R-HSA-5684058"	"24243840"	"RNF8"	"NBN"
"13704"	"Q92993"	"ENSEMBL:ENSG00000172977|ENSEMBL:ENST00000530446|ENSEMBL:ENST00000341318|ENSEMBL:ENST00000352980|ENSEMBL:ENST00000377046|ENSEMBL:ENSP00000344955|ENSEMBL:ENSP00000366245|ENSEMBL:ENSP00000434765|ENSEMBL:ENSP00000340330"	"-"	"P61088"	"ENSEMBL:ENST00000318066|ENSEMBL:ENSG00000177889|ENSEMBL:ENSP00000316176"	"-"	"physical association"	"reactome:R-HSA-5684058"	"24243840"	"UBE2N"	"KAT5"
"13705"	"Q16695"	"ENSEMBL:ENSG00000168148|ENSEMBL:ENSG00000285435|ENSEMBL:ENSP00000494070|ENSEMBL:ENSP00000355657|ENSEMBL:ENST00000644869|ENSEMBL:ENST00000366696"	"-"	"O95714"	"ENSEMBL:ENSG00000128731|ENSEMBL:ENST00000261609|ENSEMBL:ENSP00000261609"	"-"	"physical association"	"reactome:R-HSA-5684058"	"24243840"	"HERC2"	"H3-4"
"13706"	"Q8N2W9"	"ENSEMBL:ENSG00000105229|ENSEMBL:ENST00000262971|ENSEMBL:ENSP00000262971"	"-"	"O95714"	"ENSEMBL:ENSG00000128731|ENSEMBL:ENST00000261609|ENSEMBL:ENSP00000261609"	"-"	"physical association"	"reactome:R-HSA-5684058"	"24243840"	"PIAS4"	"HERC2"
"13707"	"P49959"	"ENSEMBL:ENSG00000020922|ENSEMBL:ENSP00000385614|ENSEMBL:ENSP00000326094|ENSEMBL:ENSP00000325863|ENSEMBL:ENST00000407439|ENSEMBL:ENST00000323929|ENSEMBL:ENST00000323977"	"-"	"O76064"	"ENSEMBL:ENST00000229866|ENSEMBL:ENST00000373479|ENSEMBL:ENST00000469731|ENSEMBL:ENSP00000418879|ENSEMBL:ENSP00000229866|ENSEMBL:ENSP00000362578|ENSEMBL:ENSG00000112130"	"-"	"physical association"	"reactome:R-HSA-5684058"	"24243840"	"RNF8"	"MRE11"
"13709"	"Q92993"	"ENSEMBL:ENSG00000172977|ENSEMBL:ENST00000530446|ENSEMBL:ENST00000341318|ENSEMBL:ENST00000352980|ENSEMBL:ENST00000377046|ENSEMBL:ENSP00000344955|ENSEMBL:ENSP00000366245|ENSEMBL:ENSP00000434765|ENSEMBL:ENSP00000340330"	"-"	"Q8IYW5"	"ENSEMBL:ENSG00000163961|ENSEMBL:ENSP00000320898|ENSEMBL:ENST00000318037"	"-"	"physical association"	"reactome:R-HSA-5684058"	"24243840"	"RNF168"	"KAT5"
"13710"	"Q16695"	"ENSEMBL:ENSG00000168148|ENSEMBL:ENSG00000285435|ENSEMBL:ENSP00000494070|ENSEMBL:ENSP00000355657|ENSEMBL:ENST00000644869|ENSEMBL:ENST00000366696"	"-"	"P61088"	"ENSEMBL:ENST00000318066|ENSEMBL:ENSG00000177889|ENSEMBL:ENSP00000316176"	"-"	"physical association"	"reactome:R-HSA-5684058"	"24243840"	"UBE2N"	"H3-4"
"13711"	"Q92878"	"ENSEMBL:ENST00000378823|ENSEMBL:ENSP00000368100|ENSEMBL:ENSG00000113522"	"-"	"Q8IYW5"	"ENSEMBL:ENSG00000163961|ENSEMBL:ENSP00000320898|ENSEMBL:ENST00000318037"	"-"	"physical association"	"reactome:R-HSA-5684058"	"24243840"	"RNF168"	"RAD50"
"13712"	"P16104"	"ENSEMBL:ENSG00000188486|ENSEMBL:ENST00000530167|ENSEMBL:ENST00000375167|ENSEMBL:ENSP00000364310|ENSEMBL:ENSP00000434024"	"-"	"Q8IYW5"	"ENSEMBL:ENSG00000163961|ENSEMBL:ENSP00000320898|ENSEMBL:ENST00000318037"	"-"	"physical association"	"reactome:R-HSA-5684058"	"24243840"	"RNF168"	"H2AX"
"13713"	"Q14676"	"ENSEMBL:ENSP00000387429|ENSEMBL:ENST00000427406|ENSEMBL:ENST00000420320|ENSEMBL:ENST00000440369|ENSEMBL:ENST00000449153|ENSEMBL:ENST00000435664|ENSEMBL:ENST00000376406|ENSEMBL:ENST00000383566|ENSEMBL:ENST00000420019|ENSEMBL:ENSP00000373060|ENSEMBL:ENSP00000396484|ENSEMBL:ENSP00000416511|ENSEMBL:ENSP00000365588|ENSEMBL:ENSP00000415212|ENSEMBL:ENSG00000231135|ENSEMBL:ENSG00000206481|ENSEMBL:ENSG00000224587|ENSEMBL:ENSG00000228575|ENSEMBL:ENSG00000137337|ENSEMBL:ENSG00000237095|ENSEMBL:ENSG00000225589|ENSEMBL:ENSG00000234012|ENSEMBL:ENSP00000404318|ENSEMBL:ENSP00000409167"	"-"	"O76064"	"ENSEMBL:ENST00000229866|ENSEMBL:ENST00000373479|ENSEMBL:ENST00000469731|ENSEMBL:ENSP00000418879|ENSEMBL:ENSP00000229866|ENSEMBL:ENSP00000362578|ENSEMBL:ENSG00000112130"	"-"	"physical association"	"reactome:R-HSA-5684058"	"24243840"	"RNF8"	"MDC1"
"13714"	"O60934"	"ENSEMBL:ENSG00000104320|ENSEMBL:ENSP00000513245|ENSEMBL:ENSP00000513229|ENSEMBL:ENSP00000265433|ENSEMBL:ENST00000697292|ENSEMBL:ENST00000265433|ENSEMBL:ENST00000697310"	"-"	"O95714"	"ENSEMBL:ENSG00000128731|ENSEMBL:ENST00000261609|ENSEMBL:ENSP00000261609"	"-"	"physical association"	"reactome:R-HSA-5684058"	"24243840"	"NBN"	"HERC2"
"13716"	"Q13315"	"ENSEMBL:ENSG00000149311|ENSEMBL:ENST00000452508|ENSEMBL:ENST00000278616|ENSEMBL:ENST00000675843|ENSEMBL:ENSP00000388058|ENSEMBL:ENSP00000278616|ENSEMBL:ENSP00000501606"	"-"	"Q8IYW5"	"ENSEMBL:ENSG00000163961|ENSEMBL:ENSP00000320898|ENSEMBL:ENST00000318037"	"-"	"physical association"	"reactome:R-HSA-5684058"	"24243840"	"RNF168"	"ATM"
"13717"	"O60934"	"ENSEMBL:ENSG00000104320|ENSEMBL:ENSP00000513245|ENSEMBL:ENSP00000513229|ENSEMBL:ENSP00000265433|ENSEMBL:ENST00000697292|ENSEMBL:ENST00000265433|ENSEMBL:ENST00000697310"	"-"	"P61088"	"ENSEMBL:ENST00000318066|ENSEMBL:ENSG00000177889|ENSEMBL:ENSP00000316176"	"-"	"physical association"	"reactome:R-HSA-5684058"	"24243840"	"UBE2N"	"NBN"
"13718"	"P62805"	"ENSEMBL:ENSG00000274618|ENSEMBL:ENST00000618305|ENSEMBL:ENST00000614247|ENSEMBL:ENST00000355057|ENSEMBL:ENST00000613412|ENSEMBL:ENST00000612061|ENSEMBL:ENST00000579512|ENSEMBL:ENST00000377803|ENSEMBL:ENST00000611927|ENSEMBL:ENST00000244537|ENSEMBL:ENST00000615164|ENSEMBL:ENST00000621520|ENSEMBL:ENST00000358064|ENSEMBL:ENST00000618193|ENSEMBL:ENST00000377745|ENSEMBL:ENST00000539745|ENSEMBL:ENST00000615353|ENSEMBL:ENST00000377727|ENSEMBL:ENST00000634560|ENSEMBL:ENST00000617569|ENSEMBL:ENST00000634956|ENSEMBL:ENST00000614272|ENSEMBL:ENST00000578186|ENSEMBL:ENSP00000479794|ENSEMBL:ENSP00000489319|ENSEMBL:ENSP00000478786|ENSEMBL:ENSP00000479106|ENSEMBL:ENSP00000462667|ENSEMBL:ENSP00000480960|ENSEMBL:ENSP00000244537|ENSEMBL:ENSP00000462355|ENSEMBL:ENSP00000350767|ENSEMBL:ENSP00000367034|ENSEMBL:ENSP00000481343|ENSEMBL:ENSP00000366956|ENSEMBL:ENSP00000484789|ENSEMBL:ENSP00000478519|ENSEMBL:ENSP00000489567|ENSEMBL:ENSP00000481507|ENSEMBL:ENSP00000481486|ENSEMBL:ENSP00000366974|ENSEMBL:ENSP00000482412|ENSEMBL:ENSP00000443017|ENSEMBL:ENSP00000479461|ENSEMBL:ENSP00000347168|ENSEMBL:ENSG00000276180|ENSEMBL:ENSG00000270276|ENSEMBL:ENSG00000158406|ENSEMBL:ENSG00000275126|ENSEMBL:ENSG00000197837|ENSEMBL:ENSG00000197238|ENSEMBL:ENSG00000278705|ENSEMBL:ENSG00000270882|ENSEMBL:ENSG00000276966|ENSEMBL:ENSG00000277157|ENSEMBL:ENSG00000197061|ENSEMBL:ENSG00000278637|ENSEMBL:ENSG00000273542"	"-"	"Q15819"	"ENSEMBL:ENST00000523111|ENSEMBL:ENSP00000428209|ENSEMBL:ENSG00000169139"	"-"	"physical association"	"reactome:R-HSA-5684058"	"24243840"	"UBE2V2"	"H4C4"
"13719"	"Q92878"	"ENSEMBL:ENST00000378823|ENSEMBL:ENSP00000368100|ENSEMBL:ENSG00000113522"	"-"	"Q8N2W9"	"ENSEMBL:ENSG00000105229|ENSEMBL:ENST00000262971|ENSEMBL:ENSP00000262971"	"-"	"physical association"	"reactome:R-HSA-5684058"	"24243840"	"RAD50"	"PIAS4"
"13720"	"P62805"	"ENSEMBL:ENSG00000274618|ENSEMBL:ENST00000618305|ENSEMBL:ENST00000614247|ENSEMBL:ENST00000355057|ENSEMBL:ENST00000613412|ENSEMBL:ENST00000612061|ENSEMBL:ENST00000579512|ENSEMBL:ENST00000377803|ENSEMBL:ENST00000611927|ENSEMBL:ENST00000244537|ENSEMBL:ENST00000615164|ENSEMBL:ENST00000621520|ENSEMBL:ENST00000358064|ENSEMBL:ENST00000618193|ENSEMBL:ENST00000377745|ENSEMBL:ENST00000539745|ENSEMBL:ENST00000615353|ENSEMBL:ENST00000377727|ENSEMBL:ENST00000634560|ENSEMBL:ENST00000617569|ENSEMBL:ENST00000634956|ENSEMBL:ENST00000614272|ENSEMBL:ENST00000578186|ENSEMBL:ENSP00000479794|ENSEMBL:ENSP00000489319|ENSEMBL:ENSP00000478786|ENSEMBL:ENSP00000479106|ENSEMBL:ENSP00000462667|ENSEMBL:ENSP00000480960|ENSEMBL:ENSP00000244537|ENSEMBL:ENSP00000462355|ENSEMBL:ENSP00000350767|ENSEMBL:ENSP00000367034|ENSEMBL:ENSP00000481343|ENSEMBL:ENSP00000366956|ENSEMBL:ENSP00000484789|ENSEMBL:ENSP00000478519|ENSEMBL:ENSP00000489567|ENSEMBL:ENSP00000481507|ENSEMBL:ENSP00000481486|ENSEMBL:ENSP00000366974|ENSEMBL:ENSP00000482412|ENSEMBL:ENSP00000443017|ENSEMBL:ENSP00000479461|ENSEMBL:ENSP00000347168|ENSEMBL:ENSG00000276180|ENSEMBL:ENSG00000270276|ENSEMBL:ENSG00000158406|ENSEMBL:ENSG00000275126|ENSEMBL:ENSG00000197837|ENSEMBL:ENSG00000197238|ENSEMBL:ENSG00000278705|ENSEMBL:ENSG00000270882|ENSEMBL:ENSG00000276966|ENSEMBL:ENSG00000277157|ENSEMBL:ENSG00000197061|ENSEMBL:ENSG00000278637|ENSEMBL:ENSG00000273542"	"-"	"O76064"	"ENSEMBL:ENST00000229866|ENSEMBL:ENST00000373479|ENSEMBL:ENST00000469731|ENSEMBL:ENSP00000418879|ENSEMBL:ENSP00000229866|ENSEMBL:ENSP00000362578|ENSEMBL:ENSG00000112130"	"-"	"physical association"	"reactome:R-HSA-5684058"	"24243840"	"RNF8"	"H4C4"
