"ID"	"Description"	"GeneRatio"	"BgRatio"	"RichFactor"	"FoldEnrichment"	"zScore"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"	"cluster"	"Module"	"NMF"	"dir"
"REACTOME_DEGRADATION_OF_DVL"	"REACTOME_DEGRADATION_OF_DVL"	"22/991"	"40/7434"	0.55	4.12583249243189	7.77375415211702	4.67750082689793e-10	6.51108115104192e-07	5.77548259994871e-07	"PSMC3/PSMD1/RBX1/PSMC4/CUL3/PSMD12/PSMD7/PSMC1/PSMB4/PSMD14/PSMD13/PSMB3/PSMC5/PSMB2/PSMA5/PSMD11/DVL3/PSMC6/ADRM1/PSMA7/RPS27A/KLHL12"	22	1	"PTBP1_FORALL_032"	"NMF1"	"high"
"REACTOME_FBXL7_DOWN_REGULATES_AURKA_DURING_MITOTIC_ENTRY_AND_IN_EARLY_MITOSIS"	"REACTOME_FBXL7_DOWN_REGULATES_AURKA_DURING_MITOTIC_ENTRY_AND_IN_EARLY_MITOSIS"	"20/991"	"37/7434"	0.540540540540541	4.05487222843429	7.30534837118945	4.40642192509162e-09	3.06686965986377e-06	2.72038574638551e-06	"PSMC3/PSMD1/RBX1/PSMC4/PSMD12/PSMD7/PSMC1/PSMB4/PSMD14/PSMD13/FBXL18/PSMB3/PSMC5/PSMB2/PSMA5/PSMD11/PSMC6/ADRM1/PSMA7/RPS27A"	20	1	"PTBP1_FORALL_032"	"NMF1"	"high"
"REACTOME_AUF1_HNRNP_D0_BINDS_AND_DESTABILIZES_MRNA"	"REACTOME_AUF1_HNRNP_D0_BINDS_AND_DESTABILIZES_MRNA"	"19/991"	"37/7434"	0.513513513513513	3.85212861701257	6.82051214868472	3.28701687526963e-08	6.53646784339332e-06	5.79800119502448e-06	"HNRNPD/PSMC3/PSMD1/PSMC4/PSMD12/PSMD7/PSMC1/PSMB4/PSMD14/PSMD13/PSMB3/PSMC5/PSMB2/PSMA5/PSMD11/PSMC6/ADRM1/PSMA7/RPS27A"	19	1	"PTBP1_FORALL_032"	"NMF1"	"high"
"REACTOME_STABILIZATION_OF_P53"	"REACTOME_STABILIZATION_OF_P53"	"20/991"	"40/7434"	0.5	3.75075681130172	6.84096388245181	2.56531902088923e-08	6.53646784339332e-06	5.79800119502448e-06	"PSMC3/PSMD1/PSMC4/PSMD12/PSMD7/PSMC1/PSMB4/PSMD14/PSMD13/PSMB3/PSMC5/PSMB2/PSMA5/PSMD11/PSMC6/CHEK2/ADRM1/PSMA7/TP53/RPS27A"	20	1	"PTBP1_FORALL_032"	"NMF1"	"high"
"REACTOME_REGULATION_OF_APOPTOSIS"	"REACTOME_REGULATION_OF_APOPTOSIS"	"18/991"	"36/7434"	0.5	3.75075681130172	6.48815343719817	1.29387262555086e-07	1.000594830426e-05	8.87551222088397e-06	"PSMC3/PSMD1/PSMC4/PSMD12/PSMD7/PSMC1/PSMB4/PSMD14/PSMD13/PSMB3/PSMC5/PSMB2/PSMA5/PSMD11/PSMC6/ADRM1/PSMA7/RPS27A"	18	1	"PTBP1_FORALL_032"	"NMF1"	"high"
"REACTOME_CROSS_PRESENTATION_OF_SOLUBLE_EXOGENOUS_ANTIGENS_ENDOSOMES"	"REACTOME_CROSS_PRESENTATION_OF_SOLUBLE_EXOGENOUS_ANTIGENS_ENDOSOMES"	"18/991"	"37/7434"	0.486486486486487	3.64938500559086	6.33567592617999	2.20824509315245e-07	1.33646833463835e-05	1.185478944745e-05	"PSMC3/PSMD1/PSMC4/PSMD12/PSMD7/PSMC1/PSMB4/PSMD14/PSMD13/PSMB3/PSMC5/PSMB2/PSMA5/PSMD11/PSMC6/PSMB9/ADRM1/PSMA7"	18	1	"PTBP1_FORALL_032"	"NMF1"	"high"
"REACTOME_HEDGEHOG_LIGAND_BIOGENESIS"	"REACTOME_HEDGEHOG_LIGAND_BIOGENESIS"	"19/991"	"41/7434"	0.463414634146341	3.47631119096257	6.23536130543716	2.68139509616798e-07	1.43557768225609e-05	1.273391274415e-05	"ADAM17/PSMC3/PSMD1/PSMC4/PSMD12/PSMD7/PSMC1/PSMB4/PSMD14/PSMD13/PSMB3/PSMC5/PSMB2/PSMA5/PSMD11/PSMC6/ADRM1/PSMA7/RPS27A"	19	1	"PTBP1_FORALL_032"	"NMF1"	"high"
"REACTOME_REGULATION_OF_RUNX3_EXPRESSION_AND_ACTIVITY"	"REACTOME_REGULATION_OF_RUNX3_EXPRESSION_AND_ACTIVITY"	"19/991"	"41/7434"	0.463414634146341	3.47631119096257	6.23536130543716	2.68139509616798e-07	1.43557768225609e-05	1.273391274415e-05	"PSMC3/PSMD1/PSMC4/PSMD12/PSMD7/PSMC1/PSMB4/PSMD14/PSMD13/PSMB3/PSMC5/PSMB2/PSMA5/PSMD11/PSMC6/ADRM1/PSMA7/RPS27A/SRC"	19	1	"PTBP1_FORALL_032"	"NMF1"	"high"
"REACTOME_DEFECTIVE_CFTR_CAUSES_CYSTIC_FIBROSIS"	"REACTOME_DEFECTIVE_CFTR_CAUSES_CYSTIC_FIBROSIS"	"19/991"	"42/7434"	0.452380952380952	3.39354187689203	6.1004170227445	4.29049503316054e-07	1.92657067295467e-05	1.70891364139128e-05	"PSMC3/PSMD1/PSMC4/PSMD12/PSMD7/PSMC1/PSMB4/PSMD14/PSMD13/PSMB3/PSMC5/PSMB2/PSMA5/PSMD11/RNF5/PSMC6/ADRM1/PSMA7/RPS27A"	19	1	"PTBP1_FORALL_032"	"NMF1"	"high"
"REACTOME_G1_S_DNA_DAMAGE_CHECKPOINTS"	"REACTOME_G1_S_DNA_DAMAGE_CHECKPOINTS"	"22/991"	"50/7434"	0.44	3.30066599394551	6.40129083620932	9.68268273695779e-08	8.98552957989683e-06	7.97037673715894e-06	"PSMC3/PSMD1/PSMC4/PSMD12/CCNA2/PSMD7/PSMC1/PSMB4/PSMD14/PSMD13/PSMB3/PSMC5/PSMB2/PSMA5/PSMD11/PSMC6/CHEK2/ADRM1/PSMA7/TP53/RPS27A/ZNF385A"	22	1	"PTBP1_FORALL_032"	"NMF1"	"high"
"REACTOME_REGULATION_OF_RAS_BY_GAPS"	"REACTOME_REGULATION_OF_RAS_BY_GAPS"	"22/991"	"50/7434"	0.44	3.30066599394551	6.40129083620932	9.68268273695779e-08	8.98552957989683e-06	7.97037673715894e-06	"PSMC3/PSMD1/RBX1/PSMC4/CUL3/PSMD12/PSMD7/PSMC1/PSMB4/PSMD14/PSMD13/PSMB3/PSMC5/PSMB2/PSMA5/PSMD11/PSMC6/ADRM1/PSMA7/RPS27A/NRAS/RASAL1"	22	1	"PTBP1_FORALL_032"	"NMF1"	"high"
"REACTOME_SOMITOGENESIS"	"REACTOME_SOMITOGENESIS"	"17/991"	"39/7434"	0.435897435897436	3.26989055344252	5.57369191892706	3.2969746844395e-06	9.49253180153532e-05	8.42009966969217e-05	"PSMC3/PSMD1/PSMC4/PSMD12/PSMD7/PSMC1/PSMB4/PSMD14/PSMD13/PSMB3/PSMC5/PSMB2/PSMA5/PSMD11/PSMC6/ADRM1/PSMA7"	17	1	"PTBP1_FORALL_032"	"NMF1"	"high"
"REACTOME_ORC1_REMOVAL_FROM_CHROMATIN"	"REACTOME_ORC1_REMOVAL_FROM_CHROMATIN"	"23/991"	"53/7434"	0.433962264150943	3.25537383622413	6.46210035365016	6.77774674662605e-08	7.90573840250036e-06	7.01257648679138e-06	"MCM2/MCM3/PSMC3/PSMD1/MCM4/RBX1/PSMC4/PSMD12/CCNA2/PSMD7/PSMC1/PSMB4/PSMD14/PSMD13/PSMB3/PSMC5/PSMB2/PSMA5/PSMD11/PSMC6/ADRM1/PSMA7/RPS27A"	23	1	"PTBP1_FORALL_032"	"NMF1"	"high"
"REACTOME_PROTEASOME_ASSEMBLY"	"REACTOME_PROTEASOME_ASSEMBLY"	"21/991"	"49/7434"	0.428571428571429	3.21493440968718	6.1004024701152	3.27629210254121e-07	1.57262020921978e-05	1.39495122914005e-05	"PSMC3/PSMD1/PSMC4/PSMD12/PSMD4/PSMD7/PSMC1/PSMB4/PSMD14/PSMD13/PSMB3/PSMC5/PSMB2/PSMA5/PSMD11/PSMG3/PSMC6/PSMB9/ADRM1/PSMA7/PSMG1"	21	1	"PTBP1_FORALL_032"	"NMF1"	"high"
"REACTOME_REGULATION_OF_RUNX2_EXPRESSION_AND_ACTIVITY"	"REACTOME_REGULATION_OF_RUNX2_EXPRESSION_AND_ACTIVITY"	"20/991"	"48/7434"	0.416666666666667	3.12563067608476	5.79400150903553	1.07993563850291e-06	3.57921525903823e-05	3.17484838086195e-05	"PSMC3/PSMD1/RBX1/PSMC4/GSK3B/PSMD12/PSMD7/PSMC1/PSMB4/PSMD14/PSMD13/PSMB3/PSMC5/PSMB2/PSMA5/PSMD11/PSMC6/ADRM1/PSMA7/RPS27A"	20	1	"PTBP1_FORALL_032"	"NMF1"	"high"
"REACTOME_CELLULAR_RESPONSE_TO_HYPOXIA"	"REACTOME_CELLULAR_RESPONSE_TO_HYPOXIA"	"20/991"	"50/7434"	0.4	3.00060544904137	5.5664131001722	2.33477144979208e-06	7.22222635135683e-05	6.40628517100844e-05	"PSMC3/PSMD1/RBX1/PSMC4/PSMD12/PSMD7/PSMC1/EGLN1/PSMB4/PSMD14/PSMD13/PSMB3/PSMC5/PSMB2/PSMA5/PSMD11/PSMC6/ADRM1/PSMA7/RPS27A"	20	1	"PTBP1_FORALL_032"	"NMF1"	"high"
"REACTOME_HEDGEHOG_ON_STATE"	"REACTOME_HEDGEHOG_ON_STATE"	"23/991"	"60/7434"	0.383333333333333	2.87558022199798	5.72050712659065	1.00273440456076e-06	3.57921525903823e-05	3.17484838086195e-05	"PSMC3/PSMD1/RBX1/PSMC4/CUL3/PSMD12/PSMD7/PSMC1/PSMB4/PSMD14/PSMD13/PSMB3/PSMC5/PSMB2/PSMA5/PSMD11/PSMC6/ADRM1/PSMA7/EVC2/RPS27A/ULK3/ARRB1"	23	1	"PTBP1_FORALL_032"	"NMF1"	"high"
"REACTOME_CDK_MEDIATED_PHOSPHORYLATION_AND_REMOVAL_OF_CDC6"	"REACTOME_CDK_MEDIATED_PHOSPHORYLATION_AND_REMOVAL_OF_CDC6"	"21/991"	"55/7434"	0.381818181818182	2.86421429226676	5.44193375494987	3.19052464461464e-06	9.4493836283055e-05	8.38182622202234e-05	"PSMC3/PSMD1/PSMC4/PSMD12/CCNA2/PSMD7/PSMC1/PSMB4/PSMD14/PSMD13/PSMB3/PSMC5/PSMB2/PSMA5/PSMD11/PSMC6/ANAPC10/ADRM1/ANAPC16/PSMA7/RPS27A"	21	1	"PTBP1_FORALL_032"	"NMF1"	"high"
"REACTOME_DNA_REPLICATION_PRE_INITIATION"	"REACTOME_DNA_REPLICATION_PRE_INITIATION"	"32/991"	"89/7434"	0.359550561797753	2.69717343734056	6.31684407913346	4.71454116775928e-08	7.29182367280102e-06	6.4680196371715e-06	"POLE3/MCM2/MCM3/PSMC3/PSMD1/MCM4/PSMC4/H2BC12L/H2AX/PSMD12/PSMD7/POLE/PSMC1/DBF4/PSMB4/PSMD14/PSMD13/GMNN/PSMB3/PSMC5/PSMB2/PSMA5/PSMD11/KPNB1/PSMC6/ANAPC10/MCM10/ADRM1/ANAPC16/PSMA7/RPS27A/POLE4"	32	1	"PTBP1_FORALL_032"	"NMF1"	"high"
"REACTOME_SWITCHING_OF_ORIGINS_TO_A_POST_REPLICATIVE_STATE"	"REACTOME_SWITCHING_OF_ORIGINS_TO_A_POST_REPLICATIVE_STATE"	"26/991"	"73/7434"	0.356164383561644	2.67177197517382	5.62917680909732	1.0581039830602e-06	3.57921525903823e-05	3.17484838086195e-05	"MCM2/MCM3/PSMC3/PSMD1/MCM4/RBX1/PSMC4/PSMD12/CCNA2/PSMD7/PSMC1/PSMB4/PSMD14/PSMD13/GMNN/PSMB3/PSMC5/PSMB2/PSMA5/PSMD11/PSMC6/ANAPC10/ADRM1/ANAPC16/PSMA7/RPS27A"	26	1	"PTBP1_FORALL_032"	"NMF1"	"high"
"REACTOME_SIGNALING_BY_NOTCH4"	"REACTOME_SIGNALING_BY_NOTCH4"	"21/991"	"59/7434"	0.35593220338983	2.67003027245207	5.05061384713516	1.15928980215103e-05	0.000283110772735831	0.000251125934981193	"TACC3/PSMC3/PSMD1/RBX1/PSMC4/PSMD12/PSMD7/PSMC1/PSMB4/PSMD14/PSMD13/PSMB3/PSMC5/PSMB2/PSMA5/PSMD11/PSMC6/ADRM1/PSMA7/RPS27A/NOTCH2"	21	1	"PTBP1_FORALL_032"	"NMF1"	"high"
"REACTOME_DOWNSTREAM_SIGNALING_EVENTS_OF_B_CELL_RECEPTOR_BCR"	"REACTOME_DOWNSTREAM_SIGNALING_EVENTS_OF_B_CELL_RECEPTOR_BCR"	"21/991"	"62/7434"	0.338709677419355	2.5408352592689	4.77786877271236	2.76780889358771e-05	0.00058375605755668	0.000517805395881719	"PSMC3/PSMD1/PSMC4/PSMD12/PSMD7/PSMC1/PSMB4/PSMD14/PSMD13/PSMB3/PSMC5/PSMB2/PSMA5/PSMD11/PSMC6/FKBP1A/ADRM1/PPIA/PSMA7/RPS27A/NRAS"	21	1	"PTBP1_FORALL_032"	"NMF1"	"high"
"REACTOME_DNA_REPLICATION"	"REACTOME_DNA_REPLICATION"	"39/991"	"122/7434"	0.319672131147541	2.39802484656995	6.10592607534259	6.81529172629341e-08	7.90573840250036e-06	7.01257648679138e-06	"POLE3/MCM2/MCM3/GINS3/GINS4/GINS2/PSMC3/PSMD1/MCM4/RBX1/PSMC4/H2BC12L/H2AX/PSMD12/CCNA2/PSMD7/POLE/PSMC1/DBF4/DNA2/PSMB4/PSMD14/PSMD13/GMNN/PSMB3/PSMC5/PSMB2/PSMA5/RFC1/PSMD11/KPNB1/PSMC6/ANAPC10/MCM10/ADRM1/ANAPC16/PSMA7/RPS27A/POLE4"	39	1	"PTBP1_FORALL_032"	"NMF1"	"high"
"REACTOME_G2_M_CHECKPOINTS"	"REACTOME_G2_M_CHECKPOINTS"	"38/991"	"119/7434"	0.319327731092437	2.39544132486496	6.01800748477743	1.03659627136596e-07	9.01838756088386e-06	7.99952254152811e-06	"BARD1/GTSE1/MCM2/MCM3/BRCA1/PSMC3/PSMD1/MCM4/PSMC4/H2BC12L/H2AX/PSMD12/CCNA2/PSMD7/BLM/PSMC1/DBF4/DNA2/UBE2N/PSMB4/PSMD14/PSMD13/RMI2/PSMB3/PSMC5/PSMB2/PSMA5/PSMD11/PSMC6/CCNB2/MCM10/CHEK2/ADRM1/PSMA7/TP53/RPS27A/RNF8/RMI1"	38	1	"PTBP1_FORALL_032"	"NMF1"	"high"
"REACTOME_S_PHASE"	"REACTOME_S_PHASE"	"42/991"	"142/7434"	0.295774647887324	2.21875755034749	5.75059774079575	2.48629143212572e-07	1.43557768225609e-05	1.273391274415e-05	"POLE3/MCM2/CDC25B/MCM3/GINS3/GINS4/GINS2/PSMC3/PSMD1/MCM4/RBX1/PSMC4/GSK3B/LIN54/PSMD12/CCNA2/PSMD7/POLE/PSMC1/DNA2/PSMB4/CDCA5/PSMD14/PSMD13/GMNN/PSMB3/PSMC5/LIN52/PSMB2/PSMA5/RFC1/E2F1/PSMD11/PSMC6/ANAPC10/RBBP4/ADRM1/ANAPC16/PSMA7/LIN9/RPS27A/POLE4"	42	1	"PTBP1_FORALL_032"	"NMF1"	"high"
"REACTOME_CLEC7A_DECTIN_1_SIGNALING"	"REACTOME_CLEC7A_DECTIN_1_SIGNALING"	"22/991"	"77/7434"	0.285714285714286	2.14328960645812	3.95481404579853	0.000312047107893192	0.00493601788849231	0.004378364324865	"PSMC3/PSMD1/PSMC4/PSMD12/PSMD7/PSMC1/UBE2N/PSMB4/PSMD14/PSMD13/PSMB3/PSMC5/PSMB2/PSMA5/PSMD11/AHCYL1/PSMC6/PYCARD/ADRM1/PSMA7/RPS27A/SRC"	22	1	"PTBP1_FORALL_032"	"NMF1"	"high"
"REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX2"	"REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX2"	"24/991"	"85/7434"	0.282352941176471	2.11807443461744	4.0657520003458	0.000206384069698645	0.00337984264730016	0.00299800017035927	"PSMC3/PSMD1/RBX1/PSMC4/GSK3B/PSMD12/PSMD7/PSMC1/HDAC4/PSMB4/PSMD14/PSMD13/PSMB3/PSMC5/PSMB2/PSMA5/PSMD11/PSMC6/BAX/ADRM1/PSMA7/RPS27A/YES1/SRC"	24	1	"PTBP1_FORALL_032"	"NMF1"	"high"
"REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX3"	"REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX3"	"22/991"	"79/7434"	0.278481012658228	2.08902911009209	3.81624742109764	0.00046303763613181	0.00705867561168568	0.00626121180619124	"PSMC3/PSMD1/PSMC4/PSMD12/PSMD7/PSMC1/HDAC4/PSMB4/PSMD14/PSMD13/PSMB3/PSMC5/PSMB2/PSMA5/PSMD11/PSMC6/ADRM1/PSMA7/TP53/RPS27A/SRC/TCF7L2"	22	1	"PTBP1_FORALL_032"	"NMF1"	"high"
"REACTOME_MITOTIC_G2_G2_M_PHASES"	"REACTOME_MITOTIC_G2_G2_M_PHASES"	"46/991"	"178/7434"	0.258426966292135	1.93859340808853	4.97065581150554	4.55193101288689e-06	0.000121851691729587	0.000108085325467942	"NEDD1/PRKACA/GTSE1/CDC25B/PSMC3/BORA/PSMD1/RBX1/NDE1/PSMC4/LIN54/DCTN1/PSMD12/CCNA2/PSMD7/PSMC1/MAPRE1/PSMB4/TPX2/HAUS6/PSMD14/PSMD13/FBXL18/PSMB3/PSMC5/LIN52/MYBL2/PSMB2/PSMA5/E2F1/PSMD11/PSMC6/CCNB2/RBBP4/ADRM1/PSMA7/LIN9/DCTN2/ACTR1A/MZT2B/TP53/RPS27A/TUBB/MZT1/MZT2A/TUBB4A"	46	1	"PTBP1_FORALL_032"	"NMF1"	"high"
"REACTOME_CELL_CYCLE_CHECKPOINTS"	"REACTOME_CELL_CYCLE_CHECKPOINTS"	"60/991"	"237/7434"	0.253164556962025	1.899117372811	5.51683047484593	3.48809345766125e-07	1.61847536435482e-05	1.4356258336269e-05	"RCC2/BARD1/GTSE1/MCM2/MCM3/ZWILCH/BRCA1/CDCA8/PSMC3/PSMD1/MCM4/ZWINT/NUDC/NDE1/PSMC4/PPP2R5D/H2BC12L/H2AX/PSMD12/CCNA2/PSMD7/BLM/PSMC1/ZW10/MAPRE1/DSN1/CENPU/DBF4/DNA2/UBE2N/PSMB4/DYNLL2/PSMD14/PSMD13/RMI2/PSMB3/PSMC5/PSMB2/SPC25/PSMA5/SGO2/PSMD11/ERCC6L/PSMC6/CCNB2/ANAPC10/KIF2C/MCM10/CHEK2/ADRM1/PPP2R5B/ANAPC16/PSMA7/CENPQ/TP53/RPS27A/RNF8/RMI1/PMF1/ZNF385A"	60	1	"PTBP1_FORALL_032"	"NMF1"	"high"
"REACTOME_SEPARATION_OF_SISTER_CHROMATIDS"	"REACTOME_SEPARATION_OF_SISTER_CHROMATIDS"	"41/991"	"163/7434"	0.251533742331288	1.88688379464258	4.48991663317197	2.98574343429064e-05	0.000611199244195967	0.00054214814991067	"RCC2/ZWILCH/CDCA8/PSMC3/PSMD1/ZWINT/NUDC/NDE1/PSMC4/PPP2R5D/PSMD12/PSMD7/PSMC1/ZW10/MAPRE1/DSN1/CENPU/PSMB4/DYNLL2/CDCA5/PSMD14/PSMD13/PSMB3/PSMC5/PSMB2/SPC25/PSMA5/SGO2/PSMD11/ERCC6L/PSMC6/ANAPC10/KIF2C/ADRM1/PPP2R5B/ANAPC16/PSMA7/CENPQ/RPS27A/PMF1/TUBB4A"	41	1	"PTBP1_FORALL_032"	"NMF1"	"high"
"REACTOME_MITOTIC_METAPHASE_AND_ANAPHASE"	"REACTOME_MITOTIC_METAPHASE_AND_ANAPHASE"	"52/991"	"207/7434"	0.251207729468599	1.88443820471197	5.06114136197406	2.73243539373593e-06	8.26858710452263e-05	7.3344318463438e-05	"RCC2/LEMD3/ZWILCH/CDCA8/PSMC3/PSMD1/ZWINT/NUDC/NDE1/PSMC4/NUP58/NUP54/TMPO/PPP2R5D/PSMD12/PSMD7/PSMC1/ZW10/MAPRE1/DSN1/CENPU/PSMB4/DYNLL2/CDCA5/PSMD14/PSMD13/SUMO1/PSMB3/PSMC5/PSMB2/SPC25/LBR/PSMA5/SGO2/PSMD11/KPNB1/ERCC6L/PSMC6/CCNB2/ANAPC10/CHMP7/NUP62/KIF2C/ADRM1/PPP2R5B/ANAPC16/PSMA7/CENPQ/RPS27A/LEMD2/PMF1/TUBB4A"	52	1	"PTBP1_FORALL_032"	"NMF1"	"high"
"REACTOME_CELL_CYCLE_MITOTIC"	"REACTOME_CELL_CYCLE_MITOTIC"	"102/991"	"475/7434"	0.214736842105263	1.61085134632747	5.39614672515015	2.79775593428118e-07	1.44239861500719e-05	1.27944160269467e-05	"RCC2/LEMD3/NEDD1/POLE3/PRKACA/GTSE1/MCM2/CDC25B/MCM3/ZWILCH/GINS3/GINS4/CDCA8/GINS2/PSMC3/BORA/PSMD1/MCM4/ZWINT/RAB1A/NUDC/RBX1/NDE1/PSMC4/NUP58/NUP54/GSK3B/TMPO/PPP2R5D/LIN54/DCTN1/H2BC12L/H2AX/PSMD12/CCNA2/PSMD7/POLE/PSMC1/ZW10/MAPRE1/KIF23/DSN1/CENPU/DBF4/DNA2/PSMB4/TPX2/DYNLL2/CDCA5/HAUS6/PSMD14/PSMD13/SUMO1/FBXL18/MASTL/RAB1B/GMNN/PSMB3/PSMC5/LIN52/MYBL2/PSMB2/SPC25/LBR/PSMA5/SGO2/RFC1/E2F1/PSMD11/KPNB1/ERCC6L/PSMC6/CCNB2/ANAPC10/TYMS/LPIN1/CHMP7/RBBP4/NUP62/KIF2C/MCM10/ADRM1/PPP2R5B/ANAPC16/PSMA7/LIN9/DCTN2/CENPQ/ACTR1A/MZT2B/TP53/RPS27A/MCPH1/LEMD2/POLE4/TUBB/MZT1/MZT2A/PMF1/SRC/PRKCA/TUBB4A"	102	1	"PTBP1_FORALL_032"	"NMF1"	"high"
"REACTOME_M_PHASE"	"REACTOME_M_PHASE"	"71/991"	"331/7434"	0.214501510574018	1.60908600364001	4.44576535719004	2.0640452941523e-05	0.000456055722136509	0.000404532185470452	"RCC2/LEMD3/NEDD1/PRKACA/ZWILCH/CDCA8/PSMC3/PSMD1/ZWINT/RAB1A/NUDC/NDE1/PSMC4/NUP58/NUP54/TMPO/PPP2R5D/DCTN1/H2BC12L/H2AX/PSMD12/PSMD7/PSMC1/ZW10/MAPRE1/KIF23/DSN1/CENPU/PSMB4/DYNLL2/CDCA5/HAUS6/PSMD14/PSMD13/SUMO1/MASTL/RAB1B/PSMB3/PSMC5/PSMB2/SPC25/LBR/PSMA5/SGO2/PSMD11/KPNB1/ERCC6L/PSMC6/CCNB2/ANAPC10/LPIN1/CHMP7/NUP62/KIF2C/ADRM1/PPP2R5B/ANAPC16/PSMA7/DCTN2/CENPQ/ACTR1A/MZT2B/RPS27A/MCPH1/LEMD2/TUBB/MZT1/MZT2A/PMF1/PRKCA/TUBB4A"	71	1	"PTBP1_FORALL_032"	"NMF1"	"high"
"REACTOME_CELL_CYCLE"	"REACTOME_CELL_CYCLE"	"119/991"	"590/7434"	0.201694915254237	1.51301715438951	5.09304743125349	9.08294995916301e-07	3.5120739842097e-05	3.11529248599363e-05	"RCC2/BARD1/LEMD3/NEDD1/POLE3/PRKACA/GTSE1/MCM2/CDC25B/MCM3/ZWILCH/GINS3/BRCA1/GINS4/CDCA8/GINS2/PSMC3/BORA/PSMD1/MCM4/ZWINT/RAB1A/NUDC/RBX1/MIS18A/NDE1/PSMC4/NUP58/NUP54/GSK3B/TMPO/PPP2R5D/LIN54/DCTN1/H2BC12L/H2AX/PSMD12/CENPX/CCNA2/PSMD7/POLE/BLM/SHQ1/PSMC1/ZW10/MAPRE1/KIF23/OIP5/DSN1/CENPU/DBF4/DNA2/UBE2N/PSMB4/TPX2/DYNLL2/CDCA5/HAUS6/PSMD14/PSMD13/SUMO1/FBXL18/RMI2/MASTL/RAB1B/GMNN/RAD51C/PSMB3/PSMC5/LIN52/MYBL2/PSMB2/SPC25/LBR/PSMA5/SGO2/RFC1/E2F1/PSMD11/DAXX/KPNB1/RAD51/ERCC6L/PSMC6/CCNB2/ANAPC10/TYMS/LPIN1/CHMP7/RBBP4/NUP62/KIF2C/MCM10/CHEK2/ADRM1/PPP2R5B/ANAPC16/PSMA7/LIN9/DCTN2/POLR2L/CENPQ/ACTR1A/MZT2B/TP53/RPS27A/MCPH1/RNF8/LEMD2/POLE4/RMI1/TUBB/MZT1/MZT2A/PMF1/ZNF385A/SRC/PRKCA/TUBB4A"	119	1	"PTBP1_FORALL_032"	"NMF1"	"high"
"REACTOME_UBIQUITIN_DEPENDENT_DEGRADATION_OF_CYCLIN_D"	"REACTOME_UBIQUITIN_DEPENDENT_DEGRADATION_OF_CYCLIN_D"	"19/991"	"35/7434"	0.542857142857143	4.07225025227043	7.14461654638222	9.83993980122193e-09	4.56573206776697e-06	4.04991206555555e-06	"PSMC3/PSMD1/PSMC4/GSK3B/PSMD12/PSMD7/PSMC1/PSMB4/PSMD14/PSMD13/PSMB3/PSMC5/PSMB2/PSMA5/PSMD11/PSMC6/ADRM1/PSMA7/RPS27A"	19	2	"PTBP1_FORALL_032"	"NMF1"	"high"
"REACTOME_REGULATION_OF_ORNITHINE_DECARBOXYLASE_ODC"	"REACTOME_REGULATION_OF_ORNITHINE_DECARBOXYLASE_ODC"	"17/991"	"32/7434"	0.53125	3.98517911200807	6.63660043003979	9.1761707286053e-08	8.98552957989683e-06	7.97037673715894e-06	"PSMC3/PSMD1/PSMC4/PSMD12/PSMD7/PSMC1/PSMB4/PSMD14/PSMD13/PSMB3/PSMC5/PSMB2/PSMA5/PSMD11/PSMC6/ADRM1/PSMA7"	17	2	"PTBP1_FORALL_032"	"NMF1"	"high"
"REACTOME_VIF_MEDIATED_DEGRADATION_OF_APOBEC3G"	"REACTOME_VIF_MEDIATED_DEGRADATION_OF_APOBEC3G"	"19/991"	"37/7434"	0.513513513513513	3.85212861701257	6.82051214868472	3.28701687526963e-08	6.53646784339332e-06	5.79800119502448e-06	"PSMC3/PSMD1/RBX1/PSMC4/PSMD12/PSMD7/PSMC1/PSMB4/PSMD14/PSMD13/PSMB3/PSMC5/PSMB2/PSMA5/PSMD11/PSMC6/ADRM1/PSMA7/RPS27A"	19	2	"PTBP1_FORALL_032"	"NMF1"	"high"
"REACTOME_NEGATIVE_REGULATION_OF_NOTCH4_SIGNALING"	"REACTOME_NEGATIVE_REGULATION_OF_NOTCH4_SIGNALING"	"20/991"	"39/7434"	0.512820512820513	3.84693006287355	6.99060624800765	1.46451272543771e-08	5.09650428452323e-06	4.52071954457482e-06	"TACC3/PSMC3/PSMD1/RBX1/PSMC4/PSMD12/PSMD7/PSMC1/PSMB4/PSMD14/PSMD13/PSMB3/PSMC5/PSMB2/PSMA5/PSMD11/PSMC6/ADRM1/PSMA7/RPS27A"	20	2	"PTBP1_FORALL_032"	"NMF1"	"high"
"REACTOME_METABOLISM_OF_POLYAMINES"	"REACTOME_METABOLISM_OF_POLYAMINES"	"19/991"	"38/7434"	0.5	3.75075681130172	6.66684521311496	5.75936476451337e-08	7.90573840250036e-06	7.01257648679138e-06	"SMS/PSMC3/PSMD1/PSMC4/PSMD12/PSMD7/PSMC1/PSMB4/PSMD14/PSMD13/PSMB3/PSMC5/PSMB2/PSMA5/PSMD11/PSMC6/AMD1/ADRM1/PSMA7"	19	2	"PTBP1_FORALL_032"	"NMF1"	"high"
