"ID"	"Description"	"GeneRatio"	"BgRatio"	"RichFactor"	"FoldEnrichment"	"zScore"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"	"cluster"	"Module"	"NMF"	"dir"
"REACTOME_CELL_CYCLE"	"REACTOME_CELL_CYCLE"	"53/137"	"590/7434"	0.0898305084745763	4.87445255474453	13.4385227009255	3.54113899531586e-24	1.50684473117401e-21	1.30359889379213e-21	"NEK2/BIRC5/ERCC6L/NCAPD2/MIS18A/POLE3/SKA1/CEP78/ZWINT/SMC4/NCAPH/CDK5RAP2/ANAPC15/POM121/CKS1B/RNF168/TYMS/CDK4/NUF2/COP1/PPP1R12B/CENPF/MAD2L1/NDC80/ESPL1/SPC25/NME7/BUB1B/FIGNL1/PLK1/SKA2/CLSPN/PPP2R1B/SKP2/SPC24/CDC25B/CDCA8/INCENP/FEN1/HMMR/PSMB7/UBE2S/CEP131/CDC6/PCM1/RRM2/E2F6/BUB1/SPAST/PSMB5/CCNE2/UBE2C/CDKN2D"	53	1	"SLF1_FORALL_089"	"NMF4"	"low"
"REACTOME_RHO_GTPASE_EFFECTORS"	"REACTOME_RHO_GTPASE_EFFECTORS"	"22/137"	"245/7434"	0.0897959183673469	4.8725755995829	8.44537390387599	5.07439635487006e-10	2.27886527209619e-08	1.97148796179641e-08	"BIRC5/ERCC6L/SKA1/ZWINT/MRTFA/WASF1/NUF2/PPP1R12B/CENPF/MAD2L1/CYFIP2/NDC80/SPC25/BUB1B/PLK1/SKA2/PPP2R1B/SPC24/CDCA8/INCENP/SCAI/BUB1"	22	1	"SLF1_FORALL_089"	"NMF4"	"low"
"REACTOME_RECRUITMENT_OF_MITOTIC_CENTROSOME_PROTEINS_AND_COMPLEXES"	"REACTOME_RECRUITMENT_OF_MITOTIC_CENTROSOME_PROTEINS_AND_COMPLEXES"	"7/137"	"78/7434"	0.0897435897435897	4.86973610331275	4.70736601085425	0.000550211726385422	0.00776584550955424	0.00671837476428515	"NEK2/CEP78/CDK5RAP2/NME7/PLK1/CEP131/PCM1"	7	1	"SLF1_FORALL_089"	"NMF4"	"low"
"REACTOME_REGULATION_OF_PLK1_ACTIVITY_AT_G2_M_TRANSITION"	"REACTOME_REGULATION_OF_PLK1_ACTIVITY_AT_G2_M_TRANSITION"	"7/137"	"81/7434"	0.0864197530864197	4.68937550689376	4.57439078923419	0.000691776923333152	0.00923615676017776	0.00799036787690639	"NEK2/CEP78/CDK5RAP2/PPP1R12B/PLK1/CEP131/PCM1"	7	1	"SLF1_FORALL_089"	"NMF4"	"low"
"REACTOME_MITOTIC_G2_G2_M_PHASES"	"REACTOME_MITOTIC_G2_G2_M_PHASES"	"14/137"	"178/7434"	0.0786516853932584	4.26785860739769	6.04637109405037	4.43150533933741e-06	0.000128774331625452	0.000111405025868173	"NEK2/CEP78/CDK5RAP2/PPP1R12B/CENPF/NME7/PLK1/PPP2R1B/CDC25B/HMMR/PSMB7/CEP131/PCM1/PSMB5"	14	1	"SLF1_FORALL_089"	"NMF4"	"low"
"REACTOME_SIGNALING_BY_RHO_GTPASES_MIRO_GTPASES_AND_RHOBTB3"	"REACTOME_SIGNALING_BY_RHO_GTPASES_MIRO_GTPASES_AND_RHOBTB3"	"27/137"	"606/7434"	0.0445544554455446	2.41764833417648	4.98916933781076	1.22327795290477e-05	0.000335721838186087	0.000290439092911893	"BIRC5/ERCC6L/SKA1/ZWINT/MRTFA/OSBPL11/WASF1/NUF2/PPP1R12B/CENPF/CEP97/MAD2L1/CYFIP2/NDC80/SPC25/BUB1B/CPSF7/PLK1/DEPDC1B/SKA2/PPP2R1B/SPC24/CDCA8/INCENP/ECT2/SCAI/BUB1"	27	1	"SLF1_FORALL_089"	"NMF4"	"low"
"REACTOME_APC_CDC20_MEDIATED_DEGRADATION_OF_NEK2A"	"REACTOME_APC_CDC20_MEDIATED_DEGRADATION_OF_NEK2A"	"6/137"	"23/7434"	0.260869565217391	14.1555061885116	8.65771432454154	2.73834902325121e-06	8.45465260928812e-05	7.3142743647368e-05	"NEK2/ANAPC15/MAD2L1/BUB1B/UBE2S/UBE2C"	6	2	"SLF1_FORALL_089"	"NMF4"	"low"
"REACTOME_INHIBITION_OF_THE_PROTEOLYTIC_ACTIVITY_OF_APC_C_REQUIRED_FOR_THE_ONSET_OF_ANAPHASE_BY_MITOTIC_SPINDLE_CHECKPOINT_COMPONENTS"	"REACTOME_INHIBITION_OF_THE_PROTEOLYTIC_ACTIVITY_OF_APC_C_REQUIRED_FOR_THE_ONSET_OF_ANAPHASE_BY_MITOTIC_SPINDLE_CHECKPOINT_COMPONENTS"	"5/137"	"20/7434"	0.25	13.5656934306569	7.70983961586403	2.45191727346275e-05	0.000605623566545298	0.000523936006855724	"ANAPC15/MAD2L1/BUB1B/UBE2S/UBE2C"	5	2	"SLF1_FORALL_089"	"NMF4"	"low"
"REACTOME_ABERRANT_REGULATION_OF_MITOTIC_EXIT_IN_CANCER_DUE_TO_RB1_DEFECTS"	"REACTOME_ABERRANT_REGULATION_OF_MITOTIC_EXIT_IN_CANCER_DUE_TO_RB1_DEFECTS"	"4/137"	"19/7434"	0.210526315789474	11.4237418363427	6.23325718577082	0.000345074245525702	0.00516565688756657	0.00446890410473477	"ANAPC15/SKP2/UBE2S/UBE2C"	4	2	"SLF1_FORALL_089"	"NMF4"	"low"
"REACTOME_PHOSPHORYLATION_OF_THE_APC_C"	"REACTOME_PHOSPHORYLATION_OF_THE_APC_C"	"4/137"	"19/7434"	0.210526315789474	11.4237418363427	6.23325718577082	0.000345074245525702	0.00516565688756657	0.00446890410473477	"ANAPC15/PLK1/UBE2S/UBE2C"	4	2	"SLF1_FORALL_089"	"NMF4"	"low"
"REACTOME_MITOTIC_SPINDLE_CHECKPOINT"	"REACTOME_MITOTIC_SPINDLE_CHECKPOINT"	"20/137"	"107/7434"	0.186915887850467	10.142574527594	13.0517119141622	3.10606902798655e-15	3.06879619965071e-13	2.65487163234219e-13	"BIRC5/ERCC6L/SKA1/ZWINT/ANAPC15/NUF2/CENPF/MAD2L1/NDC80/SPC25/BUB1B/PLK1/SKA2/PPP2R1B/SPC24/CDCA8/INCENP/UBE2S/BUB1/UBE2C"	20	2	"SLF1_FORALL_089"	"NMF4"	"low"
"REACTOME_ACTIVATION_OF_APC_C_AND_APC_C_CDC20_MEDIATED_DEGRADATION_OF_MITOTIC_PROTEINS"	"REACTOME_ACTIVATION_OF_APC_C_AND_APC_C_CDC20_MEDIATED_DEGRADATION_OF_MITOTIC_PROTEINS"	"9/137"	"59/7434"	0.152542372881356	8.27737226277372	7.68935233978487	1.084024076394e-06	3.82505638384739e-05	3.30912612793957e-05	"NEK2/ANAPC15/MAD2L1/BUB1B/PLK1/PSMB7/UBE2S/PSMB5/UBE2C"	9	2	"SLF1_FORALL_089"	"NMF4"	"low"
"REACTOME_APC_C_MEDIATED_DEGRADATION_OF_CELL_CYCLE_PROTEINS"	"REACTOME_APC_C_MEDIATED_DEGRADATION_OF_CELL_CYCLE_PROTEINS"	"10/137"	"69/7434"	0.144927536231884	7.86417010472866	7.84867568708398	4.38155699469877e-07	1.80374096281766e-05	1.56044924548044e-05	"NEK2/ANAPC15/MAD2L1/BUB1B/PLK1/SKP2/PSMB7/UBE2S/PSMB5/UBE2C"	10	2	"SLF1_FORALL_089"	"NMF4"	"low"
"REACTOME_SEPARATION_OF_SISTER_CHROMATIDS"	"REACTOME_SEPARATION_OF_SISTER_CHROMATIDS"	"23/137"	"163/7434"	0.141104294478528	7.65671040257937	11.7740688291977	1.32505612729273e-14	9.35111038403728e-13	8.08981635610299e-13	"BIRC5/ERCC6L/SKA1/ZWINT/ANAPC15/NUF2/CENPF/MAD2L1/NDC80/ESPL1/SPC25/BUB1B/PLK1/SKA2/PPP2R1B/SPC24/CDCA8/INCENP/PSMB7/UBE2S/BUB1/PSMB5/UBE2C"	23	2	"SLF1_FORALL_089"	"NMF4"	"low"
"REACTOME_APC_C_CDH1_MEDIATED_DEGRADATION_OF_CDC20_AND_OTHER_APC_C_CDH1_TARGETED_PROTEINS_IN_LATE_MITOSIS_EARLY_G1"	"REACTOME_APC_C_CDH1_MEDIATED_DEGRADATION_OF_CDC20_AND_OTHER_APC_C_CDH1_TARGETED_PROTEINS_IN_LATE_MITOSIS_EARLY_G1"	"7/137"	"56/7434"	0.125	6.78284671532847	5.9516385156342	6.76183999196896e-05	0.00133613958241307	0.00115591875231133	"ANAPC15/PLK1/SKP2/PSMB7/UBE2S/PSMB5/UBE2C"	7	2	"SLF1_FORALL_089"	"NMF4"	"low"
"REACTOME_MITOTIC_METAPHASE_AND_ANAPHASE"	"REACTOME_MITOTIC_METAPHASE_AND_ANAPHASE"	"25/137"	"207/7434"	0.120772946859903	6.55347508727388	11.1030207179668	3.35519451051689e-14	2.07183261024418e-12	1.79238022535508e-12	"BIRC5/ERCC6L/SKA1/ZWINT/ANAPC15/POM121/NUF2/CENPF/MAD2L1/NDC80/ESPL1/SPC25/BUB1B/PLK1/SKA2/PPP2R1B/SPC24/CDCA8/INCENP/PSMB7/UBE2S/BUB1/SPAST/PSMB5/UBE2C"	25	2	"SLF1_FORALL_089"	"NMF4"	"low"
"REACTOME_CELL_CYCLE_CHECKPOINTS"	"REACTOME_CELL_CYCLE_CHECKPOINTS"	"27/137"	"237/7434"	0.113924050632911	6.18183498105886	11.10841706605	1.19768780469153e-14	9.35111038403728e-13	8.08981635610299e-13	"BIRC5/ERCC6L/SKA1/ZWINT/ANAPC15/RNF168/NUF2/COP1/CENPF/MAD2L1/NDC80/SPC25/BUB1B/PLK1/SKA2/CLSPN/PPP2R1B/SPC24/CDCA8/INCENP/PSMB7/UBE2S/CDC6/BUB1/PSMB5/CCNE2/UBE2C"	27	2	"SLF1_FORALL_089"	"NMF4"	"low"
"REACTOME_DISEASES_OF_MITOTIC_CELL_CYCLE"	"REACTOME_DISEASES_OF_MITOTIC_CELL_CYCLE"	"6/137"	"37/7434"	0.162162162162162	8.79936871177747	6.51632417394829	5.10079035779473e-05	0.00114186892358849	0.000987851657739034	"ANAPC15/CDK4/SKP2/UBE2S/CCNE2/UBE2C"	6	3	"SLF1_FORALL_089"	"NMF4"	"low"
"REACTOME_CYCLIN_D_ASSOCIATED_EVENTS_IN_G1"	"REACTOME_CYCLIN_D_ASSOCIATED_EVENTS_IN_G1"	"6/137"	"43/7434"	0.13953488372093	7.57154982176201	5.9213483112924	0.000122162133692408	0.00223511459422406	0.00193363845142759	"CKS1B/CDK4/PPP2R1B/SKP2/CCNE2/CDKN2D"	6	3	"SLF1_FORALL_089"	"NMF4"	"low"
"REACTOME_SCF_SKP2_MEDIATED_DEGRADATION_OF_P27_P21"	"REACTOME_SCF_SKP2_MEDIATED_DEGRADATION_OF_P27_P21"	"6/137"	"44/7434"	0.136363636363636	7.39946914399469	5.83335282717073	0.000139330243406532	0.00245818358010095	0.00212661950462601	"CKS1B/CDK4/SKP2/PSMB7/PSMB5/CCNE2"	6	3	"SLF1_FORALL_089"	"NMF4"	"low"
"REACTOME_CDK_MEDIATED_PHOSPHORYLATION_AND_REMOVAL_OF_CDC6"	"REACTOME_CDK_MEDIATED_PHOSPHORYLATION_AND_REMOVAL_OF_CDC6"	"7/137"	"55/7434"	0.127272727272727	6.90617120106171	6.02363708020401	6.00797737375642e-05	0.00123664200943153	0.00106984158497592	"ANAPC15/PSMB7/UBE2S/CDC6/PSMB5/CCNE2/UBE2C"	7	3	"SLF1_FORALL_089"	"NMF4"	"low"
"REACTOME_SWITCHING_OF_ORIGINS_TO_A_POST_REPLICATIVE_STATE"	"REACTOME_SWITCHING_OF_ORIGINS_TO_A_POST_REPLICATIVE_STATE"	"8/137"	"73/7434"	0.10958904109589	5.94660533946605	5.81929615725736	5.31639377379258e-05	0.00114186892358849	0.000987851657739034	"ANAPC15/SKP2/PSMB7/UBE2S/CDC6/PSMB5/CCNE2/UBE2C"	8	3	"SLF1_FORALL_089"	"NMF4"	"low"
"REACTOME_CYCLIN_A_CDK2_ASSOCIATED_EVENTS_AT_S_PHASE_ENTRY"	"REACTOME_CYCLIN_A_CDK2_ASSOCIATED_EVENTS_AT_S_PHASE_ENTRY"	"7/137"	"68/7434"	0.102941176470588	5.58587376556462	5.20512150394998	0.000235223473073091	0.00400691019648645	0.00346645118212976	"CKS1B/CDK4/SKP2/CDC25B/PSMB7/PSMB5/CCNE2"	7	3	"SLF1_FORALL_089"	"NMF4"	"low"
"REACTOME_MITOTIC_G1_PHASE_AND_G1_S_TRANSITION"	"REACTOME_MITOTIC_G1_PHASE_AND_G1_S_TRANSITION"	"13/137"	"131/7434"	0.099236641221374	5.38485540758901	6.93761909062093	7.25719956948765e-07	2.75773583640531e-05	2.38576763175059e-05	"POLE3/CKS1B/TYMS/CDK4/PPP2R1B/SKP2/PSMB7/CDC6/RRM2/E2F6/PSMB5/CCNE2/CDKN2D"	13	3	"SLF1_FORALL_089"	"NMF4"	"low"
"REACTOME_SYNTHESIS_OF_DNA"	"REACTOME_SYNTHESIS_OF_DNA"	"10/137"	"102/7434"	0.0980392156862745	5.31987977672821	6.01908803091619	1.63778796404146e-05	0.000425824870650778	0.000368388871690211	"POLE3/ANAPC15/SKP2/FEN1/PSMB7/UBE2S/CDC6/PSMB5/CCNE2/UBE2C"	10	3	"SLF1_FORALL_089"	"NMF4"	"low"
"REACTOME_S_PHASE"	"REACTOME_S_PHASE"	"13/137"	"142/7434"	0.0915492957746479	4.96771872108564	6.54081545092477	1.829494135029e-06	6.02513401802884e-05	5.21245346541596e-05	"POLE3/ANAPC15/CKS1B/CDK4/SKP2/CDC25B/FEN1/PSMB7/UBE2S/CDC6/PSMB5/CCNE2/UBE2C"	13	3	"SLF1_FORALL_089"	"NMF4"	"low"
"REACTOME_DNA_REPLICATION"	"REACTOME_DNA_REPLICATION"	"10/137"	"122/7434"	0.0819672131147541	4.44776833792031	5.26102151548766	7.75225116595235e-05	0.00147292772153095	0.00127425666938326	"POLE3/ANAPC15/SKP2/FEN1/PSMB7/UBE2S/CDC6/PSMB5/CCNE2/UBE2C"	10	3	"SLF1_FORALL_089"	"NMF4"	"low"
"REACTOME_NEDDYLATION"	"REACTOME_NEDDYLATION"	"11/137"	"187/7434"	0.0588235294117647	3.19192786603693	4.15947106345399	0.000638913983782861	0.00876731966635371	0.00758476834549245	"BIRC5/ASB6/COP1/KEAP1/FBXL3/SKP2/DTL/PSMB7/FBXO9/WSB1/PSMB5"	11	3	"SLF1_FORALL_089"	"NMF4"	"low"
"REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION"	"REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION"	"13/137"	"242/7434"	0.0537190082644628	2.91494239005852	4.14962387272243	0.000493613568007321	0.00717191478222402	0.00620455444616014	"ASB6/RNF114/KEAP1/FBXL3/RNF220/SKP2/RNF34/PSMB7/UBE2S/FBXO9/WSB1/PSMB5/UBE2C"	13	3	"SLF1_FORALL_089"	"NMF4"	"low"
"REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION"	"REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION"	"36/137"	"1097/7434"	0.03281677301732	1.78072912854567	3.83735536815562	0.000277747215868571	0.0044260362786798	0.00382904480959727	"BIRC5/ASB6/OGFOD1/MRTFA/POM121/KIN/RNF168/RAB18/RAD18/COP1/KEAP1/RNF181/FBXL3/PSMG1/CLSPN/SKP2/DTL/PIAS3/USP11/CDCA8/INCENP/F5/USP22/B3GALNT2/PSMB7/USP16/ARSK/UBE2S/GOLM1/FBXO9/TPGS1/POMP/WSB1/UBE2T/PSMB5/UBE2C"	36	3	"SLF1_FORALL_089"	"NMF4"	"low"
"REACTOME_G2_M_DNA_REPLICATION_CHECKPOINT"	"REACTOME_G2_M_DNA_REPLICATION_CHECKPOINT"	"5/401"	"7/7434"	0.714285714285714	13.2418952618454	7.73704123630128	8.55263243584858e-06	0.000144761223080844	0.000129706589377976	"WEE1/CCNB1/CCNA2/CCNB2/PKMYT1"	5	1	"LRRC40_FORALL_050"	"NMF4"	"low"
"REACTOME_PHOSPHORYLATION_OF_EMI1"	"REACTOME_PHOSPHORYLATION_OF_EMI1"	"4/401"	"6/7434"	0.666666666666667	12.359102244389	6.64611161183242	0.00011473623335824	0.00161336795829895	0.00144558363648115	"PLK1/FBXO5/CCNB1/CDC20"	4	1	"LRRC40_FORALL_050"	"NMF4"	"low"
"REACTOME_CONDENSATION_OF_PROMETAPHASE_CHROMOSOMES"	"REACTOME_CONDENSATION_OF_PROMETAPHASE_CHROMOSOMES"	"7/401"	"11/7434"	0.636363636363636	11.7973248696441	8.55670825798935	3.45017534550684e-07	7.16695514953011e-06	6.42161822680459e-06	"NCAPD2/NCAPG/NCAPH/SMC2/SMC4/CCNB1/CCNB2"	7	1	"LRRC40_FORALL_050"	"NMF4"	"low"
"REACTOME_POLO_LIKE_KINASE_MEDIATED_EVENTS"	"REACTOME_POLO_LIKE_KINASE_MEDIATED_EVENTS"	"9/401"	"15/7434"	0.6	11.1231920199501	9.37075024081611	1.32681773990684e-08	3.19134582703908e-07	2.8594576222923e-07	"FOXM1/PLK1/WEE1/CENPF/LIN54/CCNB1/CCNB2/MYBL2/PKMYT1"	9	1	"LRRC40_FORALL_050"	"NMF4"	"low"
"REACTOME_ACTIVATION_OF_NIMA_KINASES_NEK9_NEK6_NEK7"	"REACTOME_ACTIVATION_OF_NIMA_KINASES_NEK9_NEK6_NEK7"	"4/401"	"7/7434"	0.571428571428571	10.5935162094763	6.0632303190163	0.000256314367921429	0.00339523669971285	0.00304214459561971	"PLK1/NEK9/CCNB1/CCNB2"	4	1	"LRRC40_FORALL_050"	"NMF4"	"low"
"REACTOME_CYCLIN_A_B1_B2_ASSOCIATED_EVENTS_DURING_G2_M_TRANSITION"	"REACTOME_CYCLIN_A_B1_B2_ASSOCIATED_EVENTS_DURING_G2_M_TRANSITION"	"12/401"	"31/7434"	0.387096774193548	7.17625291609685	8.22784285012999	2.85667721711205e-08	6.6948794267703e-07	5.99863663944177e-07	"FOXM1/MIS18BP1/PLK1/WEE1/PPP2R3B/CCNB1/HJURP/SGO1/CCNA2/CCNB2/PKMYT1/CDC25B"	12	1	"LRRC40_FORALL_050"	"NMF4"	"low"
"REACTOME_G1_S_SPECIFIC_TRANSCRIPTION"	"REACTOME_G1_S_SPECIFIC_TRANSCRIPTION"	"10/401"	"28/7434"	0.357142857142857	6.62094763092269	7.11509404643599	1.0192125027323e-06	1.9011433214231e-05	1.70343142239683e-05	"ORC1/PCNA/RBL1/FBXO5/LIN54/TK1/CDC45/POLA1/RRM2/TYMS"	10	1	"LRRC40_FORALL_050"	"NMF4"	"low"
"REACTOME_CONDENSATION_OF_PROPHASE_CHROMOSOMES"	"REACTOME_CONDENSATION_OF_PROPHASE_CHROMOSOMES"	"6/401"	"18/7434"	0.333333333333333	6.17955112219451	5.25324263003719	0.000252857556499696	0.00339523669971285	0.00304214459561971	"SMC2/SMC4/PLK1/NCAPD3/CCNB1/NCAPG2"	6	1	"LRRC40_FORALL_050"	"NMF4"	"low"
"REACTOME_E2F_MEDIATED_REGULATION_OF_DNA_REPLICATION"	"REACTOME_E2F_MEDIATED_REGULATION_OF_DNA_REPLICATION"	"7/401"	"22/7434"	0.318181818181818	5.89866243482204	5.49420794377483	0.000106056011897146	0.00151461241990611	0.00135709831013124	"ORC1/PPP2R3B/CCNB1/PRIM2/POLA1/ORC6/PRIM1"	7	1	"LRRC40_FORALL_050"	"NMF4"	"low"
"REACTOME_ACTIVATION_OF_THE_PRE_REPLICATIVE_COMPLEX"	"REACTOME_ACTIVATION_OF_THE_PRE_REPLICATIVE_COMPLEX"	"10/401"	"32/7434"	0.3125	5.79332917705736	6.48816143970036	4.12283215017895e-06	7.38876193188934e-05	6.62035792123679e-05	"DBF4/ORC1/PRIM2/CDC45/POLA1/ORC6/PRIM1/GMNN/CDC7/MCM10"	10	1	"LRRC40_FORALL_050"	"NMF4"	"low"
"REACTOME_DEPOSITION_OF_NEW_CENPA_CONTAINING_NUCLEOSOMES_AT_THE_CENTROMERE"	"REACTOME_DEPOSITION_OF_NEW_CENPA_CONTAINING_NUCLEOSOMES_AT_THE_CENTROMERE"	"10/401"	"32/7434"	0.3125	5.79332917705736	6.48816143970036	4.12283215017895e-06	7.38876193188934e-05	6.62035792123679e-05	"MIS18BP1/CENPI/CENPH/HJURP/CENPM/CENPQ/OIP5/ITGB3BP/KNL1/MIS18A"	10	1	"LRRC40_FORALL_050"	"NMF4"	"low"
"REACTOME_RESOLUTION_OF_SISTER_CHROMATID_COHESION"	"REACTOME_RESOLUTION_OF_SISTER_CHROMATID_COHESION"	"35/401"	"117/7434"	0.299145299145299	5.54575100709764	11.8335756359751	1.36191316035538e-17	2.0746477142747e-15	1.8588919978184e-15	"ZW10/MAD2L1/PLK1/CENPI/BUB1B/CENPE/CENPH/SKA2/SGO2/SKA1/KIF18A/CENPF/INCENP/SPC24/CDCA5/CCNB1/BIRC5/BUB1/AURKB/CDCA8/KIF2C/CDC20/CENPM/SGO1/CENPQ/ZWINT/SPC25/NDC80/ITGB3BP/CCNB2/KNL1/NUF2/FIRRM/SPDL1/TUBB2A"	35	1	"LRRC40_FORALL_050"	"NMF4"	"low"
"REACTOME_MITOTIC_SPINDLE_CHECKPOINT"	"REACTOME_MITOTIC_SPINDLE_CHECKPOINT"	"32/401"	"107/7434"	0.299065420560748	5.54427016570723	11.3051643466796	3.57892116460211e-16	3.63459327160704e-14	3.25660896615257e-14	"ZW10/MAD2L1/ANAPC16/PLK1/CENPI/BUB1B/CENPE/CENPH/SKA2/SGO2/SKA1/KIF18A/CENPF/INCENP/SPC24/BIRC5/BUB1/AURKB/CDCA8/KIF2C/CDC20/CENPM/SGO1/CENPQ/ZWINT/SPC25/NDC80/ITGB3BP/KNL1/UBE2S/NUF2/SPDL1"	32	1	"LRRC40_FORALL_050"	"NMF4"	"low"
"REACTOME_G0_AND_EARLY_G1"	"REACTOME_G0_AND_EARLY_G1"	"7/401"	"26/7434"	0.269230769230769	4.99117590638788	4.86766857081143	0.000339011245062048	0.0043035594164821	0.00385600509734317	"MAX/PCNA/RBL1/LIN54/TOP2A/CCNA2/MYBL2"	7	1	"LRRC40_FORALL_050"	"NMF4"	"low"
"REACTOME_CELL_CYCLE_CHECKPOINTS"	"REACTOME_CELL_CYCLE_CHECKPOINTS"	"63/401"	"237/7434"	0.265822784810127	4.92799646453487	14.674166885535	6.7889154620601e-28	2.06835624410764e-25	1.85325481736237e-25	"ZW10/MAD2L1/BRCA1/RAD9A/PIAS4/NSD2/ANAPC16/RFC2/RFC5/BARD1/RFC4/HUS1/RFC3/PLK1/CENPI/BUB1B/WEE1/RBBP8/TOPBP1/CENPE/DBF4/CENPH/ORC1/SKA2/GTSE1/SGO2/SKA1/PSMB6/KIF18A/CENPF/INCENP/PSMB5/SPC24/EXO1/CCNB1/BLM/BIRC5/BUB1/AURKB/CDCA8/CDC45/KIF2C/CDC20/ORC6/CHEK1/CENPM/SGO1/CENPQ/ZWINT/DNA2/SPC25/NDC80/ITGB3BP/CLSPN/CCNA2/CCNB2/KNL1/CDC7/PKMYT1/UBE2S/NUF2/MCM10/SPDL1"	63	1	"LRRC40_FORALL_050"	"NMF4"	"low"
"REACTOME_RHO_GTPASES_ACTIVATE_FORMINS"	"REACTOME_RHO_GTPASES_ACTIVATE_FORMINS"	"34/401"	"128/7434"	0.265625	4.92432980049875	10.6933699794848	2.23113638096644e-15	2.03925865220333e-13	1.82718326778094e-13	"ZW10/MAD2L1/PLK1/EVL/DIAPH3/CENPI/BUB1B/CENPE/CENPH/SKA2/SGO2/SKA1/KIF18A/CENPF/INCENP/SPC24/BIRC5/BUB1/AURKB/CDCA8/KIF2C/CDC20/CENPM/SGO1/CENPQ/ZWINT/SPC25/NDC80/ITGB3BP/KNL1/NUF2/SPDL1/FMNL1/TUBB2A"	34	1	"LRRC40_FORALL_050"	"NMF4"	"low"
"REACTOME_MITOTIC_PROMETAPHASE"	"REACTOME_MITOTIC_PROMETAPHASE"	"50/401"	"192/7434"	0.260416666666667	4.82777431421446	12.8307375583536	8.95881756798056e-22	2.04708981428356e-19	1.83420001786549e-19	"ZW10/MAD2L1/NCAPD2/NCAPG/NCAPH/CEP131/PRKACA/SMC2/SMC4/PLK1/CENPJ/CENPI/MZT1/NME7/HAUS1/BUB1B/CENPE/CENPH/SKA2/SGO2/SKA1/NEK9/KIF18A/CENPF/INCENP/SPC24/CDCA5/CCNB1/BIRC5/BUB1/AURKB/CDCA8/KIF2C/CDC20/HAUS6/NEK2/CENPM/SGO1/CENPQ/ZWINT/SPC25/NDC80/ITGB3BP/CCNB2/KNL1/NUF2/FIRRM/CEP76/SPDL1/TUBB2A"	50	1	"LRRC40_FORALL_050"	"NMF4"	"low"
"REACTOME_TRANSCRIPTIONAL_REGULATION_BY_E2F6"	"REACTOME_TRANSCRIPTIONAL_REGULATION_BY_E2F6"	"8/401"	"33/7434"	0.242424242424242	4.49421899795965	4.80336769023398	0.000281398850596799	0.00362251478092217	0.00324578659398531	"BRCA1/L3MBTL2/MAX/RBBP8/RRM2/CHEK1/CDC7/RAD51"	8	1	"LRRC40_FORALL_050"	"NMF4"	"low"
"REACTOME_SEPARATION_OF_SISTER_CHROMATIDS"	"REACTOME_SEPARATION_OF_SISTER_CHROMATIDS"	"38/401"	"163/7434"	0.233128834355828	4.32189464987837	10.239211859139	5.01471845118266e-15	3.81954388698413e-13	3.42232539914045e-13	"ZW10/MAD2L1/ANAPC16/PLK1/PTTG1/CENPI/BUB1B/CENPE/CENPH/SKA2/SGO2/SKA1/PSMB6/KIF18A/CENPF/INCENP/PSMB5/SPC24/CDCA5/BIRC5/BUB1/AURKB/CDCA8/KIF2C/CDC20/CENPM/SGO1/CENPQ/ZWINT/SPC25/NDC80/ITGB3BP/KNL1/UBE2S/NUF2/ESPL1/SPDL1/TUBB2A"	38	1	"LRRC40_FORALL_050"	"NMF4"	"low"
"REACTOME_APC_C_MEDIATED_DEGRADATION_OF_CELL_CYCLE_PROTEINS"	"REACTOME_APC_C_MEDIATED_DEGRADATION_OF_CELL_CYCLE_PROTEINS"	"16/401"	"69/7434"	0.231884057971014	4.2988181719614	6.57325517571969	5.21509362638381e-07	1.01416927117336e-05	9.08699404552431e-06	"MAD2L1/ANAPC16/PLK1/PTTG1/BUB1B/PSMB6/SKP2/FBXO5/PSMB5/CCNB1/AURKB/CDC20/NEK2/CCNA2/UBE2S/AURKA"	16	1	"LRRC40_FORALL_050"	"NMF4"	"low"
