"V1"	"V2"	"gene_symbol1"	"gene_symbol2"
"33788"	"ENSG00000127054"	"ENSG00000186970"	"KRTAP15-1"	"INTS11"
"33789"	"ENSG00000127054"	"ENSG00000188313"	"PLSCR1"	"INTS11"
"33790"	"ENSG00000127054"	"ENSG00000197683"	"KRTAP26-1"	"INTS11"
"33791"	"ENSG00000127074"	"ENSG00000221963"	"RGS13"	"APOL6"
"33793"	"ENSG00000127184"	"ENSG00000136305"	"COX7C"	"CIDEB"
"33794"	"ENSG00000127184"	"ENSG00000183305"	"MAGEA2B"	"COX7C"
"33795"	"ENSG00000127184"	"ENSG00000268606"	"MAGEA2"	"COX7C"
"33797"	"ENSG00000127191"	"ENSG00000127445"	"TRAF2"	"PIN1"
"33798"	"ENSG00000127191"	"ENSG00000128408"	"TRAF2"	"RIBC2"
"33799"	"ENSG00000127191"	"ENSG00000128563"	"TRAF2"	"PRKRIP1"
"33800"	"ENSG00000127191"	"ENSG00000129245"	"TRAF2"	"FXR2"
"33801"	"ENSG00000127191"	"ENSG00000129675"	"TRAF2"	"ARHGEF6"
"33802"	"ENSG00000127191"	"ENSG00000131149"	"TRAF2"	"GSE1"
"33803"	"ENSG00000127191"	"ENSG00000131791"	"TRAF2"	"PRKAB2"
"33804"	"ENSG00000127191"	"ENSG00000132622"	"TRAF2"	"HSPA12B"
"33805"	"ENSG00000127191"	"ENSG00000132801"	"ZSWIM3"	"TRAF2"
"33806"	"ENSG00000127191"	"ENSG00000132911"	"TRAF2"	"NMUR2"
"33807"	"ENSG00000127191"	"ENSG00000132950"	"ZMYM5"	"TRAF2"
"33808"	"ENSG00000127191"	"ENSG00000133134"	"TRAF2"	"BEX2"
"33809"	"ENSG00000127191"	"ENSG00000134207"	"TRAF2"	"SYT6"
"33810"	"ENSG00000127191"	"ENSG00000134532"	"TRAF2"	"SOX5"
"33811"	"ENSG00000127191"	"ENSG00000134595"	"TRAF2"	"SOX3"
"33812"	"ENSG00000127191"	"ENSG00000135083"	"TRAF2"	"CCNJL"
"33813"	"ENSG00000127191"	"ENSG00000135451"	"TROAP"	"TRAF2"
"33814"	"ENSG00000127191"	"ENSG00000136158"	"TRAF2"	"SPRY2"
"33815"	"ENSG00000127191"	"ENSG00000136436"	"TRAF2"	"CALCOCO2"
"33816"	"ENSG00000127191"	"ENSG00000136451"	"VEZF1"	"TRAF2"
"33817"	"ENSG00000127191"	"ENSG00000136810"	"TXN"	"TRAF2"
"33818"	"ENSG00000127191"	"ENSG00000137265"	"TRAF2"	"IRF4"
"33819"	"ENSG00000127191"	"ENSG00000137275"	"TRAF2"	"RIPK1"
"33820"	"ENSG00000127191"	"ENSG00000137338"	"TRAF2"	"PGBD1"
"33821"	"ENSG00000127191"	"ENSG00000138101"	"TRAF2"	"DTNB"
"33822"	"ENSG00000127191"	"ENSG00000138303"	"TRAF2"	"ASCC1"
"33823"	"ENSG00000127191"	"ENSG00000139083"	"TRAF2"	"ETV6"
"33824"	"ENSG00000127191"	"ENSG00000139517"	"TRAF2"	"LNX2"
"33825"	"ENSG00000127191"	"ENSG00000139714"	"TRAF2"	"MORN3"
"33826"	"ENSG00000127191"	"ENSG00000140259"	"TRAF2"	"MFAP1"
"33827"	"ENSG00000127191"	"ENSG00000140320"	"TRAF2"	"BAHD1"
"33828"	"ENSG00000127191"	"ENSG00000140481"	"TRAF2"	"CCDC33"
"33829"	"ENSG00000127191"	"ENSG00000140859"	"TRAF2"	"KIFC3"
"33830"	"ENSG00000127191"	"ENSG00000140987"	"ZSCAN32"	"TRAF2"
"33831"	"ENSG00000127191"	"ENSG00000141013"	"TRAF2"	"GAS8"
"33832"	"ENSG00000127191"	"ENSG00000141570"	"TRAF2"	"CBX8"
"33833"	"ENSG00000127191"	"ENSG00000142867"	"TRAF2"	"BCL10"
"33834"	"ENSG00000127191"	"ENSG00000143756"	"TRAF2"	"FBXO28"
"33835"	"ENSG00000127191"	"ENSG00000143842"	"TRAF2"	"SOX13"
"33836"	"ENSG00000127191"	"ENSG00000144597"	"TRAF2"	"EAF1"
"33837"	"ENSG00000127191"	"ENSG00000145365"	"TRAF2"	"TIFA"
"33838"	"ENSG00000127191"	"ENSG00000145390"	"USP53"	"TRAF2"
"33839"	"ENSG00000127191"	"ENSG00000145945"	"TRAF2"	"FAM50B"
"33840"	"ENSG00000127191"	"ENSG00000145982"	"TRAF2"	"FARS2"
"33841"	"ENSG00000127191"	"ENSG00000146007"	"ZMAT2"	"TRAF2"
"33842"	"ENSG00000127191"	"ENSG00000146112"	"TRAF2"	"PPP1R18"
"33843"	"ENSG00000127191"	"ENSG00000146592"	"TRAF2"	"CREB5"
"33844"	"ENSG00000127191"	"ENSG00000146755"	"TRIM50"	"TRAF2"
"33845"	"ENSG00000127191"	"ENSG00000147223"	"TRAF2"	"RIPPLY1"
"33846"	"ENSG00000127191"	"ENSG00000147378"	"TRAF2"	"FATE1"
"33847"	"ENSG00000127191"	"ENSG00000147679"	"UTP23"	"TRAF2"
"33848"	"ENSG00000127191"	"ENSG00000148082"	"TRAF2"	"SHC3"
"33849"	"ENSG00000127191"	"ENSG00000148450"	"TRAF2"	"MSRB2"
"33850"	"ENSG00000127191"	"ENSG00000149313"	"TRAF2"	"AASDHPPT"
"33851"	"ENSG00000127191"	"ENSG00000149743"	"TRPT1"	"TRAF2"
"33852"	"ENSG00000127191"	"ENSG00000152404"	"TRAF2"	"CWF19L2"
"33853"	"ENSG00000127191"	"ENSG00000154359"	"TRAF2"	"LONRF1"
"33854"	"ENSG00000127191"	"ENSG00000155754"	"TRAF2"	"C2CD6"
"33855"	"ENSG00000127191"	"ENSG00000155890"	"TRIM42"	"TRAF2"
"33856"	"ENSG00000127191"	"ENSG00000156050"	"TRAF2"	"FAM161B"
"33857"	"ENSG00000127191"	"ENSG00000157191"	"TRAF2"	"NECAP2"
"33858"	"ENSG00000127191"	"ENSG00000157500"	"TRAF2"	"APPL1"
"33859"	"ENSG00000127191"	"ENSG00000158062"	"UBXN11"	"TRAF2"
"33860"	"ENSG00000127191"	"ENSG00000158480"	"TRAF2"	"SPATA2"
"33861"	"ENSG00000127191"	"ENSG00000158773"	"USF1"	"TRAF2"
"33862"	"ENSG00000127191"	"ENSG00000158856"	"TRAF2"	"DMTN"
"33863"	"ENSG00000127191"	"ENSG00000161202"	"TRAF2"	"DVL3"
"33864"	"ENSG00000127191"	"ENSG00000161647"	"TRAF2"	"MPP3"
"33865"	"ENSG00000127191"	"ENSG00000161896"	"TRAF2"	"IP6K3"
"33866"	"ENSG00000127191"	"ENSG00000161981"	"TRAF2"	"SNRNP25"
"33867"	"ENSG00000127191"	"ENSG00000162148"	"TRAF2"	"SAXO4"
"33868"	"ENSG00000127191"	"ENSG00000162639"	"TRAF2"	"HENMT1"
"33869"	"ENSG00000127191"	"ENSG00000163155"	"TRAF2"	"LYSMD1"
"33870"	"ENSG00000127191"	"ENSG00000163156"	"TRAF2"	"SCNM1"
"33871"	"ENSG00000127191"	"ENSG00000163499"	"TRAF2"	"CRYBA2"
"33872"	"ENSG00000127191"	"ENSG00000164080"	"TRAF2"	"RAD54L2"
"33873"	"ENSG00000127191"	"ENSG00000164287"	"TRAF2"	"CDC20B"
"33874"	"ENSG00000127191"	"ENSG00000164675"	"TRAF2"	"IQUB"
"33875"	"ENSG00000127191"	"ENSG00000164949"	"TRAF2"	"GEM"
"33876"	"ENSG00000127191"	"ENSG00000165030"	"TRAF2"	"NFIL3"
"33877"	"ENSG00000127191"	"ENSG00000165630"	"TRAF2"	"PRPF18"
"33878"	"ENSG00000127191"	"ENSG00000165802"	"TRAF2"	"NSMF"
"33879"	"ENSG00000127191"	"ENSG00000165816"	"VWA2"	"TRAF2"
"33880"	"ENSG00000127191"	"ENSG00000166394"	"TRAF2"	"CYB5R2"
"33881"	"ENSG00000127191"	"ENSG00000166432"	"ZMAT1"	"TRAF2"
"33882"	"ENSG00000127191"	"ENSG00000166886"	"TRAF2"	"NAB2"
"33883"	"ENSG00000127191"	"ENSG00000167395"	"ZNF646"	"TRAF2"
"33884"	"ENSG00000127191"	"ENSG00000167522"	"TRAF2"	"ANKRD11"
"33885"	"ENSG00000127191"	"ENSG00000167604"	"TRAF2"	"NFKBID"
"33886"	"ENSG00000127191"	"ENSG00000168101"	"TRAF2"	"NUDT16L1"
"33887"	"ENSG00000127191"	"ENSG00000168137"	"TRAF2"	"SETD5"
"33888"	"ENSG00000127191"	"ENSG00000168309"	"TRAF2"	"FAM107A"
"33889"	"ENSG00000127191"	"ENSG00000168826"	"ZBTB49"	"TRAF2"
"33890"	"ENSG00000127191"	"ENSG00000169155"	"ZBTB43"	"TRAF2"
"33891"	"ENSG00000127191"	"ENSG00000169188"	"TRAF2"	"APEX2"
"33892"	"ENSG00000127191"	"ENSG00000169220"	"TRAF2"	"RGS14"
"33893"	"ENSG00000127191"	"ENSG00000169314"	"TRAF2"	"C22orf15"
"33894"	"ENSG00000127191"	"ENSG00000169981"	"ZNF35"	"TRAF2"
"33895"	"ENSG00000127191"	"ENSG00000169989"	"TRAF2"	"TIGD4"
"33896"	"ENSG00000127191"	"ENSG00000170264"	"TRAF2"	"FAM161A"
"33897"	"ENSG00000127191"	"ENSG00000170967"	"TRAF2"	"DDI1"
"33898"	"ENSG00000127191"	"ENSG00000171703"	"TRAF2"	"TCEA2"
"33899"	"ENSG00000127191"	"ENSG00000171847"	"TRAF2"	"FAM90A1"
"33900"	"ENSG00000127191"	"ENSG00000172009"	"TRAF2"	"THOP1"
"33901"	"ENSG00000127191"	"ENSG00000172053"	"TRAF2"	"QARS1"
"33902"	"ENSG00000127191"	"ENSG00000172273"	"TRAF2"	"HINFP"
"33903"	"ENSG00000127191"	"ENSG00000172530"	"TRAF2"	"BANP"
"33904"	"ENSG00000127191"	"ENSG00000172680"	"TRAF2"	"MOS"
"33905"	"ENSG00000127191"	"ENSG00000172775"	"TRAF2"	"PSME3IP1"
"33906"	"ENSG00000127191"	"ENSG00000173480"	"ZNF417"	"TRAF2"
"33907"	"ENSG00000127191"	"ENSG00000173991"	"TRAF2"	"TCAP"
"33908"	"ENSG00000127191"	"ENSG00000174791"	"TRAF2"	"RIN1"
"33909"	"ENSG00000127191"	"ENSG00000175104"	"TRAF6"	"TRAF2"
"33910"	"ENSG00000127191"	"ENSG00000175294"	"TRAF2"	"CATSPER1"
"33911"	"ENSG00000127191"	"ENSG00000175513"	"TSGA10IP"	"TRAF2"
"33912"	"ENSG00000127191"	"ENSG00000175556"	"TRAF2"	"LONRF3"
"33913"	"ENSG00000127191"	"ENSG00000176105"	"YES1"	"TRAF2"
"33914"	"ENSG00000127191"	"ENSG00000176896"	"TRAF2"	"TCEANC"
"33915"	"ENSG00000127191"	"ENSG00000178035"	"TRAF2"	"IMPDH2"
"33916"	"ENSG00000127191"	"ENSG00000179262"	"TRAF2"	"RAD23A"
"33917"	"ENSG00000127191"	"ENSG00000179455"	"TRAF2"	"MKRN3"
"33918"	"ENSG00000127191"	"ENSG00000179930"	"ZNF648"	"TRAF2"
"33919"	"ENSG00000127191"	"ENSG00000180530"	"TRAF2"	"NRIP1"
"33920"	"ENSG00000127191"	"ENSG00000180628"	"TRAF2"	"PCGF5"
"33921"	"ENSG00000127191"	"ENSG00000180938"	"ZNF572"	"TRAF2"
"33922"	"ENSG00000127191"	"ENSG00000182463"	"TSHZ2"	"TRAF2"
"33923"	"ENSG00000127191"	"ENSG00000182944"	"TRAF2"	"EWSR1"
"33924"	"ENSG00000127191"	"ENSG00000182983"	"ZNF662"	"TRAF2"
"33925"	"ENSG00000127191"	"ENSG00000183137"	"TRAF2"	"CEP57L1"
"33926"	"ENSG00000127191"	"ENSG00000183145"	"TRAF2"	"RIPPLY3"
"33927"	"ENSG00000127191"	"ENSG00000183304"	"TRAF2"	"FAM9A"
"33928"	"ENSG00000127191"	"ENSG00000183495"	"TRAF2"	"EP400"
"33929"	"ENSG00000127191"	"ENSG00000183621"	"ZNF438"	"TRAF2"
"33930"	"ENSG00000127191"	"ENSG00000184281"	"TSSC4"	"TRAF2"
"33931"	"ENSG00000127191"	"ENSG00000184436"	"TRAF2"	"THAP7"
"33932"	"ENSG00000127191"	"ENSG00000185522"	"TRAF2"	"LMNTD2"
"33933"	"ENSG00000127191"	"ENSG00000185787"	"TRAF2"	"MORF4L1"
"33934"	"ENSG00000127191"	"ENSG00000186141"	"TRAF2"	"POLR3C"
"33935"	"ENSG00000127191"	"ENSG00000186197"	"TRAF2"	"EDARADD"
"33936"	"ENSG00000127191"	"ENSG00000186510"	"TRAF2"	"CLCNKA"
"33937"	"ENSG00000127191"	"ENSG00000187634"	"TRAF2"	"SAMD11"
"33938"	"ENSG00000127191"	"ENSG00000187987"	"ZSCAN23"	"TRAF2"
"33939"	"ENSG00000127191"	"ENSG00000188747"	"TRAF2"	"NOXA1"
"33940"	"ENSG00000127191"	"ENSG00000188878"	"TRAF2"	"FBF1"
"33941"	"ENSG00000127191"	"ENSG00000189298"	"ZKSCAN3"	"TRAF2"
"33942"	"ENSG00000127191"	"ENSG00000189367"	"TRAF2"	"KIAA0408"
"33943"	"ENSG00000127191"	"ENSG00000196150"	"ZNF250"	"TRAF2"
"33944"	"ENSG00000127191"	"ENSG00000196290"	"TRAF2"	"NIF3L1"
"33945"	"ENSG00000127191"	"ENSG00000196313"	"TRAF2"	"POM121"
"33946"	"ENSG00000127191"	"ENSG00000196391"	"ZNF774"	"TRAF2"
"33947"	"ENSG00000127191"	"ENSG00000196422"	"TRAF2"	"PPP1R26"
"33948"	"ENSG00000127191"	"ENSG00000197256"	"TRAF2"	"KANK2"
"33949"	"ENSG00000127191"	"ENSG00000197343"	"ZNF655"	"TRAF2"
"33950"	"ENSG00000127191"	"ENSG00000198131"	"ZNF544"	"TRAF2"
"33951"	"ENSG00000127191"	"ENSG00000198218"	"TRAF2"	"QRICH1"
"33952"	"ENSG00000127191"	"ENSG00000198420"	"TRAF2"	"TCAF1"
"33953"	"ENSG00000127191"	"ENSG00000198885"	"TRAF2"	"ITPRIPL1"
"33954"	"ENSG00000127191"	"ENSG00000204131"	"TRAF2"	"NHSL2"
"33955"	"ENSG00000127191"	"ENSG00000204438"	"TRAF2"	"GPANK1"
"33956"	"ENSG00000127191"	"ENSG00000204536"	"TRAF2"	"CCHCR1"
"33957"	"ENSG00000127191"	"ENSG00000204616"	"TRIM31"	"TRAF2"
"33958"	"ENSG00000127191"	"ENSG00000206177"	"TRAF2"	"HBM"
"33959"	"ENSG00000127191"	"ENSG00000206181"	"TRAF2"	"ELOA2"
"33960"	"ENSG00000127191"	"ENSG00000214309"	"TRAF2"	"MBLAC1"
"33961"	"ENSG00000127191"	"ENSG00000221818"	"TRAF2"	"EBF2"
"33962"	"ENSG00000127191"	"ENSG00000227471"	"TRAF2"	"AKR1B15"
"33963"	"ENSG00000127191"	"ENSG00000228075"	"TRAF2"	"BOD1L2"
"33964"	"ENSG00000127191"	"ENSG00000229809"	"ZNF688"	"TRAF2"
"33965"	"ENSG00000127191"	"ENSG00000240583"	"TRAF2"	"AQP1"
"33966"	"ENSG00000127191"	"ENSG00000248746"	"TRAF2"	"ACTN3"
"33967"	"ENSG00000127191"	"ENSG00000253797"	"UTP14C"	"TRAF2"
"33968"	"ENSG00000127191"	"ENSG00000255561"	"TRAF2"	"FDXACB1"
"33969"	"ENSG00000127191"	"ENSG00000260220"	"TRAF2"	"CCDC187"
"33970"	"ENSG00000127191"	"ENSG00000265763"	"ZNF488"	"TRAF2"
"33971"	"ENSG00000127191"	"ENSG00000266094"	"TRAF2"	"RASSF5"
"33972"	"ENSG00000127191"	"ENSG00000266714"	"TRAF2"	"MYO15B"
"33973"	"ENSG00000127191"	"ENSG00000270765"	"TRAF2"	"GAS2L2"
"33974"	"ENSG00000127191"	"ENSG00000274180"	"TRAF2"	"NATD1"
"33975"	"ENSG00000127191"	"ENSG00000275074"	"TRAF2"	"NUDT18"
"33976"	"ENSG00000127191"	"ENSG00000277258"	"TRAF2"	"PCGF2"
"33977"	"ENSG00000127252"	"ENSG00000135018"	"UBQLN1"	"PLAAT1"
"33978"	"ENSG00000127252"	"ENSG00000152977"	"ZIC1"	"PLAAT1"
"33979"	"ENSG00000127252"	"ENSG00000164438"	"TLX3"	"PLAAT1"
"33980"	"ENSG00000127252"	"ENSG00000167131"	"PLAAT1"	"CCDC103"
"33981"	"ENSG00000127252"	"ENSG00000185359"	"PLAAT1"	"HGS"
"33982"	"ENSG00000127252"	"ENSG00000204438"	"PLAAT1"	"GPANK1"
"33983"	"ENSG00000127252"	"ENSG00000214447"	"PLAAT1"	"FAM187A"
"33984"	"ENSG00000127314"	"ENSG00000132938"	"RAP1B"	"MTUS2"
"33985"	"ENSG00000127314"	"ENSG00000160271"	"RAP1B"	"RALGDS"
"33986"	"ENSG00000127314"	"ENSG00000266094"	"RASSF5"	"RAP1B"
"33987"	"ENSG00000127324"	"ENSG00000187021"	"TSPAN8"	"PNLIPRP1"
"33988"	"ENSG00000127324"	"ENSG00000265354"	"TSPAN8"	"TIMM23"
"33989"	"ENSG00000127328"	"ENSG00000131791"	"RAB3IP"	"PRKAB2"
"33990"	"ENSG00000127328"	"ENSG00000150510"	"RAB3IP"	"FAM124A"
"33991"	"ENSG00000127328"	"ENSG00000167139"	"TBC1D21"	"RAB3IP"
"33992"	"ENSG00000127328"	"ENSG00000167302"	"TEPSIN"	"RAB3IP"
"33993"	"ENSG00000127328"	"ENSG00000167994"	"RAB3IP"	"RAB3IL1"
"33994"	"ENSG00000127328"	"ENSG00000172530"	"RAB3IP"	"BANP"
"33995"	"ENSG00000127328"	"ENSG00000175793"	"SFN"	"RAB3IP"
"33996"	"ENSG00000127328"	"ENSG00000176783"	"RUFY1"	"RAB3IP"
"33997"	"ENSG00000127328"	"ENSG00000180611"	"RAB3IP"	"MB21D2"
"33998"	"ENSG00000127328"	"ENSG00000187726"	"RAB3IP"	"DNAJB13"
"33999"	"ENSG00000127328"	"ENSG00000196553"	"RAB3IP"	"CCDC196"
"34000"	"ENSG00000127328"	"ENSG00000204889"	"RAB3IP"	"KRT40"
"34001"	"ENSG00000127328"	"ENSG00000239264"	"TXNDC5"	"RAB3IP"
"34002"	"ENSG00000127328"	"ENSG00000241476"	"SSX2"	"RAB3IP"
"34003"	"ENSG00000127328"	"ENSG00000242265"	"RAB3IP"	"PEG10"
"34004"	"ENSG00000127328"	"ENSG00000268447"	"SSX2B"	"RAB3IP"
"34005"	"ENSG00000127334"	"ENSG00000185811"	"IKZF1"	"DYRK2"
"34006"	"ENSG00000127334"	"ENSG00000213588"	"ZBTB9"	"DYRK2"
"34007"	"ENSG00000127334"	"ENSG00000265817"	"FSBP"	"DYRK2"
"34008"	"ENSG00000127337"	"ENSG00000140416"	"YEATS4"	"TPM1"
"34009"	"ENSG00000127337"	"ENSG00000170209"	"YEATS4"	"ANKK1"
"34010"	"ENSG00000127366"	"ENSG00000158014"	"TAS2R5"	"SLC30A2"
"34011"	"ENSG00000127366"	"ENSG00000168899"	"VAMP5"	"TAS2R5"
"34012"	"ENSG00000127366"	"ENSG00000177854"	"TMEM187"	"TAS2R5"
"34013"	"ENSG00000127366"	"ENSG00000198471"	"TAS2R5"	"RTP2"
"34014"	"ENSG00000127366"	"ENSG00000213064"	"TAS2R5"	"SFT2D2"
"34015"	"ENSG00000127366"	"ENSG00000275302"	"TAS2R5"	"CCL4"
"34016"	"ENSG00000127399"	"ENSG00000142686"	"LRRC61"	"C1orf216"
"34017"	"ENSG00000127399"	"ENSG00000173065"	"LRRC61"	"FAM222B"
"34018"	"ENSG00000127399"	"ENSG00000185359"	"LRRC61"	"HGS"
"34019"	"ENSG00000127412"	"ENSG00000182944"	"TRPV5"	"EWSR1"
"34020"	"ENSG00000127423"	"ENSG00000131791"	"PRKAB2"	"AUNIP"
"34021"	"ENSG00000127423"	"ENSG00000162231"	"NXF1"	"AUNIP"
"34022"	"ENSG00000127423"	"ENSG00000179933"	"C14orf119"	"AUNIP"
"34023"	"ENSG00000127445"	"ENSG00000128573"	"PIN1"	"FOXP2"
"34024"	"ENSG00000127445"	"ENSG00000129474"	"PIN1"	"AJUBA"
"34025"	"ENSG00000127445"	"ENSG00000129993"	"PIN1"	"CBFA2T3"
"34026"	"ENSG00000127445"	"ENSG00000130511"	"SSBP4"	"PIN1"
"34027"	"ENSG00000127445"	"ENSG00000130701"	"RBBP8NL"	"PIN1"
"34028"	"ENSG00000127445"	"ENSG00000131737"	"PIN1"	"KRT34"
"34029"	"ENSG00000127445"	"ENSG00000132938"	"PIN1"	"MTUS2"
"34030"	"ENSG00000127445"	"ENSG00000138180"	"PIN1"	"CEP55"
"34031"	"ENSG00000127445"	"ENSG00000138443"	"PIN1"	"ABI2"
"34032"	"ENSG00000127445"	"ENSG00000139083"	"PIN1"	"ETV6"
"34033"	"ENSG00000127445"	"ENSG00000140262"	"TCF12"	"PIN1"
"34034"	"ENSG00000127445"	"ENSG00000140481"	"PIN1"	"CCDC33"
"34035"	"ENSG00000127445"	"ENSG00000140859"	"PIN1"	"KIFC3"
"34036"	"ENSG00000127445"	"ENSG00000142186"	"SCYL1"	"PIN1"
"34037"	"ENSG00000127445"	"ENSG00000142675"	"PIN1"	"CNKSR1"
"34038"	"ENSG00000127445"	"ENSG00000143382"	"PIN1"	"ADAMTSL4"
"34039"	"ENSG00000127445"	"ENSG00000145687"	"SSBP2"	"PIN1"
"34040"	"ENSG00000127445"	"ENSG00000145901"	"TNIP1"	"PIN1"
"34041"	"ENSG00000127445"	"ENSG00000147140"	"PIN1"	"NONO"
"34042"	"ENSG00000127445"	"ENSG00000148346"	"PIN1"	"LCN2"
"34043"	"ENSG00000127445"	"ENSG00000154945"	"PIN1"	"ANKRD40"
"34044"	"ENSG00000127445"	"ENSG00000157110"	"RBPMS"	"PIN1"
"34045"	"ENSG00000127445"	"ENSG00000157216"	"SSBP3"	"PIN1"
"34046"	"ENSG00000127445"	"ENSG00000157625"	"TAB3"	"PIN1"
"34047"	"ENSG00000127445"	"ENSG00000160200"	"PIN1"	"CBS"
"34048"	"ENSG00000127445"	"ENSG00000160685"	"ZBTB7B"	"PIN1"
"34049"	"ENSG00000127445"	"ENSG00000161405"	"PIN1"	"IKZF3"
"34050"	"ENSG00000127445"	"ENSG00000163002"	"PIN1"	"NUP35"
"34051"	"ENSG00000127445"	"ENSG00000164244"	"PRRC1"	"PIN1"
"34052"	"ENSG00000127445"	"ENSG00000166225"	"PIN1"	"FRS2"
"34053"	"ENSG00000127445"	"ENSG00000166886"	"PIN1"	"NAB2"
"34054"	"ENSG00000127445"	"ENSG00000166925"	"TSC22D4"	"PIN1"
"34055"	"ENSG00000127445"	"ENSG00000167110"	"PIN1"	"GOLGA2"
"34056"	"ENSG00000127445"	"ENSG00000167625"	"ZNF526"	"PIN1"
"34057"	"ENSG00000127445"	"ENSG00000168071"	"PIN1"	"CCDC88B"
"34058"	"ENSG00000127445"	"ENSG00000168269"	"PIN1"	"FOXI1"
"34059"	"ENSG00000127445"	"ENSG00000168517"	"PIN1"	"HEXIM2"
"34060"	"ENSG00000127445"	"ENSG00000169592"	"PIN1"	"INO80E"
"34061"	"ENSG00000127445"	"ENSG00000169957"	"ZNF768"	"PIN1"
"34062"	"ENSG00000127445"	"ENSG00000170345"	"PIN1"	"FOS"
"34063"	"ENSG00000127445"	"ENSG00000171360"	"PIN1"	"KRT38"
"34064"	"ENSG00000127445"	"ENSG00000173275"	"ZNF449"	"PIN1"
"34065"	"ENSG00000127445"	"ENSG00000173406"	"PIN1"	"DAB1"
"34066"	"ENSG00000127445"	"ENSG00000173611"	"SCAI"	"PIN1"
"34067"	"ENSG00000127445"	"ENSG00000174015"	"PIN1"	"CBY2"
"34068"	"ENSG00000127445"	"ENSG00000175514"	"PIN1"	"GPR152"
"34069"	"ENSG00000127445"	"ENSG00000175592"	"PIN1"	"FOSL1"
"34070"	"ENSG00000127445"	"ENSG00000176049"	"PIN1"	"JAKMIP2"
"34071"	"ENSG00000127445"	"ENSG00000176903"	"PNMA1"	"PIN1"
"34072"	"ENSG00000127445"	"ENSG00000177875"	"PIN1"	"CCDC184"
"34073"	"ENSG00000127445"	"ENSG00000179627"	"ZBTB42"	"PIN1"
"34074"	"ENSG00000127445"	"ENSG00000179954"	"SSC5D"	"PIN1"
"34075"	"ENSG00000127445"	"ENSG00000181472"	"ZBTB2"	"PIN1"
"34076"	"ENSG00000127445"	"ENSG00000184436"	"THAP7"	"PIN1"
"34077"	"ENSG00000127445"	"ENSG00000185049"	"PIN1"	"NELFA"
"34078"	"ENSG00000127445"	"ENSG00000185630"	"PIN1"	"PBX1"
"34079"	"ENSG00000127445"	"ENSG00000185811"	"PIN1"	"IKZF1"
"34080"	"ENSG00000127445"	"ENSG00000186838"	"SELENOV"	"PIN1"
"34081"	"ENSG00000127445"	"ENSG00000187766"	"PIN1"	"KRTAP10-8"
"34082"	"ENSG00000127445"	"ENSG00000188021"	"UBQLN2"	"PIN1"
"34083"	"ENSG00000127445"	"ENSG00000188155"	"PIN1"	"KRTAP10-6"
"34084"	"ENSG00000127445"	"ENSG00000196235"	"SUPT5H"	"PIN1"
"34085"	"ENSG00000127445"	"ENSG00000196628"	"TCF4"	"PIN1"
"34086"	"ENSG00000127445"	"ENSG00000196843"	"PIN1"	"ARID5A"
"34087"	"ENSG00000127445"	"ENSG00000196923"	"PIN1"	"PDLIM7"
"34088"	"ENSG00000127445"	"ENSG00000197978"	"PIN1"	"GOLGA6L9"
"34089"	"ENSG00000127445"	"ENSG00000198081"	"ZBTB14"	"PIN1"
"34090"	"ENSG00000127445"	"ENSG00000198844"	"PIN1"	"ARHGEF15"
"34091"	"ENSG00000127445"	"ENSG00000204713"	"TRIM27"	"PIN1"
"34092"	"ENSG00000127445"	"ENSG00000204889"	"PIN1"	"KRT40"
"34093"	"ENSG00000127445"	"ENSG00000204946"	"ZNF783"	"PIN1"
"34094"	"ENSG00000127445"	"ENSG00000205250"	"PIN1"	"E2F4"
"34095"	"ENSG00000127445"	"ENSG00000212864"	"RNF208"	"PIN1"
"34096"	"ENSG00000127445"	"ENSG00000213024"	"PIN1"	"NUP62"
"34097"	"ENSG00000127445"	"ENSG00000213588"	"ZBTB9"	"PIN1"
"34098"	"ENSG00000127445"	"ENSG00000213672"	"PIN1"	"NCKIPSD"
"34099"	"ENSG00000127445"	"ENSG00000215114"	"UBXN2B"	"PIN1"
"34101"	"ENSG00000127445"	"ENSG00000215455"	"PIN1"	"KRTAP10-1"
"34102"	"ENSG00000127445"	"ENSG00000221837"	"PIN1"	"KRTAP10-9"
"34104"	"ENSG00000127445"	"ENSG00000236104"	"ZBTB22"	"PIN1"
"34105"	"ENSG00000127445"	"ENSG00000243335"	"PIN1"	"KCTD7"
"34106"	"ENSG00000127445"	"ENSG00000244537"	"PIN1"	"KRTAP4-2"
"34107"	"ENSG00000127445"	"ENSG00000248712"	"PIN1"	"DRC12"
"34108"	"ENSG00000127445"	"ENSG00000254997"	"PIN1"	"KRTAP5-9"
"34109"	"ENSG00000127445"	"ENSG00000272804"	"PIN1"	"KRTAP10-7"
"34110"	"ENSG00000127445"	"ENSG00000274276"	"PIN1"	""
"34111"	"ENSG00000127445"	"ENSG00000275023"	"PIN1"	"MLLT6"
"34112"	"ENSG00000127452"	"ENSG00000179409"	"GEMIN4"	"FBXL12"
"34113"	"ENSG00000127507"	"ENSG00000145495"	"MARCHF6"	"ADGRE2"
"34114"	"ENSG00000127507"	"ENSG00000152078"	"TLCD4"	"ADGRE2"
"34115"	"ENSG00000127507"	"ENSG00000156469"	"MTERF3"	"ADGRE2"
"34116"	"ENSG00000127507"	"ENSG00000157613"	"CREB3L1"	"ADGRE2"
