"V1"	"V2"	"gene_symbol1"	"gene_symbol2"
"3741"	"ENSG00000050748"	"ENSG00000173421"	"MAPK9"	"IHO1"
"3742"	"ENSG00000050748"	"ENSG00000175809"	"MAPK9"	"CBLL2"
"3743"	"ENSG00000050748"	"ENSG00000176974"	"SHMT1"	"MAPK9"
"3744"	"ENSG00000050748"	"ENSG00000178498"	"MAPK9"	"DTX3"
"3745"	"ENSG00000050748"	"ENSG00000179256"	"SMCO3"	"MAPK9"
"3746"	"ENSG00000050748"	"ENSG00000180999"	"MAPK9"	"C1orf105"
"3747"	"ENSG00000050748"	"ENSG00000183690"	"MAPK9"	"EFHC2"
"3748"	"ENSG00000050748"	"ENSG00000187778"	"MCRS1"	"MAPK9"
"3749"	"ENSG00000050748"	"ENSG00000188321"	"ZNF559"	"MAPK9"
"3750"	"ENSG00000050748"	"ENSG00000189325"	"MAPK9"	"BNIP5"
"3751"	"ENSG00000050748"	"ENSG00000196092"	"PAX5"	"MAPK9"
"3752"	"ENSG00000050748"	"ENSG00000197008"	"ZNF138"	"MAPK9"
"3753"	"ENSG00000050748"	"ENSG00000198945"	"MAPK9"	"L3MBTL3"
"3754"	"ENSG00000050748"	"ENSG00000204131"	"NHSL2"	"MAPK9"
"3755"	"ENSG00000050748"	"ENSG00000242220"	"TCP10L"	"MAPK9"
"3756"	"ENSG00000050748"	"ENSG00000270885"	"RASL10B"	"MAPK9"
"3757"	"ENSG00000050820"	"ENSG00000064999"	"BCAR1"	"ANKS1A"
"3758"	"ENSG00000050820"	"ENSG00000071051"	"NCK2"	"BCAR1"
"3759"	"ENSG00000050820"	"ENSG00000126603"	"GLIS2"	"BCAR1"
"3760"	"ENSG00000050820"	"ENSG00000129083"	"COPB1"	"BCAR1"
"3761"	"ENSG00000050820"	"ENSG00000133246"	"PRAM1"	"BCAR1"
"3762"	"ENSG00000050820"	"ENSG00000167106"	"EEIG1"	"BCAR1"
"3763"	"ENSG00000050820"	"ENSG00000171847"	"FAM90A1"	"BCAR1"
"3764"	"ENSG00000050820"	"ENSG00000176105"	"YES1"	"BCAR1"
"3765"	"ENSG00000051009"	"ENSG00000105404"	"RABAC1"	"FHIP1B"
"3766"	"ENSG00000051009"	"ENSG00000115255"	"REEP6"	"FHIP1B"
"3767"	"ENSG00000051009"	"ENSG00000133318"	"RTN3"	"FHIP1B"
"3768"	"ENSG00000051009"	"ENSG00000139970"	"RTN1"	"FHIP1B"
"3769"	"ENSG00000051009"	"ENSG00000177674"	"FHIP1B"	"AGTRAP"
"3770"	"ENSG00000051108"	"ENSG00000182944"	"HERPUD1"	"EWSR1"
"3772"	"ENSG00000051128"	"ENSG00000065491"	"TBC1D22B"	"HOMER3"
"3773"	"ENSG00000051128"	"ENSG00000072201"	"LNX1"	"HOMER3"
"3774"	"ENSG00000051128"	"ENSG00000075539"	"HOMER3"	"FRYL"
"3775"	"ENSG00000051128"	"ENSG00000078114"	"NEBL"	"HOMER3"
"3776"	"ENSG00000051128"	"ENSG00000079102"	"RUNX1T1"	"HOMER3"
"3777"	"ENSG00000051128"	"ENSG00000086589"	"RBM22"	"HOMER3"
"3778"	"ENSG00000051128"	"ENSG00000088986"	"HOMER3"	"DYNLL1"
"3779"	"ENSG00000051128"	"ENSG00000100353"	"HOMER3"	"EIF3D"
"3780"	"ENSG00000051128"	"ENSG00000101751"	"POLI"	"HOMER3"
"3781"	"ENSG00000051128"	"ENSG00000105401"	"HOMER3"	"CDC37"
"3782"	"ENSG00000051128"	"ENSG00000106689"	"LHX2"	"HOMER3"
"3783"	"ENSG00000051128"	"ENSG00000108798"	"HOMER3"	"ABI3"
"3784"	"ENSG00000051128"	"ENSG00000111554"	"MDM1"	"HOMER3"
"3785"	"ENSG00000051128"	"ENSG00000115935"	"WIPF1"	"HOMER3"
"3786"	"ENSG00000051128"	"ENSG00000117266"	"HOMER3"	"CDK18"
"3787"	"ENSG00000051128"	"ENSG00000120075"	"HOXB5"	"HOMER3"
"3788"	"ENSG00000051128"	"ENSG00000123143"	"PKN1"	"HOMER3"
"3789"	"ENSG00000051128"	"ENSG00000124191"	"TOX2"	"HOMER3"
"3790"	"ENSG00000051128"	"ENSG00000129084"	"PSMA1"	"HOMER3"
"3791"	"ENSG00000051128"	"ENSG00000129116"	"PALLD"	"HOMER3"
"3792"	"ENSG00000051128"	"ENSG00000132471"	"WBP2"	"HOMER3"
"3793"	"ENSG00000051128"	"ENSG00000132854"	"KANK4"	"HOMER3"
"3794"	"ENSG00000051128"	"ENSG00000133250"	"ZNF414"	"HOMER3"
"3795"	"ENSG00000051128"	"ENSG00000136754"	"HOMER3"	"ABI1"
"3796"	"ENSG00000051128"	"ENSG00000137575"	"SDCBP"	"HOMER3"
"3797"	"ENSG00000051128"	"ENSG00000138443"	"HOMER3"	"ABI2"
"3798"	"ENSG00000051128"	"ENSG00000138813"	"HOMER3"	"C4orf17"
"3799"	"ENSG00000051128"	"ENSG00000139343"	"SNRPF"	"HOMER3"
"3800"	"ENSG00000051128"	"ENSG00000139737"	"SLAIN1"	"HOMER3"
"3801"	"ENSG00000051128"	"ENSG00000140259"	"MFAP1"	"HOMER3"
"3802"	"ENSG00000051128"	"ENSG00000141013"	"HOMER3"	"GAS8"
"3803"	"ENSG00000051128"	"ENSG00000143294"	"PRCC"	"HOMER3"
"3804"	"ENSG00000051128"	"ENSG00000143756"	"HOMER3"	"FBXO28"
"3805"	"ENSG00000051128"	"ENSG00000144597"	"HOMER3"	"EAF1"
"3806"	"ENSG00000051128"	"ENSG00000146112"	"PPP1R18"	"HOMER3"
"3807"	"ENSG00000051128"	"ENSG00000147144"	"HOMER3"	"CCDC120"
"3808"	"ENSG00000051128"	"ENSG00000149657"	"LSM14B"	"HOMER3"
"3809"	"ENSG00000051128"	"ENSG00000152404"	"HOMER3"	"CWF19L2"
"3810"	"ENSG00000051128"	"ENSG00000152413"	"HOMER3"	"HOMER1"
"3811"	"ENSG00000051128"	"ENSG00000154305"	"MIA3"	"HOMER3"
"3812"	"ENSG00000051128"	"ENSG00000155875"	"SAXO1"	"HOMER3"
"3813"	"ENSG00000051128"	"ENSG00000156050"	"HOMER3"	"FAM161B"
"3814"	"ENSG00000051128"	"ENSG00000156795"	"NTAQ1"	"HOMER3"
"3815"	"ENSG00000051128"	"ENSG00000157429"	"ZNF19"	"HOMER3"
"3816"	"ENSG00000051128"	"ENSG00000161202"	"HOMER3"	"DVL3"
"3817"	"ENSG00000051128"	"ENSG00000161992"	"PRR35"	"HOMER3"
"3818"	"ENSG00000051128"	"ENSG00000162148"	"SAXO4"	"HOMER3"
"3819"	"ENSG00000051128"	"ENSG00000163156"	"SCNM1"	"HOMER3"
"3820"	"ENSG00000051128"	"ENSG00000163492"	"HOMER3"	"CCDC141"
"3821"	"ENSG00000051128"	"ENSG00000165588"	"OTX2"	"HOMER3"
"3822"	"ENSG00000051128"	"ENSG00000166343"	"MSS51"	"HOMER3"
"3823"	"ENSG00000051128"	"ENSG00000168004"	"PLAAT5"	"HOMER3"
"3824"	"ENSG00000051128"	"ENSG00000169379"	"HOMER3"	"ARL13B"
"3825"	"ENSG00000051128"	"ENSG00000169981"	"ZNF35"	"HOMER3"
"3826"	"ENSG00000051128"	"ENSG00000171201"	"SMR3B"	"HOMER3"
"3827"	"ENSG00000051128"	"ENSG00000171847"	"HOMER3"	"FAM90A1"
"3828"	"ENSG00000051128"	"ENSG00000172680"	"MOS"	"HOMER3"
"3829"	"ENSG00000051128"	"ENSG00000174282"	"ZBTB4"	"HOMER3"
"3830"	"ENSG00000051128"	"ENSG00000179168"	"HOMER3"	"GGN"
"3831"	"ENSG00000051128"	"ENSG00000182795"	"HOMER3"	"C1orf116"
"3832"	"ENSG00000051128"	"ENSG00000196313"	"POM121"	"HOMER3"
"3833"	"ENSG00000051128"	"ENSG00000196388"	"INCA1"	"HOMER3"
"3834"	"ENSG00000051128"	"ENSG00000197256"	"KANK2"	"HOMER3"
"3835"	"ENSG00000051128"	"ENSG00000197343"	"ZNF655"	"HOMER3"
"3836"	"ENSG00000051128"	"ENSG00000204538"	"PSORS1C2"	"HOMER3"
"3837"	"ENSG00000051128"	"ENSG00000239306"	"RBM14"	"HOMER3"
"3838"	"ENSG00000051128"	"ENSG00000244362"	"KRTAP19-7"	"HOMER3"
"3839"	"ENSG00000051128"	"ENSG00000260220"	"HOMER3"	"CCDC187"
"3840"	"ENSG00000051128"	"ENSG00000264364"	"HOMER3"	"DYNLL2"
"3841"	"ENSG00000051620"	"ENSG00000175895"	"PLEKHF2"	"HEBP2"
"3842"	"ENSG00000051620"	"ENSG00000249915"	"PDCD6"	"HEBP2"
"3843"	"ENSG00000052126"	"ENSG00000120509"	"PLEKHA5"	"PDZD11"
"3844"	"ENSG00000052723"	"ENSG00000078699"	"SIKE1"	"CBFA2T2"
"3845"	"ENSG00000052723"	"ENSG00000084652"	"TXLNA"	"SIKE1"
"3846"	"ENSG00000052723"	"ENSG00000119703"	"ZC2HC1C"	"SIKE1"
"3847"	"ENSG00000052723"	"ENSG00000135604"	"STX11"	"SIKE1"
"3848"	"ENSG00000052723"	"ENSG00000153130"	"SIKE1"	"SCOC"
"3849"	"ENSG00000052723"	"ENSG00000156795"	"SIKE1"	"NTAQ1"
"3850"	"ENSG00000052723"	"ENSG00000164440"	"TXLNB"	"SIKE1"
"3851"	"ENSG00000052723"	"ENSG00000184033"	"SIKE1"	"CTAG1B"
"3852"	"ENSG00000052723"	"ENSG00000196792"	"STRN3"	"SIKE1"
"3853"	"ENSG00000052723"	"ENSG00000268651"	"SIKE1"	"CTAG1A"
"3854"	"ENSG00000052802"	"ENSG00000100292"	"MSMO1"	"HMOX1"
"3855"	"ENSG00000052802"	"ENSG00000133935"	"MSMO1"	"ERG28"
"3856"	"ENSG00000052802"	"ENSG00000146859"	"TMEM140"	"MSMO1"
"3857"	"ENSG00000052802"	"ENSG00000157227"	"MSMO1"	"MMP14"
"3858"	"ENSG00000052802"	"ENSG00000164983"	"TMEM65"	"MSMO1"
"3859"	"ENSG00000052802"	"ENSG00000166900"	"STX3"	"MSMO1"
"3860"	"ENSG00000052802"	"ENSG00000171954"	"MSMO1"	"CYP4F22"
"3861"	"ENSG00000052802"	"ENSG00000174567"	"MSMO1"	"GOLT1A"
"3862"	"ENSG00000052802"	"ENSG00000174851"	"YIF1A"	"MSMO1"
"3863"	"ENSG00000052802"	"ENSG00000176410"	"MSMO1"	"DNAJC30"
"3864"	"ENSG00000052802"	"ENSG00000178307"	"TMEM11"	"MSMO1"
"3865"	"ENSG00000052802"	"ENSG00000180089"	"TMEM86B"	"MSMO1"
"3866"	"ENSG00000052802"	"ENSG00000215712"	"TMEM242"	"MSMO1"
"3867"	"ENSG00000052802"	"ENSG00000240045"	"STRIT1"	"MSMO1"
"3868"	"ENSG00000052850"	"ENSG00000138964"	"PARVG"	"ALX4"
"3869"	"ENSG00000052850"	"ENSG00000164675"	"IQUB"	"ALX4"
"3871"	"ENSG00000053371"	"ENSG00000126804"	"ZBTB1"	"AKR7A2"
"3872"	"ENSG00000053371"	"ENSG00000162482"	"AKR7A3"	"AKR7A2"
"3873"	"ENSG00000053501"	"ENSG00000086159"	"USE1"	"AQP6"
"3874"	"ENSG00000053501"	"ENSG00000101331"	"USE1"	"CCM2L"
"3875"	"ENSG00000053501"	"ENSG00000103496"	"USE1"	"STX4"
"3876"	"ENSG00000053501"	"ENSG00000106089"	"USE1"	"STX1A"
"3877"	"ENSG00000053501"	"ENSG00000106511"	"USE1"	"MEOX2"
"3878"	"ENSG00000053501"	"ENSG00000107175"	"USE1"	"CREB3"
"3879"	"ENSG00000053501"	"ENSG00000123171"	"USE1"	"CCDC70"
"3880"	"ENSG00000053501"	"ENSG00000128335"	"USE1"	"APOL2"
"3881"	"ENSG00000053501"	"ENSG00000147155"	"USE1"	"EBP"
"3882"	"ENSG00000053501"	"ENSG00000148110"	"USE1"	"MFSD14B"
"3883"	"ENSG00000053501"	"ENSG00000166257"	"USE1"	"SCN3B"
"3884"	"ENSG00000053501"	"ENSG00000168000"	"USE1"	"BSCL2"
"3885"	"ENSG00000053501"	"ENSG00000171135"	"USE1"	"JAGN1"
"3886"	"ENSG00000053501"	"ENSG00000180089"	"USE1"	"TMEM86B"
"3887"	"ENSG00000053501"	"ENSG00000183166"	"USE1"	"CALN1"
"3888"	"ENSG00000053501"	"ENSG00000204713"	"USE1"	"TRIM27"
"3889"	"ENSG00000053702"	"ENSG00000061273"	"NRIP2"	"HDAC7"
"3890"	"ENSG00000053702"	"ENSG00000065029"	"ZNF76"	"NRIP2"
"3891"	"ENSG00000053702"	"ENSG00000172530"	"NRIP2"	"BANP"
"3892"	"ENSG00000054116"	"ENSG00000167515"	"TRAPPC3"	"TRAPPC2L"
"3893"	"ENSG00000054116"	"ENSG00000170043"	"TRAPPC3"	"TRAPPC1"
"3894"	"ENSG00000054116"	"ENSG00000175895"	"TRAPPC3"	"PLEKHF2"
"3895"	"ENSG00000054116"	"ENSG00000181029"	"TRAPPC5"	"TRAPPC3"
"3896"	"ENSG00000054116"	"ENSG00000196459"	"TRAPPC3"	"TRAPPC2"
"3897"	"ENSG00000054116"	"ENSG00000256060"	"TRAPPC3"	"TRAPPC2B"
"3898"	"ENSG00000054148"	"ENSG00000142182"	"PHPT1"	"DNMT3L"
"3899"	"ENSG00000054267"	"ENSG00000080572"	"DNAAF6"	"ARID4B"
"3900"	"ENSG00000054267"	"ENSG00000108825"	"PTGES3L-AARSD1"	"ARID4B"
"3901"	"ENSG00000054267"	"ENSG00000117461"	"PIK3R3"	"ARID4B"
"3902"	"ENSG00000054267"	"ENSG00000122566"	"HNRNPA2B1"	"ARID4B"
"3903"	"ENSG00000054267"	"ENSG00000144597"	"EAF1"	"ARID4B"
"3904"	"ENSG00000054267"	"ENSG00000146425"	"DYNLT1"	"ARID4B"
"3905"	"ENSG00000054267"	"ENSG00000156795"	"NTAQ1"	"ARID4B"
"3906"	"ENSG00000054267"	"ENSG00000175895"	"PLEKHF2"	"ARID4B"
"3907"	"ENSG00000054267"	"ENSG00000184814"	"PRR23B"	"ARID4B"
"3908"	"ENSG00000054267"	"ENSG00000204131"	"NHSL2"	"ARID4B"
"3909"	"ENSG00000054267"	"ENSG00000227234"	"SPANXB1"	"ARID4B"
"3910"	"ENSG00000054356"	"ENSG00000100147"	"PTPRN"	"CCDC134"
"3911"	"ENSG00000054356"	"ENSG00000113845"	"TIMMDC1"	"PTPRN"
"3912"	"ENSG00000054356"	"ENSG00000121634"	"PTPRN"	"GJA8"
"3913"	"ENSG00000054356"	"ENSG00000123560"	"PTPRN"	"PLP1"
"3914"	"ENSG00000054356"	"ENSG00000172005"	"PTPRN"	"MAL"
"3915"	"ENSG00000054356"	"ENSG00000175514"	"PTPRN"	"GPR152"
"3916"	"ENSG00000054356"	"ENSG00000177042"	"TMEM80"	"PTPRN"
"3917"	"ENSG00000054356"	"ENSG00000186439"	"TRDN"	"PTPRN"
"3918"	"ENSG00000054392"	"ENSG00000137575"	"SDCBP"	"HHAT"
"3919"	"ENSG00000054523"	"ENSG00000196470"	"SIAH1"	"KIF1B"
"3920"	"ENSG00000054654"	"ENSG00000106511"	"SYNE2"	"MEOX2"
"3921"	"ENSG00000054796"	"ENSG00000196628"	"TCF4"	"SPO11"
"3922"	"ENSG00000054938"	"ENSG00000084764"	"MAPRE3"	"CHRDL2"
"3923"	"ENSG00000054938"	"ENSG00000090539"	"CHRDL2"	"CHRD"
"3924"	"ENSG00000054938"	"ENSG00000103876"	"FAH"	"CHRDL2"
"3925"	"ENSG00000054938"	"ENSG00000105991"	"HOXA1"	"CHRDL2"
"3926"	"ENSG00000054938"	"ENSG00000115507"	"OTX1"	"CHRDL2"
"3927"	"ENSG00000054938"	"ENSG00000117461"	"PIK3R3"	"CHRDL2"
"3928"	"ENSG00000054938"	"ENSG00000124074"	"ENKD1"	"CHRDL2"
"3929"	"ENSG00000054938"	"ENSG00000151615"	"POU4F2"	"CHRDL2"
"3930"	"ENSG00000054938"	"ENSG00000171847"	"FAM90A1"	"CHRDL2"
"3931"	"ENSG00000054938"	"ENSG00000172530"	"CHRDL2"	"BANP"
"3932"	"ENSG00000054938"	"ENSG00000173480"	"ZNF417"	"CHRDL2"
"3933"	"ENSG00000054938"	"ENSG00000187122"	"SLIT1"	"CHRDL2"
"3934"	"ENSG00000054938"	"ENSG00000198466"	"ZNF587"	"CHRDL2"
"3935"	"ENSG00000054938"	"ENSG00000213654"	"GPSM3"	"CHRDL2"
"3937"	"ENSG00000054965"	"ENSG00000066136"	"NFYC"	"FAM168A"
"3938"	"ENSG00000054965"	"ENSG00000069011"	"PITX1"	"FAM168A"
"3939"	"ENSG00000054965"	"ENSG00000070808"	"FAM168A"	"CAMK2A"
"3940"	"ENSG00000054965"	"ENSG00000072134"	"FAM168A"	"EPN2"
"3941"	"ENSG00000054965"	"ENSG00000078328"	"RBFOX1"	"FAM168A"
"3942"	"ENSG00000054965"	"ENSG00000078902"	"TOLLIP"	"FAM168A"
"3943"	"ENSG00000054965"	"ENSG00000084070"	"SMAP2"	"FAM168A"
"3944"	"ENSG00000054965"	"ENSG00000087448"	"KLHL42"	"FAM168A"
"3945"	"ENSG00000054965"	"ENSG00000089723"	"OTUB2"	"FAM168A"
"3946"	"ENSG00000054965"	"ENSG00000091073"	"FAM168A"	"DTX2"
"3947"	"ENSG00000054965"	"ENSG00000100105"	"PATZ1"	"FAM168A"
"3948"	"ENSG00000054965"	"ENSG00000106052"	"TAX1BP1"	"FAM168A"
"3949"	"ENSG00000054965"	"ENSG00000114354"	"TFG"	"FAM168A"
"3950"	"ENSG00000054965"	"ENSG00000115762"	"PLEKHB2"	"FAM168A"
"3951"	"ENSG00000054965"	"ENSG00000124562"	"SNRPC"	"FAM168A"
"3952"	"ENSG00000054965"	"ENSG00000124788"	"FAM168A"	"ATXN1"
"3953"	"ENSG00000054965"	"ENSG00000127946"	"HIP1"	"FAM168A"
"3954"	"ENSG00000054965"	"ENSG00000130560"	"UBAC1"	"FAM168A"
"3955"	"ENSG00000054965"	"ENSG00000131721"	"RHOXF2"	"FAM168A"
"3956"	"ENSG00000054965"	"ENSG00000134138"	"MEIS2"	"FAM168A"
"3957"	"ENSG00000054965"	"ENSG00000136436"	"FAM168A"	"CALCOCO2"
"3958"	"ENSG00000054965"	"ENSG00000142698"	"FAM168A"	"C1orf94"
"3959"	"ENSG00000054965"	"ENSG00000143947"	"RPS27A"	"FAM168A"
"3960"	"ENSG00000054965"	"ENSG00000145414"	"NAF1"	"FAM168A"
"3961"	"ENSG00000054965"	"ENSG00000145901"	"TNIP1"	"FAM168A"
"3962"	"ENSG00000054965"	"ENSG00000149658"	"YTHDF1"	"FAM168A"
"3963"	"ENSG00000054965"	"ENSG00000150991"	"UBC"	"FAM168A"
"3964"	"ENSG00000054965"	"ENSG00000151923"	"TIAL1"	"FAM168A"
"3965"	"ENSG00000054965"	"ENSG00000152102"	"FAM168B"	"FAM168A"
"3966"	"ENSG00000054965"	"ENSG00000152430"	"FAM168A"	"BOLL"
"3967"	"ENSG00000054965"	"ENSG00000154124"	"OTULIN"	"FAM168A"
"3968"	"ENSG00000054965"	"ENSG00000154127"	"UBASH3B"	"FAM168A"
"3969"	"ENSG00000054965"	"ENSG00000157110"	"RBPMS"	"FAM168A"
"3970"	"ENSG00000054965"	"ENSG00000159069"	"FBXW5"	"FAM168A"
"3971"	"ENSG00000054965"	"ENSG00000160993"	"FAM168A"	"ALKBH4"
"3972"	"ENSG00000054965"	"ENSG00000162517"	"PEF1"	"FAM168A"
"3973"	"ENSG00000054965"	"ENSG00000163960"	"UBXN7"	"FAM168A"
"3974"	"ENSG00000054965"	"ENSG00000166831"	"RBPMS2"	"FAM168A"
"3975"	"ENSG00000054965"	"ENSG00000167671"	"UBXN6"	"FAM168A"
"3976"	"ENSG00000054965"	"ENSG00000167987"	"VPS37C"	"FAM168A"
"3977"	"ENSG00000054965"	"ENSG00000168066"	"SF1"	"FAM168A"
"3978"	"ENSG00000054965"	"ENSG00000168453"	"HR"	"FAM168A"
"3979"	"ENSG00000054965"	"ENSG00000173406"	"FAM168A"	"DAB1"
"3980"	"ENSG00000054965"	"ENSG00000174292"	"TNK1"	"FAM168A"
"3981"	"ENSG00000054965"	"ENSG00000175325"	"PROP1"	"FAM168A"
"3982"	"ENSG00000054965"	"ENSG00000179912"	"R3HDM2"	"FAM168A"
"3983"	"ENSG00000054965"	"ENSG00000180667"	"YOD1"	"FAM168A"
"3984"	"ENSG00000054965"	"ENSG00000183283"	"FAM168A"	"DAZAP2"
"3985"	"ENSG00000054965"	"ENSG00000183640"	"KRTAP8-1"	"FAM168A"
"3986"	"ENSG00000054965"	"ENSG00000184351"	"KRTAP19-1"	"FAM168A"
"3987"	"ENSG00000054965"	"ENSG00000184402"	"SS18L1"	"FAM168A"
"3988"	"ENSG00000054965"	"ENSG00000185359"	"HGS"	"FAM168A"
"3989"	"ENSG00000054965"	"ENSG00000186930"	"KRTAP6-2"	"FAM168A"
"3990"	"ENSG00000054965"	"ENSG00000186977"	"KRTAP19-5"	"FAM168A"
"3991"	"ENSG00000054965"	"ENSG00000187742"	"SECISBP2"	"FAM168A"
"3992"	"ENSG00000054965"	"ENSG00000188021"	"UBQLN2"	"FAM168A"
"3993"	"ENSG00000054965"	"ENSG00000204540"	"PSORS1C1"	"FAM168A"
"3994"	"ENSG00000054965"	"ENSG00000204918"	"PRR20B"	"FAM168A"
"3995"	"ENSG00000054965"	"ENSG00000204919"	"PRR20A"	"FAM168A"
"3996"	"ENSG00000054965"	"ENSG00000212899"	"KRTAP3-3"	"FAM168A"
"3997"	"ENSG00000054965"	"ENSG00000212901"	"KRTAP3-1"	"FAM168A"
"3998"	"ENSG00000054965"	"ENSG00000221983"	"UBA52"	"FAM168A"
"3999"	"ENSG00000054965"	"ENSG00000222047"	"FAM168A"	"C10orf55"
"4000"	"ENSG00000054965"	"ENSG00000224470"	"FAM168A"	"ATXN1L"
"4001"	"ENSG00000054965"	"ENSG00000227151"	"PRR20D"	"FAM168A"
"4002"	"ENSG00000054965"	"ENSG00000229665"	"PRR20C"	"FAM168A"
"4003"	"ENSG00000054965"	"ENSG00000234278"	"PRR20E"	"FAM168A"
"4004"	"ENSG00000054965"	"ENSG00000244362"	"KRTAP19-7"	"FAM168A"
"4005"	"ENSG00000054965"	"ENSG00000244687"	"UBE2V1"	"FAM168A"
"4006"	"ENSG00000054965"	"ENSG00000274749"	"KRTAP7-1"	"FAM168A"
"4007"	"ENSG00000055118"	"ENSG00000126391"	"KCNH2"	"FRMD8"
"4008"	"ENSG00000055147"	"ENSG00000085514"	"PILRA"	"FAM114A2"
"4009"	"ENSG00000055147"	"ENSG00000097033"	"SH3GLB1"	"FAM114A2"
"4010"	"ENSG00000055147"	"ENSG00000104388"	"RAB2A"	"FAM114A2"
"4011"	"ENSG00000055147"	"ENSG00000129472"	"RAB2B"	"FAM114A2"
"4012"	"ENSG00000055147"	"ENSG00000136270"	"TBRG4"	"FAM114A2"
"4013"	"ENSG00000055147"	"ENSG00000136750"	"GAD2"	"FAM114A2"
"4014"	"ENSG00000055147"	"ENSG00000137561"	"TTPA"	"FAM114A2"
"4015"	"ENSG00000055147"	"ENSG00000169410"	"PTPN9"	"FAM114A2"
"4016"	"ENSG00000055147"	"ENSG00000177427"	"MIEF2"	"FAM114A2"
"4017"	"ENSG00000055147"	"ENSG00000178127"	"NDUFV2"	"FAM114A2"
"4018"	"ENSG00000055208"	"ENSG00000070808"	"TAB2"	"CAMK2A"
"4019"	"ENSG00000055208"	"ENSG00000135443"	"TAB2"	"KRT85"
"4020"	"ENSG00000055208"	"ENSG00000138080"	"TAB2"	"EMILIN1"
"4021"	"ENSG00000055208"	"ENSG00000143549"	"TPM3"	"TAB2"
"4022"	"ENSG00000055208"	"ENSG00000160207"	"TAB2"	"HSF2BP"
"4023"	"ENSG00000055208"	"ENSG00000166478"	"ZNF143"	"TAB2"
"4024"	"ENSG00000055208"	"ENSG00000167110"	"TAB2"	"GOLGA2"
"4025"	"ENSG00000055208"	"ENSG00000175592"	"TAB2"	"FOSL1"
"4026"	"ENSG00000055208"	"ENSG00000223501"	"VPS52"	"TAB2"
"4027"	"ENSG00000055211"	"ENSG00000147378"	"GINM1"	"FATE1"
"4028"	"ENSG00000055332"	"ENSG00000180228"	"PRKRA"	"EIF2AK2"
"4029"	"ENSG00000055332"	"ENSG00000197381"	"EIF2AK2"	"ADARB1"
"4030"	"ENSG00000055813"	"ENSG00000143514"	"TP53BP2"	"CCDC85A"
"4031"	"ENSG00000055813"	"ENSG00000147041"	"SYTL5"	"CCDC85A"
"4032"	"ENSG00000055950"	"ENSG00000129245"	"MRPL43"	"FXR2"
"4033"	"ENSG00000056277"	"ENSG00000094916"	"ZNF280C"	"CBX5"
"4034"	"ENSG00000056277"	"ENSG00000108468"	"ZNF280C"	"CBX1"
"4035"	"ENSG00000056277"	"ENSG00000122565"	"ZNF280C"	"CBX3"
"4036"	"ENSG00000056277"	"ENSG00000167110"	"ZNF280C"	"GOLGA2"
"4037"	"ENSG00000056277"	"ENSG00000184205"	"ZNF280C"	"TSPYL2"
"4038"	"ENSG00000056277"	"ENSG00000188155"	"ZNF280C"	"KRTAP10-6"
"4040"	"ENSG00000056291"	"ENSG00000079150"	"NPFFR2"	"FKBP7"
"4041"	"ENSG00000056291"	"ENSG00000150433"	"TMEM218"	"NPFFR2"
"4042"	"ENSG00000056291"	"ENSG00000184811"	"TRARG1"	"NPFFR2"
"4043"	"ENSG00000056487"	"ENSG00000117625"	"RCOR3"	"PHF21B"
"4044"	"ENSG00000056487"	"ENSG00000135457"	"TFCP2"	"PHF21B"
"4045"	"ENSG00000056487"	"ENSG00000172530"	"PHF21B"	"BANP"
"4047"	"ENSG00000056558"	"ENSG00000064218"	"TRAF1"	"DMRT3"
"4048"	"ENSG00000056558"	"ENSG00000064961"	"TRAF1"	"HMG20B"
"4049"	"ENSG00000056558"	"ENSG00000069011"	"TRAF1"	"PITX1"
"4050"	"ENSG00000056558"	"ENSG00000072121"	"ZFYVE26"	"TRAF1"
"4051"	"ENSG00000056558"	"ENSG00000072201"	"TRAF1"	"LNX1"
"4052"	"ENSG00000056558"	"ENSG00000075391"	"TRAF1"	"RASAL2"
"4053"	"ENSG00000056558"	"ENSG00000075426"	"TRAF1"	"FOSL2"
"4054"	"ENSG00000056558"	"ENSG00000078114"	"TRAF1"	"NEBL"
"4055"	"ENSG00000056558"	"ENSG00000079393"	"TRAF1"	"DUSP13B"
"4056"	"ENSG00000056558"	"ENSG00000088808"	"TRAF1"	"PPP1R13B"
"4057"	"ENSG00000056558"	"ENSG00000089682"	"TRAF1"	"RBM41"
"4058"	"ENSG00000056558"	"ENSG00000090447"	"TRAF1"	"TFAP4"
"4059"	"ENSG00000056558"	"ENSG00000090487"	"TRAF1"	"SPG21"
"4060"	"ENSG00000056558"	"ENSG00000095787"	"WAC"	"TRAF1"
"4061"	"ENSG00000056558"	"ENSG00000099783"	"TRAF1"	"HNRNPM"
"4062"	"ENSG00000056558"	"ENSG00000100105"	"TRAF1"	"PATZ1"
"4063"	"ENSG00000056558"	"ENSG00000100221"	"TRAF1"	"JOSD1"
"4064"	"ENSG00000056558"	"ENSG00000100557"	"TRAF1"	"CCDC198"
"4065"	"ENSG00000056558"	"ENSG00000100603"	"TRAF1"	"SNW1"
"4066"	"ENSG00000056558"	"ENSG00000100711"	"ZFYVE21"	"TRAF1"
"4067"	"ENSG00000056558"	"ENSG00000100721"	"TRAF1"	"TCL1A"
"4068"	"ENSG00000056558"	"ENSG00000104177"	"TRAF1"	"MYEF2"
"4069"	"ENSG00000056558"	"ENSG00000104375"	"TRAF1"	"STK3"
