"SymbolA"	"SymbolB"
"704"	"SNRPG"	"SNRNP200"
"705"	"SNRPG"	"PRPF8"
"706"	"TFIP11"	"SNRPG"
"707"	"TUT1"	"SNRPG"
"708"	"SNRPG"	"SF3B2"
"709"	"SNRPG"	"CWF19L2"
"710"	"SNRPG"	"HTATSF1"
"711"	"SNRPG"	"SNRNP35"
"712"	"SNRPG"	"FTSJD1"
"713"	"SNRPG"	"DHX35"
"714"	"SNRPG"	"GEMIN4"
"715"	"SNRPG"	"EFTUD2"
"716"	"SNRPG"	"GCFC1"
"717"	"SNRPG"	"SLC4A1AP"
"718"	"SNRPG"	"CRNKL1"
"719"	"SNRPG"	"SART3"
"720"	"SNRPG"	"DDX23"
"721"	"SNRPG"	"PRPF31"
"722"	"SNRPG"	"SF3A1"
"723"	"XAB2"	"SNRPG"
"724"	"WDR83"	"SNRPG"
"725"	"SNRPG"	"GEMIN6"
"726"	"SNRPG"	"MEPCE"
"727"	"SNRPG"	"CWF19L1"
"728"	"SNRPG"	"SART1"
"729"	"SNW1"	"SNRPG"
"730"	"SNRPG"	"SNRNP48"
"731"	"SNRPG"	"AKAP7"
"732"	"SNRPG"	"RNPC3"
"733"	"SNRPG"	"SF3A3"
"734"	"SNRPG"	"GPATCH1"
"735"	"SNRPG"	"SNRPD2"
"736"	"SNRPG"	"CLNS1A"
"737"	"SNRPG"	"CCDC12"
"738"	"SNRPG"	"DGCR14"
"739"	"SNRPG"	"PPIE"
"740"	"SNRPG"	"CDC40"
"741"	"SNRPG"	"AQR"
"742"	"SNRPG"	"SNRPE"
"743"	"SNRPG"	"SNRNP27"
"744"	"SNRPG"	"SNRPA1"
"745"	"SNRPG"	"GEMIN5"
"746"	"SYF2"	"SNRPG"
"747"	"SNRPG"	"SNRNP70"
"748"	"TXNL4A"	"SNRPG"
"749"	"ZRSR2"	"SNRPG"
"750"	"SNRPG"	"SF3B14"
"751"	"SNRPG"	"PRKRIP1"
"752"	"SNRPG"	"SMN2"
"753"	"SNRPG"	"LSM11"
"754"	"SNRPG"	"LSM10"
"755"	"SNRPG"	"CD2BP2"
"756"	"SNRPG"	"SNRPF"
"757"	"SNRPG"	"SF3B4"
"758"	"SNRPG"	"CCDC75"
"759"	"SNRPG"	"SNRPD1"
"760"	"SNRPN"	"SNRPG"
"761"	"SNRPG"	"SNRPB"
"762"	"SNRPG"	"LSM3"
"763"	"SNRPG"	"SIP1"
"764"	"TSSC4"	"SNRPG"
"765"	"TGS1"	"SNRPG"
"766"	"SNRPG"	"SNRPD3"
"767"	"ZMAT5"	"SNRPG"
"768"	"SNRPG"	"CCDC84"
"769"	"TRIAP1"	"PRELID1"
"770"	"TRIAP1"	"SLMO2"
"771"	"TRIAP1"	"MED29"
"772"	"TRIAP1"	"SLMO1"
"773"	"TRIAP1"	"IGJ"
"774"	"YWHAB"	"TRIP11"
"775"	"YWHAG"	"TRIP11"
"776"	"YWHAH"	"TRIP11"
"777"	"TSC22D3"	"TSC22D2"
"778"	"TSC22D3"	"TSC22D1"
"779"	"TSC22D4"	"TSC22D3"
"780"	"TSC22D3"	"CEP55"
"781"	"TSC22D3"	"NRBP1"
"782"	"UQCRQ"	"UQCRB"
"783"	"UQCRQ"	"UQCRC2"
"784"	"UQCRQ"	"COX7A2L"
"785"	"UQCRQ"	"UQCRC1"
"786"	"UQCRQ"	"COX4I1"
"787"	"UQCRQ"	"TUBA1C"
"788"	"UQCRQ"	"UQCRFS1"
"789"	"UQCRQ"	"CYC1"
"790"	"UQCRQ"	"PTGES2"
"791"	"UQCRQ"	"C20orf70"
"792"	"UQCRQ"	"CYTB"
"793"	"UQCRQ"	"COX6B1"
"794"	"UQCRQ"	"IGHA2"
"795"	"UQCRQ"	"CST1"
"796"	"UQCRQ"	"CST4"
"797"	"ZZEF1"	"WFDC10A"
"798"	"WFDC10A"	"HECTD3"
"799"	"ZC3H11A"	"XAGE1A"
"800"	"XAGE1A"	"CELSR1"
"801"	"XAGE1A"	"BLK"
"802"	"XAGE1A"	"VPRBP"
"803"	"ZNF574"	"XAGE1A"
"804"	"XAGE1A"	"FAT3"
"805"	"XAGE1A"	"FAT1"
"806"	"XAGE1A"	"FREM2"
"807"	"XAGE1A"	"FAT4"
"808"	"XAGE1A"	"HIRA"
"809"	"XAGE1A"	"PCDH7"
"810"	"XAGE1A"	"CABIN1"
"811"	"ZBTB10"	"XAGE1A"
"812"	"XAGE1A"	"PRKRIR"
"813"	"XAGE1A"	"TERF2"
"814"	"XAGE1A"	"MDM2"
"815"	"XAGE1A"	"TERF2IP"
"816"	"XAGE1A"	"CBWD1"
"817"	"ZNF446"	"XAGE1A"
"818"	"XAGE1A"	"CELSR2"
"819"	"ZNF496"	"XAGE1A"
"820"	"ZBTB33"	"XAGE1A"
"821"	"XAGE1A"	"GPR98"
"822"	"XAGE1A"	"FZD3"
"823"	"XAGE1A"	"C5orf22"
"824"	"XAGE1A"	"PCDHGC3"
"825"	"XAGE1A"	"CELSR3"
"826"	"XAGE1A"	"E4F1"
"827"	"ZNF511"	"XAGE1A"
"828"	"XAGE1A"	"DCHS1"
"829"	"EIF5B"	"CDC42SE1"
"830"	"MIPEP"	"CDC42SE1"
"831"	"CDC42SE1"	"CDC42"
"832"	"FHL2"	"CDC42SE1"
"833"	"CDC42SE1"	"BTBD1"
"834"	"CKS1B"	"CCNA2"
"835"	"CKS1B"	"CDT1"
"836"	"CKS1B"	"CDK1"
"837"	"CKS1B"	"CDK2"
"838"	"CKS1B"	"CDK3"
"839"	"CKS1B"	"CCNB2"
"840"	"GMNN"	"CKS1B"
"841"	"CKS1B"	"CCNE1"
"842"	"SKP1"	"CKS1B"
"843"	"CUL1"	"CKS1B"
"844"	"CKS2"	"CKS1B"
"845"	"CKS1B"	"CCNB1"
"846"	"SKP2"	"CKS1B"
"847"	"ICK"	"CKS1B"
"848"	"CKS1B"	"CCNE2"
"849"	"EEF1A2"	"CKS1B"
"850"	"CKS1B"	"CDKN1A"
"851"	"CKS1B"	"CDKN1B"
"852"	"PKMYT1"	"CKS1B"
"853"	"CKS2"	"CCNA2"
"854"	"CKS2"	"CDK2"
"855"	"CKS2"	"CDK1"
"856"	"CKS2"	"CDT1"
"857"	"CKS2"	"CCNB2"
"858"	"CKS2"	"CCNB1"
"859"	"GMNN"	"CKS2"
"860"	"CKS2"	"CDKN1B"
"861"	"PKMYT1"	"CKS2"
"862"	"CKS2"	"CCNE1"
"863"	"COX7A2"	"COX4I1"
"864"	"TOP3A"	"COX7A2"
"865"	"COX7A2"	"COX6B1"
"866"	"COX7A2"	"C2orf56"
"867"	"DNLZ"	"COX7A2"
"868"	"PPP2R5E"	"CRIP1"
"869"	"TK1"	"CRIP1"
"870"	"CTNNBIP1"	"CTNNB1"
"871"	"CTNNBIP1"	"CTNNA2"
"872"	"CTNNBIP1"	"APC"
"873"	"PNMA2"	"CTNNBIP1"
"874"	"TK2"	"CTNNBIP1"
"875"	"CTNNBIP1"	"BPGM"
"876"	"PITRM1"	"DEFB104A"
"877"	"RMND1"	"DEFB104A"
"878"	"IFI30"	"DEFB104A"
"879"	"SEL1L"	"DEFB121"
"880"	"DEFB121"	"CPS1"
"881"	"OS9"	"DEFB121"
"882"	"DEFB121"	"COL6A2"
"883"	"TMEM67"	"DEFB121"
"884"	"VWDE"	"DEFB121"
"885"	"TCTEX1D2"	"DEFB121"
"886"	"DPH3"	"DPH2"
"887"	"DPH3"	"ATE1"
"888"	"SERGEF"	"DPH3"
"889"	"SRC"	"ACBD7"
"890"	"ACOX1"	"ACBD7"
"891"	"OGDHL"	"ACBD7"
"892"	"GNAZ"	"ACBD7"
"893"	"HPCAL1"	"ACBD7"
"894"	"SUGP1"	"ACBD7"
"895"	"TBC1D24"	"ACBD7"
"896"	"PAG1"	"ACBD7"
"897"	"TSC22D3"	"CDC42SE2"
"898"	"CDC42SE2"	"CDC42"
"899"	"SSC5D"	"CDC42SE2"
"900"	"S100A6"	"CHCHD7"
"901"	"COMMD6"	"COMMD2"
"902"	"VPS29"	"COMMD6"
"903"	"COMMD6"	"C16orf62"
"904"	"COMMD6"	"CCDC93"
"905"	"COMMD6"	"COMMD10"
"906"	"MFAP3"	"COMMD6"
"907"	"COMMD6"	"COMMD4"
"908"	"COMMD7"	"COMMD6"
"909"	"FAM45A"	"COMMD6"
"910"	"TFDP1"	"COMMD6"
"911"	"DSCR3"	"COMMD6"
"912"	"COMMD6"	"CCDC22"
"913"	"NUP62"	"COMMD6"
"914"	"COMMD6"	"COMMD5"
"915"	"COMMD8"	"COMMD6"
"916"	"COMMD9"	"COMMD6"
"917"	"COMMD6"	"COMMD3"
"918"	"COMMD6"	"COMMD1"
"919"	"EMB"	"COMMD6"
"920"	"VPS33B"	"COMMD6"
"921"	"E2F6"	"COMMD6"
"922"	"S100B"	"COX6B1"
"923"	"COX6B1"	"COX4I1"
"924"	"UQCRC2"	"COX6B1"
"925"	"COX6B1"	"COX5B"
"926"	"COX6B1"	"CHCHD4"
"927"	"HIST2H3PS2"	"COX6B1"
"928"	"WWC2"	"DYNLL1"
"929"	"KDM1A"	"DYNLL1"
"930"	"TP53BP1"	"DYNLL1"
"931"	"KIAA0889"	"DYNLL1"
"932"	"KIAA0802"	"DYNLL1"
"933"	"KIAA1468"	"DYNLL1"
"934"	"KTN1"	"DYNLL1"
"935"	"EML3"	"DYNLL1"
"936"	"DYNLL1"	"CTTNBP2NL"
"937"	"DYNLL1"	"CTTNBP2"
"938"	"DYNLL1"	"DLG5"
"939"	"ZMYM3"	"DYNLL1"
"940"	"ZMYM4"	"DYNLL1"
"941"	"KANK3"	"DYNLL1"
"942"	"IFFO2"	"DYNLL1"
"943"	"IFFO1"	"DYNLL1"
"944"	"FAM40B"	"DYNLL1"
"945"	"FAM40A"	"DYNLL1"
"946"	"PRKAR2B"	"DYNLL1"
"947"	"WDR60"	"DYNLL1"
"948"	"DYNLL1"	"DYNC1H1"
"949"	"FAM83D"	"DYNLL1"
"950"	"STRN"	"DYNLL1"
"951"	"STRN3"	"DYNLL1"
"952"	"STRN4"	"DYNLL1"
"953"	"ZNF608"	"DYNLL1"
"954"	"ZNF609"	"DYNLL1"
"955"	"DYNLL1"	"AKAP9"
"956"	"UHRF1BP1L"	"DYNLL1"
"957"	"DYNLL1"	"DYNC1LI1"
"958"	"MORC3"	"DYNLL1"
"959"	"TLK2"	"DYNLL1"
"960"	"TLK1"	"DYNLL1"
"961"	"HMMR"	"DYNLL1"
"962"	"GPHN"	"DYNLL1"
"963"	"DYNLL1"	"CEP152"
"964"	"GOLGB1"	"DYNLL1"
"965"	"TRPS1"	"DYNLL1"
"966"	"KANK2"	"DYNLL1"
"967"	"KANK1"	"DYNLL1"
"968"	"LOC100134230"	"DYNLL1"
"969"	"DYNLL1"	"CDK5RAP2"
"970"	"DYNLL1"	"AMOT"
"971"	"DYNLL1"	"AMOTL1"
"972"	"DYNLL1"	"AMOTL2"
"973"	"DYNLL1"	"C13orf34"
"974"	"NDE1"	"DYNLL1"
"975"	"NDEL1"	"DYNLL1"
"976"	"RSBN1L"	"DYNLL1"
"977"	"RSBN1"	"DYNLL1"
"978"	"KIF5A"	"DYNLL1"
"979"	"DYNLL1"	"DYNC1I1"
"980"	"DYNLL1"	"DYNC1I2"
"981"	"TRAK1"	"DYNLL1"
"982"	"OFD1"	"DYNLL1"
"983"	"DYNLL1"	"CDC42BPG"
"984"	"USP28"	"DYNLL1"
"985"	"ZMYM6"	"DYNLL1"
"986"	"PRKACG"	"DYNLL1"
"987"	"PRKACB"	"DYNLL1"
"988"	"FAM117B"	"DYNLL1"
"989"	"FAM117A"	"DYNLL1"
"990"	"SPAG5"	"DYNLL1"
"991"	"DYNLL1"	"DYNC1LI2"
"992"	"XRCC4"	"DYNLL1"
"993"	"RCOR2"	"DYNLL1"
"994"	"RCOR3"	"DYNLL1"
"995"	"RCOR1"	"DYNLL1"
"996"	"FAM190A"	"DYNLL1"
"997"	"N4BP2"	"DYNLL1"
"998"	"FBXO38"	"DYNLL1"
"999"	"DYNLL1"	"AGGF1"
"1000"	"DYNLL2"	"DYNLL1"
"1001"	"DYNLL1"	"BACH1"
"1002"	"ZMYM2"	"DYNLL1"
"1003"	"DYNLL1"	"ANKRD20A2"
"1004"	"DYNLL1"	"ANKRD20A4"
"1005"	"PDZRN3"	"DYNLL1"
"1006"	"DYNLL1"	"CDR2"
"1007"	"SECISBP2L"	"DYNLL1"
"1008"	"MOBKL3"	"DYNLL1"
"1009"	"FAM190B"	"DYNLL1"
"1010"	"GLCCI1"	"DYNLL1"
"1011"	"XIAP"	"DYNLL1"
"1012"	"DYNLL1"	"CIZ1"
"1013"	"NEK9"	"DYNLL1"
"1014"	"MLL3"	"DYNLL1"
"1015"	"PXN"	"DYNLL1"
"1016"	"DYNLL1"	"CDADC1"
"1017"	"TCTEX1D2"	"DYNLL1"
"1018"	"DYNLL1"	"C4orf46"
"1019"	"DYNLL1"	"CDR2L"
"1020"	"DYNLL1"	"C15orf23"
"1021"	"FAM172A"	"DYNLL1"
"1022"	"KCNQ5"	"DYNLL1"
"1023"	"DYNLL1"	"CCDC136"
"1024"	"FBXO30"	"DYNLL1"
"1025"	"DYNLL1"	"DNAL4"
"1026"	"DYRK1A"	"DYNLL1"
"1027"	"STOX2"	"DYNLL1"
"1028"	"WDR34"	"DYNLL1"
"1029"	"HMBOX1"	"DYNLL1"
"1030"	"DYNLL1"	"ATMIN"
"1031"	"FAM73A"	"DYNLL1"
"1032"	"DYNLL1"	"ADNP"
"1033"	"FAM171A1"	"DYNLL1"
"1034"	"FAM171A2"	"DYNLL1"
"1035"	"DYNLL1"	"DEDD"
"1036"	"IGSF3"	"DYNLL1"
"1037"	"MCL1"	"DYNLL1"
"1038"	"WDR13"	"DYNLL1"
"1039"	"RERE"	"DYNLL1"
"1040"	"DYNLL1"	"BCL2L1"
"1041"	"DYNLL1"	"BCL2L11"
"1042"	"RNF41"	"DYNLL1"
"1043"	"WWC2"	"DYNLL2"
"1044"	"KDM1A"	"DYNLL2"
"1045"	"TP53BP1"	"DYNLL2"
"1046"	"KIAA0889"	"DYNLL2"
"1047"	"KIAA0802"	"DYNLL2"
"1048"	"KIAA1468"	"DYNLL2"
"1049"	"EML3"	"DYNLL2"
"1050"	"DYNLL2"	"DLG5"
"1051"	"ZMYM4"	"DYNLL2"
"1052"	"ZMYM3"	"DYNLL2"
"1053"	"IFFO2"	"DYNLL2"
"1054"	"IFFO1"	"DYNLL2"
"1055"	"FAM40B"	"DYNLL2"
"1056"	"FAM40A"	"DYNLL2"
"1057"	"PRKAR2B"	"DYNLL2"
"1058"	"WDR60"	"DYNLL2"
"1059"	"DYNLL2"	"DYNC1H1"
"1060"	"OPTN"	"DYNLL2"
"1061"	"KIAA1274"	"DYNLL2"
"1062"	"STRN"	"DYNLL2"
"1063"	"STRN3"	"DYNLL2"
"1064"	"STRN4"	"DYNLL2"
"1065"	"MLL3"	"DYNLL2"
"1066"	"ZNF608"	"DYNLL2"
"1067"	"ZNF609"	"DYNLL2"
"1068"	"DYNLL2"	"AKAP9"
"1069"	"UHRF1BP1L"	"DYNLL2"
"1070"	"DYNLL2"	"DYNC1LI1"
"1071"	"MORC3"	"DYNLL2"
"1072"	"HMMR"	"DYNLL2"
"1073"	"DYNLL2"	"ANKRD20A1"
"1074"	"DYNLL2"	"ANKRD20A2"
"1075"	"TLK2"	"DYNLL2"
"1076"	"TLK1"	"DYNLL2"
"1077"	"GPHN"	"DYNLL2"
"1078"	"DYNLL2"	"CEP152"
"1079"	"GOLGB1"	"DYNLL2"
"1080"	"TRPS1"	"DYNLL2"
"1081"	"KANK2"	"DYNLL2"
"1082"	"KANK1"	"DYNLL2"
"1083"	"DYNLL2"	"CTTNBP2NL"
"1084"	"DYNLL2"	"CTTNBP2"
"1085"	"TAX1BP1"	"DYNLL2"
"1086"	"LOC100134230"	"DYNLL2"
"1087"	"DYNLL2"	"CDK5RAP2"
"1088"	"DYNLL2"	"AMOT"
"1089"	"DYNLL2"	"AMOTL1"
"1090"	"DYNLL2"	"AMOTL2"
"1091"	"DYNLL2"	"C13orf34"
"1092"	"HOMER3"	"DYNLL2"
"1093"	"NDE1"	"DYNLL2"
"1094"	"RSBN1L"	"DYNLL2"
"1095"	"RSBN1"	"DYNLL2"
"1096"	"SECISBP2L"	"DYNLL2"
"1097"	"SCML1"	"DYNLL2"
"1098"	"XRCC4"	"DYNLL2"
"1099"	"KIF5A"	"DYNLL2"
"1100"	"DYNLL2"	"DYNC1I1"
"1101"	"DYNLL2"	"DYNC1I2"
"1102"	"TRAK1"	"DYNLL2"
"1103"	"MOBKL3"	"DYNLL2"
"1104"	"USP25"	"DYNLL2"
"1105"	"KDM6A"	"DYNLL2"
"1106"	"DYNLL2"	"CDC42BPG"
"1107"	"USP28"	"DYNLL2"
"1108"	"WWC1"	"DYNLL2"
"1109"	"FAM117A"	"DYNLL2"
"1110"	"DYNLL2"	"DDHD1"
"1111"	"FAM117B"	"DYNLL2"
"1112"	"PPFIBP1"	"DYNLL2"
"1113"	"OFD1"	"DYNLL2"
"1114"	"PRMT3"	"DYNLL2"
"1115"	"ZMYM6"	"DYNLL2"
"1116"	"DYNLL2"	"DIABLO"
"1117"	"SPAG5"	"DYNLL2"
"1118"	"DYNLL2"	"DYNC1LI2"
"1119"	"DYNLL2"	"AGGF1"
"1120"	"N4BP2"	"DYNLL2"
"1121"	"RCOR2"	"DYNLL2"
"1122"	"RCOR3"	"DYNLL2"
"1123"	"RCOR1"	"DYNLL2"
"1124"	"FOPNL"	"DYNLL2"
"1125"	"FBXO38"	"DYNLL2"
"1126"	"DYNLL2"	"BACH1"
"1127"	"ZMYM2"	"DYNLL2"
"1128"	"PDZRN3"	"DYNLL2"
"1129"	"DYNLL2"	"CDR2"
"1130"	"MPHOSPH9"	"DYNLL2"
"1131"	"PRKACG"	"DYNLL2"
"1132"	"PRKACB"	"DYNLL2"
"1133"	"XIAP"	"DYNLL2"
"1134"	"DYNLL2"	"CIZ1"
"1135"	"NEK9"	"DYNLL2"
"1136"	"KIAA0284"	"DYNLL2"
"1137"	"PXN"	"DYNLL2"
"1138"	"TCTEX1D2"	"DYNLL2"
"1139"	"GLCCI1"	"DYNLL2"
"1140"	"MTPAP"	"DYNLL2"
"1141"	"TTC3"	"DYNLL2"
"1142"	"DYNLL2"	"CCDC136"
"1143"	"DYNLL2"	"CDR2L"
"1144"	"FAM83D"	"DYNLL2"
"1145"	"DYNLL2"	"C15orf23"
"1146"	"FAM172A"	"DYNLL2"
"1147"	"ZSCAN5A"	"DYNLL2"
"1148"	"KCNQ5"	"DYNLL2"
"1149"	"DYNLL2"	"ATMIN"
"1150"	"PAXIP1"	"DYNLL2"
"1151"	"FBXO30"	"DYNLL2"
"1152"	"DYNLL2"	"DNAL4"
"1153"	"DYRK1A"	"DYNLL2"
"1154"	"DYNLL2"	"CDADC1"
"1155"	"WDR34"	"DYNLL2"
"1156"	"DYNLL2"	"ADNP"
"1157"	"DYNLL2"	"BSN"
"1158"	"DYNLL2"	"DEDD"
"1159"	"FAM171A1"	"DYNLL2"
"1160"	"FAM171A2"	"DYNLL2"
"1161"	"HMBOX1"	"DYNLL2"
"1162"	"WDR13"	"DYNLL2"
"1163"	"FAM73A"	"DYNLL2"
"1164"	"MCL1"	"DYNLL2"
"1165"	"STXBP4"	"DYNLL2"
"1166"	"FAM190B"	"DYNLL2"
"1167"	"ZNF710"	"DYNLL2"
"1168"	"KIAA1462"	"DYNLL2"
"1169"	"DYNLL2"	"AMBRA1"
"1170"	"ELL"	"DYNLL2"
"1171"	"YAP1"	"DYNLL2"
"1172"	"NHSL1"	"DYNLL2"
"1173"	"DYNLL2"	"BCL2L1"
"1174"	"DYNLL2"	"BCL2L11"
"1175"	"NCOA6"	"DYNLL2"
"1176"	"RNF41"	"DYNLL2"
"1177"	"GOPC"	"FXYD1"
"1178"	"THNSL1"	"FXYD1"
"1179"	"FXYD1"	"ATP6V1D"
"1180"	"NDRG1"	"FXYD1"
"1181"	"PRTFDC1"	"FXYD1"
"1182"	"NDRG4"	"FXYD1"
"1183"	"NDRG3"	"FXYD1"
"1184"	"SPINK4"	"FXYD1"
"1185"	"GCHFR"	"FXYD1"
"1186"	"GCHFR"	"EIF4G1"
"1187"	"HBS1L"	"GCHFR"
"1188"	"OBSL1"	"GCHFR"
"1189"	"IRF2BP2"	"GCHFR"
"1190"	"GCHFR"	"CAMKK2"
"1191"	"GCHFR"	"DOCK11"
"1192"	"QRICH1"	"GCHFR"
"1193"	"NEBL"	"GCHFR"
"1194"	"PUSL1"	"GCHFR"
"1195"	"GCHFR"	"CBFB"
"1196"	"TRIM68"	"GNRH1"
"1197"	"GNRH1"	"C7orf30"
"1198"	"GYPB"	"EIF2B5"
"1199"	"PWP2"	"GYPB"
"1200"	"GYPB"	"EIF2B1"
"1201"	"GYPB"	"EIF2B4"
"1202"	"GYPB"	"BZW2"
"1203"	"GYPB"	"BZW1"
"1204"	"RTN1"	"GYPB"
"1205"	"GYPB"	"FLVCR1"
"1206"	"GYPB"	"ESRRA"
"1207"	"UTP20"	"GYPB"
"1208"	"PDS5B"	"GYPB"
"1209"	"PDS5A"	"GYPB"
"1210"	"GYPB"	"FAM115C"
"1211"	"GYPB"	"ATR"
"1212"	"SHCBP1"	"GYPB"
"1213"	"IP6K1"	"GYPB"
"1214"	"GYPB"	"ARFGEF2"
"1215"	"HEATR3"	"GYPB"
"1216"	"GYPB"	"DNM2"
"1217"	"GYPB"	"DNM3"
"1218"	"SMYD4"	"GYPB"
"1219"	"GYPB"	"FANCG"
"1220"	"UBE4A"	"GYPB"
"1221"	"RANBP6"	"GYPB"
"1222"	"GYPB"	"ERCC4"
"1223"	"LRBA"	"GYPB"
"1224"	"METTL15"	"GYPB"
"1225"	"SLC39A10"	"GYPB"
"1226"	"TNPO2"	"GYPB"
"1227"	"SEC62"	"GYPB"
"1228"	"GYPB"	"EIF2B3"
"1229"	"GYPB"	"ASPHD2"
"1230"	"GYPB"	"COG1"
"1231"	"TUBGCP3"	"GYPB"
"1232"	"RTN2"	"GYPB"
"1233"	"LRRC8A"	"GYPB"
"1234"	"GYPB"	"COG4"
"1235"	"LPCAT3"	"GYPB"
"1236"	"RANBP17"	"GYPB"
"1237"	"GYPB"	"EIF2B2"
"1238"	"TFB2M"	"GYPB"
"1239"	"GYPB"	"ARL6IP5"
"1240"	"MAD2L2"	"GYPB"
"1241"	"TSPAN15"	"GYPB"
"1242"	"GYPB"	"CPLX1"
"1243"	"STAG2"	"GYPB"
"1244"	"HIGD1A"	"ATP1A3"
"1245"	"IPO13"	"HIGD1A"
"1246"	"HIGD1A"	"C1orf112"
"1247"	"HMGN2"	"CHMP1A"
"1248"	"KLHL36"	"HMGN2"
"1249"	"HMGN2"	"GBE1"
"1250"	"PARP2"	"HMGN2"
"1251"	"PTPRG"	"ISG20"
"1252"	"SRC"	"ISG20"
"1253"	"ISG20"	"CSNK1G3"
"1254"	"ISG20"	"EEPD1"
"1255"	"ZMPSTE24"	"KRTAP19-4"
"1256"	"KRTAP19-4"	"CCT6B"
"1257"	"KRTAP19-4"	"FAM136A"
"1258"	"NLN"	"KRTAP19-4"
"1259"	"KRTAP19-4"	"C9orf46"
"1260"	"KRTAP19-4"	"EXOG"
"1261"	"LSM5"	"LSM2"
"1262"	"LSM5"	"LSM4"
"1263"	"LSM5"	"LSM1"
"1264"	"NAA38"	"LSM5"
"1265"	"PRPF3"	"LSM5"
"1266"	"SART3"	"LSM5"
"1267"	"PRPF6"	"LSM5"
"1268"	"ZGPAT"	"LSM5"
"1269"	"TUT1"	"LSM5"
"1270"	"PRPF4"	"LSM5"
"1271"	"S100B"	"LSM5"
"1272"	"RDH13"	"LSM5"
"1273"	"POLH"	"LSM5"
"1274"	"PATL1"	"LSM5"
"1275"	"LSM5"	"AKAP7"
"1276"	"SNRPD2"	"LSM5"
"1277"	"MEPCE"	"LSM5"
"1278"	"LSM7"	"LSM5"
"1279"	"RBM42"	"LSM5"
"1280"	"TMCO6"	"LSM5"
"1281"	"SNRPD3"	"LSM5"
"1282"	"LSM5"	"HAPLN3"
"1283"	"LSM5"	"LSM3"
"1284"	"ZNF511"	"LSM5"
"1285"	"SNRPF"	"LSM5"
"1286"	"OXSM"	"LYRM2"
"1287"	"LYRM2"	"ACADS"
"1288"	"NDUFAB1"	"LYRM2"
"1289"	"MANBAL"	"GOPC"
"1290"	"S100A6"	"MANBAL"
"1291"	"MANBAL"	"LYRM2"
"1292"	"S100B"	"MLLT11"
"1293"	"MRPL34"	"C8orf59"
"1294"	"RANBP6"	"MRPL34"
"1295"	"MRPL34"	"IPO5"
"1296"	"SLC27A2"	"MRPL34"
"1297"	"RPL38"	"MRPL34"
"1298"	"MRPL39"	"MRPL34"
"1299"	"UTP11L"	"MRPL34"
"1300"	"MRPL34"	"HBZ"
"1301"	"MRPL47"	"MRPL34"
"1302"	"MRPL34"	"CSNK1G3"
"1303"	"RPL19"	"MRPL34"
"1304"	"RAP1A"	"MRPL34"
"1305"	"MRPL34"	"MRPL13"
"1306"	"MRPL34"	"MRPL10"
"1307"	"MRPL34"	"MRPL28"
"1308"	"MRPL50"	"MRPL34"
"1309"	"MRPL4"	"MRPL34"
"1310"	"PDIA5"	"MUCL1"
"1311"	"TMEM85"	"MUCL1"
"1312"	"NDUFA4L2"	"HSP90AA4P"
"1313"	"POTEI"	"NDUFA4L2"
"1314"	"NDUFA4L2"	"ACTBL2"
"1315"	"PLXNB1"	"HBB"
"1316"	"PLXNB1"	"ISG20"
"1317"	"PLXNB1"	"HBA2"
"1318"	"SMPX"	"PLXNB1"
"1319"	"RPLP2"	"RPL37A"
"1320"	"RPL37A"	"NIP7"
"1321"	"RPL4"	"RPL37A"
"1322"	"RPL37A"	"NCL"
"1323"	"RPL37A"	"RPF1"
"1324"	"RPL37A"	"CCDC137"
"1325"	"RPL37A"	"C16orf88"
"1326"	"RPL37A"	"RBM28"
"1327"	"RPS3A"	"RPL37A"
"1328"	"RPS14"	"RPL37A"
"1329"	"RPL37A"	"BLK"
"1330"	"RPL37A"	"DDX24"
"1331"	"RPL37A"	"FTSJ3"
"1332"	"RPL37A"	"ILF3"
"1333"	"RPL37A"	"DDX21"
"1334"	"RPL37A"	"MYEF2"
"1335"	"RPLP0"	"RPL37A"
"1336"	"RPL37A"	"RPL3"
"1337"	"ZFP62"	"RPL37A"
"1338"	"TAF1A"	"RPL37A"
"1339"	"ZNF512"	"RPL37A"
"1340"	"STAU1"	"RPL37A"
"1341"	"RPL37A"	"DDX56"
"1342"	"RPL6"	"RPL37A"
"1343"	"RPL37A"	"DDX27"
"1344"	"RPL37A"	"CEBPZ"
"1345"	"RPL37A"	"GLYR1"
"1346"	"RPL37A"	"REXO4"
"1347"	"RPL37A"	"DDX31"
"1348"	"RPL37A"	"RPL26L1"
"1349"	"RPL37A"	"RPL18"
"1350"	"WHSC1"	"RPL37A"
"1351"	"RPL37A"	"C7orf50"
"1352"	"RRP8"	"RPL37A"
"1353"	"RPL37A"	"PAPD5"
"1354"	"RPL37A"	"EBNA1BP2"
"1355"	"UTP23"	"RPL37A"
"1356"	"SURF6"	"RPL37A"
"1357"	"RPL37A"	"NPM1"
"1358"	"RPL37A"	"KIAA0020"
"1359"	"RPS6"	"RPL37A"
"1360"	"RPL37A"	"NOP2"
"1361"	"ZC3HAV1"	"RPL37A"
"1362"	"RPL37A"	"RPL36AL"
"1363"	"RPL37A"	"GLTSCR2"
"1364"	"TUBA8"	"RPL37A"
"1365"	"RPL37A"	"LLPH"
"1366"	"RPL37A"	"ABT1"
"1367"	"SART3"	"RPL37A"
"1368"	"RPL37A"	"RBM34"
"1369"	"RPL5"	"RPL37A"
